NOID	Author	Title	Alternative title	Year	
f4752j53t	Fisher, Gerald R.	Building curriculum for the education of youth workers in the church	Building curriculum educ. of youth workers.	1998
jh343v63d	Modesto, Heloísa Speranza.	Socio-economic impact of weaving and naturally dyed textile production in San Juan La Laguna, Guatemala	Weaving and dyeing in San Juan La Laguna	2001
9c67wq039	McCabe, Kathleen.	The case of the implementation of the Western Canada Protocol in Mathematics in Alberta	Implementation of the WCP in mathematics in AB.	2000
9880vs86b	Emmanuel, Earlington Jerry.	Broiler performance and carcass characteristics at different stocking densities, ventilation rates, air speeds and levels of bird disturbance	Broiler performance and carcass characteristics	2002
9880vs71q	Castle, Cheryl R.	The performance of educable mentally handicapped girls on the Canada fitness award/CAHPER fitness-performance test	Perf of emh girls on Canada fitness award.	1978
76537299v	Elford, Ian Christopher.	Student outcomes assessment in Canadian Bible Colleges	Student outcomes assessment in Bible Colleges.	1996
4f16c542d	Roy, Denise Charlene.	Self-directedness and the pursuit of expert careers by arts and cultural management graduates	Self-directedness and the pursuit of expertise	2001
9880vt21q	Macy, Leonora.	A case study: integrating language across curriculum through drama	Language across curriculum through drama	2002
4f16c493p	Masuda, Jeffrey Ray.	Subjective and objective barriers to environmental health promotion: the case of transportation behaviour	Health promotion and transportation	2001
5138jh090	Szklarz, Karol Edward.	Segregation and solubility in ferromagnetic iron	Segregation and solubility in magnetic iron	1981
4f16c480m	Molina, Nelson Nevil.	The modification of natural hydrocarbons by microbial action	Microbial modification of hydrocarbons	1973
02870z231	McDonald, James Andrew	Structural variation within populations of Tupaia glis Diard 1820	Variation within populations of Tupaia glis	1977
9880vs852	Liu, Yin.	Representations of identity in the middle English romances	Identity in the Middle English romances	1997
b2773x831	Mazzotta, Robert Tony.	Conflict in schools and possible resolution strategies	Conflict in schools and resolution strategies.	1997
2f75rb121	Mulka, Katherine Teresa.	The meaning of therapy - a hermeneutic journey: action research, occupational therapy and the special needs child	Hermeneutics, action research and occupational therapy and the special needs child.	2001
b2773z064	Appiah-Padi, Stephen kodjo.	Study abroad and global citizenship: Sub-Saharan African students at the University of Alberta	Study abroad & global citizenship.	1999
b2773z064	Appiah-Padi, Stephen kodjo.	Study abroad and global citizenship: Sub-Saharan African students at the University of Alberta	Sub-saharan African students at the University of Alberta.	1999
02870z338	Yang, Wendy W.	Nitric oxide regulates neuronal activation and IL-1[beta] gene expression in the brain in response to immune stress	NO regulates brain responses to immune stress	1999
47429c08b	Butler, Craig R.	Correlates of uncontrolled hypertension among treated Canadian hypertensives: results from the Canadian Heart Health Survey	Correlates of uncontrolled hypertension	2001
gq67js931	Sandhu, Jat.	Hepatitis C infection in renal dialysis patients: an investigation within the Northern Alberta Renal Program	Investigation within the Northern Alberta Renal Program	1998
cc08hh73f	Joyce, Elizabeth M.	The impact of experimental reservoir creation on greenhouse gas fluxes from forested uplands	Greenhouse gas fluxes from reservoirs	2001
02870x85t	Allen, Timothy Karl van.	Handling uncertainty when youre handling uncertainty: model selection and error bars for belief networks	Handling uncertainty in belief networks	2000
4f16c520c	McClennon-Leong, Jeannie.	Alternative health care provider use in the chronic non-malignant pain population	Alternative health care provider in cnmp pop.	1997
76537314r	Sucur, Slobodan.	Three versions on a Poe story: The Masques of the red death	Masques of the Red Death	1998
12579v22d	Slemko, Nadya Marie.	Structural, metamorphic, and plutonic history of rocks adjacent to Shuswap Lake, British Columbia: evidence of early to middle Paleozoic deformation	Geology adjacent to Shuswap Lake, B.C.	2000
47429c51m	Nasir, Pervaiz	Solubility of CO₂ and H₂S in ethanolamine solutions	Solubility of CO₂ and H₂S in ea. solutions	1975
5138jg832	Sillito, Jonathan.	Improvements to and estimating the cost of backtracking algorithms for constraint satisfaction problems	Backtracking algorithms for CSPs	2000
9880vt16v	Molenkamp, Freda Joanne.	Rural and urban: experiences of female school teachers who taught in Alberta, 1905-1930	Experiences of female school teachers who taught in Alberta, 1905-1930	1998
9880vt16v	Molenkamp, Freda Joanne.	Rural and urban: experiences of female school teachers who taught in Alberta, 1905-1930	Rural & urban, female school teachers, 1905-1930	1998
f4752j52j	Topnik, Jason Marc.	Iron in wastewater: effect on quartz sleeve scale	Effect on quartz sleeve scale	1999
2f75rb45k	O'Leary, William P.	Thermodynamic properties of non-magnetic metallic systems due to the electron-ion interaction	Thermodynamic properties of metallic systems.	1973
9c67wp90f	Ure, Daren Raymond.	Retrograde signaling and retrograde axonal transport of leukemia inhibitory factor and nerve growth factor by cultured sympathetic neurons	Retrograde signaling and transport	1997
cc08hh89b	Burt, Jean Elizabeth.	Attitudes of rehabilitation nursing staff toward persons with disabilities	Nurses attitudes toward disabled persons.	1996
9c67wq22h	Spitzer, Denise Lee.	Migration and menopause: womens experience of maturation in three immigrant communities	Womens experience of maturation in three immigrant communities	1998
12579v63n	Lee, Jungmin.	Mathematical model of influenza for interspecies transmission between humans and pigs, and its role in human influenza infection	Influenza model for interspecies transmission	2002
12579v834	Andrin, Christi.	Investigation of calreticulin-protein interactions	Investigation of CRT-protein interactionse	1999
d504rn58f	Finlay-Parker, Claudia J.	Continuing professional development: certified management accountants in education	Certified management accountants in education.	1996
d504rn58f	Finlay-Parker, Claudia J.	Continuing professional development: certified management accountants in education	Continuing prof development cmas in education.	1996
xw42nb40q	Ferreira, Ronaldo da Silva.	Interpretation of pressuremeter tests using a curve fitting technique	Interpretation of pressuremeter tests	1992
n870zs94s	Hanson, Eric Shawn.	Depositional architecture of the Cadomin and Monteith Formation, North East British Columbia	Depositional architecture Monteith & Cadomin FM NE BC	2001
tm70mx36v	Mwenesi, Leonard C.	How is art and art education relevant for the construction of a Tanzanian national cultural identity within the context of a hegemonic globalism?	Art, art education and identity in Tanzania.	1998
47429b95g	Rowley, Deborah Anne.	Principals perceptions of their role in implementing change	Principals perceptions of change	1988
gf06g4284	Hula, Dan W.	Coloring outside the lines: global education in the classroom	Global education in the classroom.	1997
b2773x98n	Helgren, Keri Lynn.	Understanding gender issues in selecting and working with two short stories	Gender issues in two short stories	2002
8336h449g	Blank, Walter Arnold.	Comparative genetic analysis of porcine mycoplasmas	Comparative genetic analysis of mycoplasmas	1999
ht24wm67h	Unterschutz, Jennifer Lee Esther.	Geological and geochemical links beetween Quesnel terrane strata and ancestral North America, a southern Canadian Cordillera	Geology of SE BC: linking Quesnell with N.A.	2002
3r074x082	Weaver, Shelley Ann.	Individual differences in hypothalamic-pituitary-adrenal function in swine: experiential and genetic factors	Individual differences in HPA function in pigs	1998
wd375z92c	Stepczynski, Jadwiga Maja.	Defining the molecular phenotype of the rat retina during the commitment phase of light-induced retinal degeneration: a model of human retinal degenerative disease	Defining the commitment phase of LIRD in rats	2001
9880vt43r	Boman, Jeanette A.	Effective use of humor in nursing practice: analysing the discourse of nurses known for making it happen	Analysing the discourse of nurses known for making it happen.	1996
3r074x19k	Causgrove, Janice.	A study of the motor learning of physically awkward children under three instructional conditions	Motor learning of physically awkward children.	1987
n583xw806	Lozinska, Monika A.	A comparison of a contextual usage of selected secondary and simplex imperfectives in Russian: an experimental study	Secondary and simplex imperfectives in Russian: an experimental study	1992
ht24wm34z	Kurszewski, Denise M.	Breaking trail: factors that enable Northern Aboriginal Students to succeed in higher education	Breaking trail.	2000
ht24wm34z	Kurszewski, Denise M.	Breaking trail: factors that enable Northern Aboriginal Students to succeed in higher education	Factors that enable Northern Aboriginal Students to succeed in higher education.	2000
m326m424c	Tschofen, Monique Yvonne.	Anagrams of the body: hybrid texts and the question of postmodernism in the literature and film of Canada	Anagrams of the body in hybrid texts	1999
gh93h209b	Travers, Andrew H.	Intravenous [beta][subscript 2]-agonists in the treatment of patients who present to the Emergency Department with severe acute asthma: a meta analysis and prospective observational cohort study	Systemic beta-agonists in severe acute asthma	1999
3r074w999	Kent, Michael John.	Depositional environment of fine-grained sediments in late-glacial Lake Penticton	Sediment deposition in glacial Lake Penticton	1978
v692t8165	Zhang, Jianjun.	Spatial analysis tools for hazardous materials transportation logistics	Spatial analysis for hazmat transport logistics	1998
v692t815w	Harper, Karen Amanda.	Variability in forest structure and composition along edge-to-edge gradients from lakeshore and clearcut edges and in riparian buffers in the aspen-dominated mixedwood boreal forest	Lakeshore & clearcut edges in the boreal forest	1999
h702q8928	Senturk, Nejla H.	The vapor pressure, critical properties, refractive indices, and volumetric behavior of carbonyl sulfide	Properties of carbonyl sulfide	1977
n583xx48n	Boechler, Vickie Lynne.	Predictors of father-child interaction measured by the Nursing Child Assessment Teaching Scale	Predictors of father-child interaction.	2000
hx11xh63n	Mickelow, Garry Stephen	The artist as schizophrenic: psychic and formal structures in four films by Jerry Lewis	Psychic and formal structures in four films by Jerry Lewis	1998
ws859h892	Carter, Kathryn	A contingency of words: diaries in English by women in Canada 1830-1915	Diaries in English by women in Canada 1830-1915	1997
hx11xh04g	McPherson, Nancy Carol.	An exploratory study of the characteristics of injection drug users with recent acquisition of HIV in Edmonton	Characteristics of injection drug users	2002
hx11xh75f	Miller, Jamie David.	An examination of the on-ranch economics of riparian grazing management	Economics of riparian grazing management	2002
sn00b118g	Holland, Brent James.	From antlütze to angesicht: identity, difference and the existence of the individual in Wolfram von Eschenbachs Parzival and Hans Jakob Christoffel von Grimmelshausens Der abentheurliche simplicissimus teutsch	Individual in parzival and simplicissimus	2002
p8418q67w	Heal, George E. Newton.	The Wrigley-Lou and Polaris-Truro lead zinc deposits, N.W.T.	Wrigley-Lou & Polaris lead zinc deposits, N.W.T.	1976
1g05fd63p	Mackel, John Vincent.	An experiment in demand management: reduction in resource use using a patient-based behavior modification program for chronic hypertensive patients	Reduction in resource sharing using a patient-based behavior modification program for chronic hypertensive patients	1998
n870zt605	Oliver, Karla C. Trejo.	IFNγ response to paternal antigens during pregnancy	IFNgamma response to paternal antigens during pregnancy	2001
n870zt605	Oliver, Karla C. Trejo.	IFNγ response to paternal antigens during pregnancy	IFNγ response during pregnancy	2001
gh93h183d	Corkum, Cristine V.	Response of small mammals to landscape structure at multiple spatial scales	Small mammal response to landscape structure	1999
hx11xh214	Deneff, William Frederick.	Reflective processes: portals into transformation	Portals into transformation.	1999
ws859j171	Dodsworth, Dianne Joyce.	Routine mathematical problems and mathematical inquiry in an elementary classroom: tensions and struggles	Routine mathematical problems and inquiry.	1999
ws859j171	Dodsworth, Dianne Joyce.	Routine mathematical problems and mathematical inquiry in an elementary classroom: tensions and struggles	Tensions and struggles.	1999
7m01bn785	Burgess-Pinto, Elizabeth.	Bereavement outcomes associated with pediatric chronic illness: a systematic research review	Bereavement outcomes - a systematic review.	2002
n583xw76m	Walker, George S.	The effect of beta-carotene on the enzymic and non-enzymic oxidation of pea lipids	Effect of carotene on oxidation of pea lipids	1975
3r074w79t	Aussant, V. Jill.	The breastfeeding experience for women with low incomes: a phomenological exploration	Low income womens experience of breastfeeding	2001
7m01bn51r	Flintoff, Brian C.	The cataphoretic clarification of colloidal suspensions in a continuous thickener	Cataphoretic clarification of suspensions	1975
3r074w956	Plewak, Victoria Teresa.	Katyn 60 years on: uncovering a Stalinist massacre	Katyn sixty years on: uncovering a Stalinist massacre	2000
ws859h56h	Gaffran, Peter.	Field monitoring of anchored sheet pile retaining walls	Monitoring of anchored sheet pile wall	1989
gh93h148t	Gervais, Marie.	How do junior high students make values decisions through process drama?	Junior high values decisions in process drama	2001
h702q881r	Fleming, Warren D.	Effects of pipeline rights-of-way on forest birds in the boreal forest of Alberta	Bird responses to pipeline rights-of-way	2001
n870zt47m	Mackenzie-Keating, Sandra Elizabeth.	Program evaluation of a short-term early intervention program for preschool children with behavior problems	Program evaluation in early intervention.	1999
mg74qp289	Edge, Lois Elizabeth.	In the eyes of the beholder: spring flowers and autumn leaves	Spring flowers and autumn leaves.	2001
hx11xh50k	Schoepp, Gregory Alexander.	School experiences of antisocial adolescents: escaping a destructive lifestyle	Escaping a destructive lifestyle.	1999
m326m419h	Gagnon, Alexandre Sébastien.	The relationship between the El Niño southern oscillation and the incidence of dengue/DHF and malaria in South America and Southeast Asia	ENSO and the incidence of dengue and malaria	2000
ws859j189	Kaiser, Peter Konrad	Time-dependent behaviour of tunnels in jointed rock masses	Time-dependent behaviour of tunnels	1979
cr56n3293	Ritter, Bob	Alternative assessment in senior high school classrooms	Alternative assessment in senior high science.	1996
bn999882h	Carroll, Shirley A.	Quality in the classroom: perceptions of an instructor preparation workshop	Instructor preparation workshop perceptions.	1997
bn999882h	Carroll, Shirley A.	Quality in the classroom: perceptions of an instructor preparation workshop	Perceptions of an instructor preparation workshop.	1997
2z10ws58r	Kroeker, Joel.	Targeting utterances through the liminal mist: an investigation into the cultural practices and worldview of the western Canadian singer/songwriter	Investigation into the cultural practices and worldview of the western Canadian singer/songwriter.	2001
2z10ws58r	Kroeker, Joel.	Targeting utterances through the liminal mist: an investigation into the cultural practices and worldview of the western Canadian singer/songwriter	Western Canadian singer/songwriter	2001
rx913s60d	Fryer, Michele T.	Hospital resource need measures: a comparison of diagnosis related groups and nursing resource need	Comparison of diagnosis related groups and nursing resource need	1990
rx913s60d	Fryer, Michele T.	Hospital resource need measures: a comparison of diagnosis related groups and nursing resource need	DRGS and nursing resource need	1990
2z10ws833	Yanitski, Norman William.	Site-based management: its impact on school decision-making	Site-based decision-making.	1997
xd07gw25c	Cho, Joon.	The synthesis of cross-conjugated oligo(phenyleneenediyne)s and investigation of their optical properties	Synthesis of oligo(phenyleneenediyne)s	2001
q237hv33f	Dunnigan, Cynthia Marie.	Life histories: a Metis woman and a breast cancer survivor	Metis woman and a breast cancer survivor	1997
q237hv62w	Jackson, Henry A.	Holocene terrace development of Threehills Creek, south-central Alberta	Threehills Creek holocene terrace development	1997
rn301411w	Cardinal, Lorraine.	Cultural identity and language retention: traditional and contemporary tensions	Traditional & contemporary tensions	2002
cr56n343x	Hay, Ronald Timothy.	A legal proposal for the site-specific management of scarce ground water resources in Alberta	Legal proposal for management of ground water	1999
g158bk062	Thompson, Laura Anne.	Lenseignement de la Francophonie mondiale: la situation actuelle dans les écoles secondaires francophones de lAlberta	Enseignement de la Francophonie mondiale.	2001
wp988n34f	Bednarsky, Dushan.	The spiritual alphabet: St. Dymytrii, Metropolitan of Rostovs rehetorical program for inward knowledge	St. Dymytrii, Metropolitan of Rostovs rhetorical program for inward knowledge	1998
j9602284k	Covey, Debra Lee.	The acceptance and effectiveness of mental imagery training in high performance womens volleyball	Imagery training in volleyball.	1989
rx913s47v	Zawallich, Andre Michael.	The experiences of persons with Tourettes Syndrome and their family members, as garnered from the Internet	Experiences of persons with Tourettes Syndrome.	1997
cr56n2946	Raja, Asim Javed.	Neuroprotection by Retavase® and Integrilin® alone or in combination for the treatment of embolic middle cerebral artery occlusion	Combining rPA with Integrilin® to treat stroke	2002
m613n077f	Oracheski, Daniel John.	Scaled model studies of solvent-steam injection, under bottom water conditions	Bottom water solvent-steam injection studies	1988
w0892d03m	Moore, Steven Jeremy.	Solubility of α-olefins in polyethylenes	Solubility of alpha-olefins in polyethylenes	2000
9k41zg585	Davis, Brenda D.	Perceptions of a quality legal education: learning to think like a lawyer	Learning to think like a lawyer.	1997
v118rg62t	Mdluli, Funekile G.	Inkhomo Yinsila YemaSwati: cattle ownership, history, culture, and the environmental question on Swazi nation land	Cattle ownership, history, culture, and the environmental question on Swazi nation land	1999
2z10ws89r	Ritter-Brinton, Kathryn.	An Intervention Influences and Outcomes Profile for early intervention programs	Intervention influences and outcomes profile.	1997
j96023186	Doucette, Maureen.	Discovering the individuals view of receiving therapeutic touch: an exploratory descriptive study	Individuals view of receiving therapeutic touch.	1997
j96023186	Doucette, Maureen.	Discovering the individuals view of receiving therapeutic touch: an exploratory descriptive study	Recieving [sic] therapeutic touch.	1997
3j333404c	Iden, Debbie Lynne.	A novel method to prepare ligand-targeted liposomal drugs for clinical applications	Novel method to prepare ligand-targeted liposomes	2001
cr56n308b	MacIsaac, Mary Lou.	Description and analysis of individualized instruction in gross-motor skills for moderately mentally retarded children within the PREP play program	Description & analysis of indiv instruction	1980
xd07gw60z	McGarvey, Shauna Catherine.	Evidence for disease and trauma in crania from the late neolithic site of Algar do Bom Santo, Portugal	Paleopathology of Algar do Bom Santo, Portugal	2002
m613n0633	Nelson-McDermott, Catherine Ann.	Pictures of a floating world: relocating Bloomsbury	Relocating Bloomsbury	1997
q237hv29v	Duruigbo, Emeka Alexander.	Environmental aspects of international oil trade and shipping: business ethics and economic cooperation as compliance tools in international law	Business ethics and economic cooperation as compliance tools in international law	1998
rn301343z	Berger, Carol Ann.	From cattle camp to slaughterhouse: the politics of identity among Cuban-educated Dinka Refugees in Canada	Identity among Cuban-educated Dinka refugees	2001
jw827d692	Dorion, André.	An analysis of three of the components contributing to performance in ice hockey for boys aged 13 to 16 years	Ice hockey performance in boys 13 to 16.	1983
wp988m746	Steblyk, Cathy P.	The nature lyric in Japanese Canadian Nisei poetry of identity	Japanese Canadian Nisei poetry	1991
bn9998906	McGillivray, D.	Dependence of resolution on specimen thickness in thermionic scanning transmission electron microscopy	Resolution in thermionic S.T.E.M.	1977
bn9998710	Williams, Randy.	Alberta social studies textbooks and human rights education	AB social studies textbooks & human rights ed.	2001
cr56n3471	Beaney, Claire Louise	The subglacial geomorphology of southeast Alberta: evidence for subglacial meltwater erosion	Subglacial geomorphology of SE Alberta	1998
2z10ws167	Munro-Stasiuk, Mandy J.	Geomorphology and sedimentology of hummocky terrain, south-central Alberta, Canada	Geomorphology/sedimentology: hummocky terrain	1999
nv9354860	McGregor, Donald Edward.	Rate studies of the catalytic reaction of H₂S and SO₂	Catalytic reaction of H₂S and SO₂	1971
jq085n28k	Jones, Norman	Glacigenic streamlined landforms near St. Paul, Alberta	Glacigenic streamlined landforms	1981
zs25xb74z	Li, Yi.	A narrative inquiry of the intercultural and academic transitional experiences of four female Chinese students	Intercultural & academic transitions.	2001
2z10ws698	Belton, Kathy L.	Educational needs of injury control practitioners in Canada	Ed needs of injury control practitioners.	2000
br86b616c	Wasson, Donna L.	The effects of an instructional program on the social behavior of young moderately mentally retarded children in play	Social behavior of retarded children in play	1980
fn107118q	Tam, Siu Lin.	Neuromuscular activity, axonal sprouting and stability of conronically enlarged motor units in an animal model of motoneuron disease	Activity, sprouting & enlarged MUs in MN disease	1999
w3763905d	Allan, Keina.	Metacognitive strategies and problem-solving with an adult subject living with chronic psychiatric illness	Metacognitive strategies & problem-solving.	2000
qn59q6247	Broszkowski, Jerry Tadeusz.	Meteorological applications of empirical orthogonal functions	Empirical orthogonal functions	1979
jw827d64p	Hume, W. D.	Development of a quasi-geostrophic prediction model for weather systems over Western Canada	Quasi-geostrophic model for Western Canada	1975
rn301376h	Busink, Ria (H. G. H)	Awareness of subjectivity: the experience of a sense of I	Experience of a sense of I	1997
9s161893n	Chung, Ivy S. O.	Tuber and starch characteristics of Alberta grown netted gem potatoes	Alberta potato tubers and their starches	1979
9s1618892	Kalra, Harish.	Isotopic exchange and diffusivity of hydrogen in the hydrogen-aminomethane system	Exchange & diffusivity of the H₂-CH₃NH₂ system	1973
q237ht97s	Jack, Christine.	Visual culture: pamphlets and the conjunction of 1524	Pamphlets and the conjunction of 1524	1997
rx913s67b	Pivato, Joseph.	Approaches to hermetic poetry: dolce stil novo and Sceves Delie	Hermetic poetry	1978
tq57nt42h	Venne, Sharon Helen	Our elders understand our rights: evolving international law regarding indigenous peoples	Evolving international law regarding indigenous peoples.	1997
tq57nt42h	Venne, Sharon Helen	Our elders understand our rights: evolving international law regarding indigenous peoples	International law regarding indigenous peoples.	1997
fn1071211	Bergen, Mari Elizabeth.	Kente cloth weaving among the Asante in Ghana: a West African example of gender and role change resistance	West African example of gender and role change resistance	1998
9k41zg35v	Li, Hongshi.	Cloning and identification of PL74: a novel member of TGF beta superfamily	Novel member of TGF beta superfamily	1999
zp38wf99k	Theberge, Carol A. MacDonald.	An exploration of adult experiences in a school-to-work program	Exploration of an adult school-to-work program.	1999
zp38wg34z	Benzies, Karen M.	Preschool behaviour problems: relationship with parent-infant interaction and marital quality	Relationship with parent-infant interaction and marital quality.	1996
g445ch03p	D of Trinity Garden Cartel.	Determinanats [sic] of relative clauses in English: animacy, given/new, and grammatical role of the relative pronoun	Animacy, given/new, and grammatical role of the relative pronoun	1994
g445ch03p	D of Trinity Garden Cartel.	Determinanats [sic] of relative clauses in English: animacy, given/new, and grammatical role of the relative pronoun	Determinants of relative clause heads in En.	1994
g445ch03p	D of Trinity Garden Cartel.	Determinanats [sic] of relative clauses in English: animacy, given/new, and grammatical role of the relative pronoun	Determinants of relative clauses in English	1994
5h73pz36z	Goh, Allen Young Lian.	Influence of alcohol fuel additives on strain measurements in glass fiber-reinforced micro-specimens	Strain measurements in FPP micro-specimens	2000
gt54kq438	Mitchner, E. A.	William Pearce and federal government activity in Western Canada 1882-1904	William Pearce 1882-1904	1971
gt54kq438	Mitchner, E. A.	William Pearce and federal government activity in Western Canada 1882-1904	William Pearce 1904-1930	1971
2n49t4396	Krauss, Terrence William.	Time variations of volume-averaged radar reflectivity in Alberta hailstorms	Variations of averaged radar reflectivity	1978
hd76s201j	Husband, Devon L.	Development of a multiple peptide synthesizer and complementary multiple peptide purification system	Development of a MPS and MPP system	1999
hd76s1886	Peters, E. J.	Pattern oversweep in five and nine-spot waterflood pilots	Pattern oversweep in five and nine-spot pilots	1975
tt44pq41g	Riordan, Geoffrey Paul.	Collaboration among teachers in senior high schools	High school teacher collaboration.	1996
gx41mk838	Friesen, Frances Ann.	Individualized instruction in gross motor skills with severely mentally retarded children	Instruction in motor skills with SMR children	1980
kk91fn80x	Jensen, Niels.	Nyquist analysis and design of multivariable control systems	Nyquist design of multivariable systems	1981
2n49t4086	Jorgensen, David Bruce.	Secondary English teachers responses to evolving information technology	Sec. English teachers responses to infotech.	2000
r781wj43s	Horne, Garnet James.	The role of breast cancer associated with MUC1 in tumor cell recruitment to vascular endothelium during physiological fluid flow	Tumor MUC1 binds ICAM-1 in fluid flow	1999
r781wh985	Wiebe, Grace Elaine	The psychological reality of phonological units for speakers of an unwritten language	Segmentation in an unwritten language	1992
z890rw88r	Perrier, Cathryn J.	The impact of eldercare demands on employment: the costs and reward of gender	Costs and reward of gender	1998
gx41mk995	Frank, Jason Heinz.	Sedimentology, ichnology and stratigraphy of the lowermost cretaceous, Liard Basin, Canada	Stratigraphy of the l. cretaceous, Liard Basin	2002
kk91fn55k	Tadema, Annie.	English translations of Herman Heijermans Op hoop van zegen: a polysystem perspective on the translation of dramatic dialogue	Heijermans Op hoop van zegen in English	1994
kk91fn55k	Tadema, Annie.	English translations of Herman Heijermans Op hoop van zegen: a polysystem perspective on the translation of dramatic dialogue	Polysystem perspective on the translation of dramatic dialogue	1994
z890rw97q	Arendt, Anthony Alan	Approaches to modelling the mass balance of High Arctic glaciers	Mass balance modelling of an Arctic glacier	1997
xk81jn77c	Lalani, Akbar V. A.	Echocardiographic determination of cardiac output using the echogram of the anterior mitral valve leaflet and aortic root and the relationship between the dynamics of mitral valve closure and aortic flow	Cardiac output & function by echo.	1976
xk81jn90x	Dewhurst, Dale Jeffrey.	Beyond the adversarial system: the evolution of a peaceful and productive approach to conflict resolution	Evolution of a peaceful and productive approach to conflict resolution	1995
kd17cv78f	Wiebe, Cindee Mae.	Natural teaching strategies for child pragmatic language	Child pragmatic language.	1997
kd17cv80g	Sutherland, Bernice Ruth.	Living with change: older womens perceptions of having a myocardial infarction	Older womens perception of having a M.I.	1997
kd17cv80g	Sutherland, Bernice Ruth.	Living with change: older womens perceptions of having a myocardial infarction	Older womens perceptions of having a myocardial infarction.	1997
9z903195f	Iverson, Derek Lee.	Using the systematic assessment of preferences to elicit responses from students with the most severe disabilities	Systematic assessment of preference.	1997
2n49t402j	Peters, Darren James.	Characterization of dihydroflavonol reductase and analysis of condensed tannin accumulation in response to wounding and herbivory in trembling aspen (populus tremuloides)	DFR and condensed tannin accumulation in aspen	2002
kk91fp05k	Schmidt, Glenn Anton.	Ichnology, sedimentology, and stratigraphic architecture of the Notikewin Member of the Spirit River Formation in the Wapiti area of Alberta	Ichnology & sedimentology of the Notikewin Mbr	2002
kk91fp05k	Schmidt, Glenn Anton.	Ichnology, sedimentology, and stratigraphic architecture of the Notikewin Member of the Spirit River Formation in the Wapiti area of Alberta	Ichnology and sedimentology of the Notikewin Mbr	2002
xk81jn80p	Nielsen, Marianne.	The RCMP in small communities: a question of policing style	Royal Canadian Mounted Police in small communities	1979
pz50gz698	Rose, Teresa Nadene.	Coordination and integration processes in global business advisory firms: the role of global clients	Role of global clients	1998
pz50gz26g	Kennedy, Greg C.	Imperial crossroad: the influence of the Far East on Anglo-American relations, 1933-1939	Influence of the Far East on Anglo-American relations, 1933-1939	1998
fx719p29t	Jeon, Justin Yong.	Effects of functional electrical stimulation-assisted cycling exercise on glucose tolerance and insulin sensitivity in people with spinal cord injury	Effects of FES-cycling on diabetes in SCI	1998
kd17cv72s	Wilson, Craig Alan.	The effects of physiological estrogen replacement on the recovery of contractile function and energy metabolism following ischemia in the isolated working rat heart	Estrogen and cardiac metabolism	1999
gt54kp82r	Jodoin, Michael G.	Reducing type I error rates using an effect size measure with the logistic regression procedure for DIF detection	Logistic regression for DIF detection.	1999
kd17cw25m	Hudec, John Craig.	Individual counseling to promote physical activity	Individual physical activity counseling	1999
hd76s195m	Liew, Wendy.	Sandwich: a personal web assistant framework	Personal web assistant framework	1999
hq37vq988	Foss, Andrew P. O.	Automatic categorical data clustering and spacial data clustering by consecutive resolution refinement	Automatic data clustering	2002
kh04dr985	Bazin, Moira J.	Redefining ones caregiving role: placing a family member with Alzheimers disease in a long term care facility	Placing a family member with Alzheimers disease in a long term care facility.	1998
r781wj328	Lohvin, Victoria.	Ukrainian customary law: an attempt at analyzing some aspects of womens rights	Attempt at analyzing some aspects of womens rights	1997
tt44pq11r	Hong, Hanh N.	Geotechnical applications of crumbed tire rubber	Geotechnicl applications of tire crumbs	2000
gx41mk75k	Tailor, Jyoti M.	Tandem aza(4+2)/allylboration: a novel multicomponent reaction for the stereocontrolled synthesis of α-hydroxyalkyl piperidine derivatives and N, N-diethanolaminomethyl polystyrene : an efficient solid support to immobilize boronic acids	Novel multicomponent reaction & DEAM-PS resin	2002
2n49t3985	Poitras-Collins, Tracey J.	Formally educated First Nations women in the Treaty Six Region of Alberta: in-group social acceptance and support	First Nations women social acceptance/support.	2001
2n49t3985	Poitras-Collins, Tracey J.	Formally educated First Nations women in the Treaty Six Region of Alberta: in-group social acceptance and support	In-group social acceptance and support.	2001
gx41mm010	Grozic, Jocelyn Louise Hayley.	The behavior of loose gassy sand and its susceptibility to liquefaction	Behavior of loose gassy sand	1999
pn89d890z	Knight, Holly Esther.	A competence assurance framework for the dietetics profession	Competence assurance framework in dietetics.	1999
r781wj21r	Gainor La Pierre, Jo Ann.	A student in my own classroom: a study of shifting authority in teacher education	Student in my own classrm: shifting authority.	1998
r781wj21r	Gainor La Pierre, Jo Ann.	A student in my own classroom: a study of shifting authority in teacher education	Study of shifting authority in teacher education.	1998
xk81jn585	Bonny, Sandy Marie.	Recent and fossil spring deposits at Miette Hot Springs, Jasper National Park, Alberta, Canada	Fossil tufa/Modern Springs, Miette, Jasper, AB	2002
kd17cw52h	Embong, Mamat Bin	Quality of some essential oils from herbs and spices grown in Alberta	Quality of some essent oils from herb & spices grown in Alta.	1974
pn89d8500	Massing, Duane H.	Men and intimacy: essaying the politics of absence	Essaying the politics of absence.	1999
kd17cv89z	Shih, Chen-Chen.	Adjustment experiences of Taiwanese Astronauts Kids in Canada	Adjustment of Taiwanese Astronauts Kids Canada	1999
2n49t411h	Williamson, Helen.	Stress management training for high performance female athletes	Stree management for female athletes	1991
z890rw35q	Zupancic, Mary Anne.	Keeping a balance: the process of food choice among renal transplant recipients	Process of food choice	2002
fx719p28j	Ungshang, Felino Woo	Electrical properties of nickel and manganese aluminates	Nickel and manganese aluminates	1981
