Column 1	mach_ID_Per	VIAF-ID	score	VIAF	match_ID-cor	score-c	org	Column 3	Column 4
Shakespeare, William, 1564-1616	96994048	96994048	0.96875	Shakespeare, William, 1564-1616			Person		http://example.org/1021117#Agent600-20
Friend			;	Friend			Person		http://example.org/1021117#Agent700-21
Calvert, George Chambers	2366979	2366979	1.0	Calvert, George Chambers			Person		http://example.org/1020606#Agent100-9
Lewis, Phillip Harold, 1922-			;	Lewis, Phillip Harold, 1922-			Person		http://example.org/1021508#Agent100-10
Withey, Stephen Bassett, 1918-	92904334	92904334	1.0	Withey, Stephen Bassett, 1918-			Person		http://example.org/1068602#Agent100-13
Carnegie Commission on Higher Education		128405053	;	Carnegie Commission on Higher Education	128405053	0.975	Organization		http://example.org/1068602#Agent710-24
Horbach, Oleksa	89093685	89093685	1.0	Horbach, Oleksa			Person		http://example.org/1057572#Agent700-21
Gibson, Jeffry Royle, 1942-	17049590	17049590	1.0	Gibson, Jeffry Royle, 1942-			Person		http://example.org/1044814#Agent100-11
Agarwala, S. N	43082045	43082045	0.9333333333333333	Agarwala, S. N			Person		http://example.org/1029824#Agent100-13
Institute of Economic Growth (India) Demographic Section				Institute of Economic Growth (India) Demographic Section			Organization		http://example.org/1029824#Agent710-27
Institute of Economic Growth		140450868	;	Institute of Economic Growth	140450868	1.0	Organization		http://example.org/1029824#Agent810-28
Cruickshank, William M	29619180	29619180	0.9565217391304348	Cruickshank, William M			Person		http://example.org/1068265#Agent100-10
Haring, Norris G., 1923-	109576293	109576293	1.0	Haring, Norris G., 1923- 			Person		http://example.org/1068265#Agent700-20
Swartz, B. K	92687468	92687468	0.9230769230769231	Swartz, B. K			Person		http://example.org/1031924#Agent700-20
Ball State University		151258701	;	Ball State University	151258701	0.9545454545454546	Organization		http://example.org/1031924#Agent710-21
Heidenheimer, Arnold J	5001840	5001840	0.9565217391304348	Heidenheimer, Arnold J			Person		http://example.org/1049294#Agent100-14
Adenauer, Konrad, 1876-1967	34470968	34470968	0.9642857142857143	Adenauer, Konrad, 1876-1967			Person		http://example.org/1049294#Agent600-22
Christlich-Demokratische Union Deutschlands (Germany : West)		140382436	;	Christlich-Demokratische Union Deutschlands (Germany : West)	140382436	1.0	Organization		http://example.org/1049294#Agent610-23
Adenauer, Konrad, 1876-1967	34470968	34470968	0.9642857142857143	Adenauer, Konrad, 1876-1967			Person		http://example.org/1057756#Agent600-18
Germany (West)			;	Germany (West)			Jurisdiction		http://example.org/1057756#Agent610-19
Netzer, Hans-Joachim	15581639	15581639	1.0	Netzer, Hans-Joachim			Person		http://example.org/1057756#Agent700-21
Bayerischer Rundfunk			;	Bayerischer Rundfunk			Organization		http://example.org/1057756#Agent710-22
Hipkins, A[lfred] J[ames], 1826-1903	57378373	57378373	0.8888888888888888	Hipkins, A[lfred] J[ames], 1826-1903			Person		http://example.org/1074680#Agent100-10
Pylypiw, James A				Pylypiw, James A			Person		http://example.org/1000389#Agent100-10
University of Alberta. Dept. of Elementary Education		134783983		University of Alberta. Dept. of Elementary Education	134783983	1.0	Organization		http://example.org/1000389#Agent710-24
Pye, Charles	37805240	37805240	1.0	Pye, Charles			Person		http://example.org/101827#Agent100-12
Hartlib, Samuel, -1662	97889560	97889560	1.0	Hartlib, Samuel, -1662			Person		http://example.org/1004100#Agent100-10
Georgiades, William	50803052	50803052	1.0	Georgiades, William			Person		http://example.org/1012669#Agent100-9
Halbert, Thomas D	1132146997190518890657	1132146997190518890657	0.8095238095238095	Halbert, Thomas D			Person		http://example.org/1012669#Agent700-19
University of Calgary. Division of Continuing Education		149041126		University of Calgary. Division of Continuing Education	149041126	1.0	Organization		http://example.org/1012669#Agent710-20
Shelvocke, George, active 1690-1728			;	Shelvocke, George, active 1690-1728			Person		http://example.org/1049074#Agent100-11
Shelvocke, George, active 1690-1728			;	Shelvocke, George, active 1690-1728			Person		http://example.org/1049074#Agent700-23
Tsiapera, Maria	205098490	205098490	0.9333333333333333	Tsiapera, Maria			Person		http://example.org/1098101#Agent100-13
Kelly, Reine Cardaillac	275949712	275949712	0.9583333333333334	Kelly, Reine Cardaillac			Person		http://example.org/1010618#Agent100-12
Mazeika, Edward John, 1926-				Mazeika, Edward John, 1926-			Person		http://example.org/1045944#Agent100-9
Freer Gallery of Art		121007573	;	Freer Gallery of Art	121007573	0.9523809523809523	Organization		http://example.org/1089029#Agent110-11
Moldenhauer, Joseph J., 1934-	73917070	73917070	0.8787878787878788	Moldenhauer, Joseph J., 1934-			Person		http://example.org/1075147#Agent100-10
Poe, Edgar Allan, 1809-1849	60351476	60351476	0.9642857142857143	Poe, Edgar Allan, 1809-1849			Person		http://example.org/1075147#Agent600-19
Poe, Edgar Allan, 1809-1849	60351476	60351476	0.9642857142857143	Poe, Edgar Allan, 1809-1849			Person		http://example.org/1075147#Agent600-20
University of Texas at Austin. Humanities Research Center		123792306		University of Texas at Austin. Humanities Research Center	123792306	1.0	Organization		http://example.org/1075147#Agent710-21
India House, New York				India House, New York			Organization		http://example.org/1080890#Agent110-10
Khalafallah, Abdelghany A., 1920-	212221270	212221270	0.8918918918918919	Khalafallah, Abdelghany A., 1920-			Person		http://example.org/1098067#Agent100-15
Edmonton (Alta.). Social Service Department Social Planning Section				Edmonton (Alta.). Social Service Department Social Planning Section			Jurisdiction		http://example.org/1046133#Agent110-12
Day, Michael George			;	Day, Michael George			Person		http://example.org/1046133#Agent700-24
Fogwell, Lynn	103937698	103937698	1.0	Fogwell, Lynn			Person		http://example.org/1046133#Agent700-25
Reid, Isabelle	103935616	103935616	1.0	Reid, Isabelle			Person		http://example.org/1046133#Agent700-26
Norris, Thomas W. (Thomas Wayne)	3848804	3848804	1.0	Norris, Thomas W. (Thomas Wayne)			Person		http://example.org/1026170#Agent100-11
Holmes Book Company, Oakland, California				Holmes Book Company, Oakland, California			Organization		http://example.org/1026170#Agent710-24
Chapman, Samuel G	70214162	70214162	0.9444444444444444	Chapman, Samuel G			Person		http://example.org/106016#Agent100-11
Swanson, Cheryl G	70538400	70538400	0.8823529411764706	Swanson, Cheryl G			Person		http://example.org/106016#Agent700-21
Meyer, C. Kenneth	306410192	306410192	0.9444444444444444	Meyer, C. Kenneth			Person		http://example.org/106016#Agent700-22
Morgan, Leslie Michael				Morgan, Leslie Michael			Person		http://example.org/1001869#Agent100-10
University of Alberta. Dept. of Industrial and Vocational Education		141813629		University of Alberta. Dept. of Industrial and Vocational Education	141813629	1.0	Organization		http://example.org/1001869#Agent710-26
Van Dusen, William D	23411717	23411717	0.9523809523809523	Van Dusen, William D			Person		http://example.org/1066042#Agent100-13
O'Hearne, John J	67759480	67759480	0.9411764705882353	O'Hearne, John J			Person		http://example.org/1066042#Agent700-23
College Entrance Examination Board		131979835		College Entrance Examination Board	131979835	1.0	Organization		http://example.org/1066042#Agent710-24
Symonds, Curtis W	62787005	62787005	0.9444444444444444	Symonds, Curtis W			Person		http://example.org/1013711#Agent100-12
University of the State of New York			;	University of the State of New York			Organization		http://example.org/1063669#Agent110-11
University of the State of New York			;	University of the State of New York			Organization		http://example.org/1064464#Agent110-11
Palmer, Norman Dunbar	5306940	5306940	1.0	Palmer, Norman Dunbar			Person		http://example.org/1054478#Agent700-22
Charlesworth, James C. (James Clyde), 1900-1974	7451545	7451545	1.0	Charlesworth, James C. (James Clyde), 1900-1974			Person		http://example.org/1040960#Agent100-13
American Academy of Political and Social Science		142990517	;	American Academy of Political and Social Science	142990517	1.0	Organization		http://example.org/1040960#Agent710-25
Perlmutter, Felice Davidson, 1931-	60375675	60375675	1.0	Perlmutter, Felice Davidson, 1931-			Person		http://example.org/1056735#Agent100-14
Bierstedt, Robert, 1913- 	66527942	66527942	0.8571428571428571	Bierstedt, Robert, 1913- 			Person		http://example.org/1025360#Agent700-23
American Academy of Political and Social Science		142990517	;	American Academy of Political and Social Science	142990517	1.0	Organization		http://example.org/1025360#Agent710-24
Vizetelly, Frank H., 1864-1938	42672037	42672037	1.0	Vizetelly, Frank H., 1864-1938			Person		http://example.org/1015706#Agent100-9
Smith, Patrick, 1915-	15902543	15902543	0.9523809523809523	Smith, Patrick, 1915-			Person		http://example.org/1063264#Agent100-12
Catholic Church			;	Catholic Church			Organization		http://example.org/1063264#Agent610-20
Burnham, Forbes, 1923-1985	32808162	32808162	1.0	Burnham, Forbes, 1923-1985			Person		http://example.org/1040065#Agent100-12
Knobloch, Hilda, 1915-	3769399	3769399	1.0	Knobloch, Hilda, 1915-			Person		http://example.org/1064269#Agent100-9
Hunt, Lucille Aust, 1918-				Hunt, Lucille Aust, 1918-			Person		http://example.org/1065039#Agent100-10
Society for Research in Child Development		131942514	;	Society for Research in Child Development	131942514	0.9761904761904762	Organization		http://example.org/1065039#Agent810-22
Macfarlane, Jean Walker	286577765	286577765	1.0	Macfarlane, Jean Walker			Person		http://example.org/1029871#Agent100-11
California. University			;	California. University			Jurisdiction		http://example.org/1029871#Agent810-22
Swerer, Mary Gulick				Swerer, Mary Gulick			Person		http://example.org/1061810#Agent100-10
Myronova, L			;	Myronova, L			Person		http://example.org/1021873#Agent700-17
Lee, Henry, 1926-			;	Lee, Henry, 1926-			Person		http://example.org/1029163#Agent100-9
Orlowski, Jan A	287872066	287872066	0.9375	Orlowski, Jan A			Person		http://example.org/1029163#Agent700-20
Smith, Robert Gillen, 1913-			;	Smith, Robert Gillen, 1913-			Person		http://example.org/1074066#Agent100-13
Gilpin, William, 1724-1804	12426539	12426539	1.0	Gilpin, William, 1724-1804			Person		http://example.org/108262#Agent100-9
Jara y Sánchez de Molina, Juan Francisco de la	74203704	74203704	1.0	Jara y Sánchez de Molina, Juan Francisco de la			Person		http://example.org/1041781#Agent100-9
Cervantes Saavedra, Miguel de, 1547-1616	17220427	17220427	0.9512195121951219	Cervantes Saavedra, Miguel de, 1547-1616			Person		http://example.org/1041781#Agent700-19
Rioja, Francisco de, 1583?-1659	61562312	61562312	0.9032258064516129	Rioja, Francisco de, 1583?-1659			Person		http://example.org/1039613#Agent100-10
Barrera y Leirado, Cayetano Alberto de la, 1815-1872	2621950	2621950	0.9622641509433962	Barrera y Leirado, Cayetano Alberto de la, 1815-1872			Person		http://example.org/1039613#Agent700-20
Sociedad de Bibliófilos Andaluces		158001985	;	Sociedad de Bibliófilos Andaluces	158001985	0.8823529411764706	Organization		http://example.org/1039613#Agent710-21
Caro, Rodrigo, 1573-1647?	34645	34645	1.0	Caro, Rodrigo, 1573-1647?			Person		http://example.org/1069756#Agent100-10
Sociedad de Bibliófilos Andaluces		158001985	;	Sociedad de Bibliófilos Andaluces	158001985	0.8823529411764706	Organization		http://example.org/1069756#Agent710-21
Patil, Ganapati P	51729505	51729505	1.0	Patil, Ganapati P			Person		http://example.org/1068387#Agent100-11
Joshi, Sharadchandra W			;	Joshi, Sharadchandra W			Person		http://example.org/1068387#Agent700-21
International Statistical Institute		144954147	;	International Statistical Institute	144954147	0.9722222222222222	Organization		http://example.org/1068387#Agent710-22
Penrice, John, 1818-1892	41947117	41947117	1.0	Penrice, John, 1818-1892			Person		http://example.org/1098086#Agent100-13
Young, William, 1929-			;	Young, William, 1929-			Person		http://example.org/1077976#Agent100-12
Stokoe, William C	79095346	79095346	1.0	Stokoe, William C			Person		http://example.org/1033674#Agent100-10
Casterline, Dorothy C	7464790	7464790	0.9545454545454546	Casterline, Dorothy C			Person		http://example.org/1033674#Agent700-19
Croneberg, Carl G	5006232	5006232	0.9444444444444444	Croneberg, Carl G			Person		http://example.org/1033674#Agent700-20
Seide, Katharine	63861082	63861082	1.0	Seide, Katharine			Person		http://example.org/104047#Agent100-15
Lucius R. Eastman Arbitration Library (New York, N.Y.)		153890629		Lucius R. Eastman Arbitration Library (New York, N.Y.)	153890629	1.0	Organization		http://example.org/104047#Agent710-26
Sturgis, Russell, 1836-1909	69014795	69014795	1.0	Sturgis, Russell, 1836-1909			Person		http://example.org/1081353#Agent100-11
Redgrave, Samuel, 1802-1876	69844025	69844025	1.0	Redgrave, Samuel, 1802-1876			Person		http://example.org/1080663#Agent100-16
Haggar, Reginald George, 1905-	113211597	113211597	1.0	Haggar, Reginald George, 1905-			Person		http://example.org/1077212#Agent100-10
Wragg, David W	296054955	296054955	1.0	Wragg, David W			Person		http://example.org/1040504#Agent100-10
Wilson, George Buckley Laird	279712065	279712065	1.0	Wilson, George Buckley Laird			Person		http://example.org/1050903#Agent100-11
Burbidge, R. Brinsley	210928491	210928491	1.0	Burbidge, R. Brinsley			Person		http://example.org/1056797#Agent100-12
Wilson, Arnold			;	Wilson, Arnold			Person		http://example.org/1085330#Agent100-11
Wilson, Arnold			;	Wilson, Arnold			Person		http://example.org/1085331#Agent100-14
Great Britain. Army		124946906	;	Great Britain. Army	124946906	1.0	Jurisdiction		http://example.org/1085331#Agent610-22
Foskett, Daphne	60134514	60134514	1.0	Foskett, Daphne			Person		http://example.org/1087196#Agent100-14
Wolff, John U	276805668	276805668	1.0	Wolff, John U			Person		http://example.org/1099423#Agent100-12
Cummings, Paul	107594195	107594195	1.0	Cummings, Paul			Person		http://example.org/1077960#Agent100-12
Hanson, John Lloyd	40615323	40615323	0.9473684210526315	Hanson, John Lloyd			Person		http://example.org/1050905#Agent100-11
Grigson, Geoffrey, 1905-1985	88949048	88949048	1.0	Grigson, Geoffrey, 1905-1985			Person		http://example.org/1077737#Agent100-10
King, Robert C			;	King, Robert C			Person		http://example.org/1074883#Agent100-11
Gamboa, Melquiades J. (Melquiades Jereos), 1896-	108903619	108903619	1.0	Gamboa, Melquiades J. (Melquiades Jereos), 1896-			Person		http://example.org/1028227#Agent100-11
Clarity, Beverly E	69085505	69085505	0.9473684210526315	Clarity, Beverly E			Person		http://example.org/1098098#Agent100-12
Stowasser, Karl	91479043	91479043	0.9375	Stowasser, Karl			Person		http://example.org/1098098#Agent700-22
Wolfe, Ronald G	51846027	51846027	0.9375	Wolfe, Ronald G			Person		http://example.org/1098098#Agent700-23
Georgetown University. Institute of Languages and Linguistics		159494391		Georgetown University. Institute of Languages and Linguistics	159494391	1.0	Organization		http://example.org/1098098#Agent810-24
Vanoverbergh, Morice	295150264365305860000	295150264365305860000	1.0	Vanoverbergh, Morice			Person		http://example.org/1099427#Agent100-10
Macdonald-Taylor, Margaret	114941215	114941215	1.0	Macdonald-Taylor, Margaret			Person		http://example.org/1050842#Agent100-10
Macdonald-Taylor, Margaret	114941215	114941215	1.0	Macdonald-Taylor, Margaret			Person		http://example.org/1088987#Agent100-10
Simons, Eric N	249759552	249759552	0.9333333333333333	Simons, Eric N			Person		http://example.org/1057818#Agent100-11
Carter, Henry Holland, 1884-1952	92260401	92260401	1.0	Carter, Henry Holland, 1884-1952			Person		http://example.org/1073962#Agent100-10
Gerhard, George B	91534156	91534156	0.9444444444444444	Gerhard, George B			Person		http://example.org/1073962#Agent700-20
Leslau, Wolf	108580550	108580550	1.0	Leslau, Wolf			Person		http://example.org/1098628#Agent100-10
Bonnard, Henri			;	Bonnard, Henri			Person		http://example.org/1028377#Agent100-10
Leisinger, Hanno	37354621	37354621	1.0	Leisinger, Hanno			Person		http://example.org/1028377#Agent700-20
Traub, Walther	42312139	42312139	1.0	Traub, Walther			Person		http://example.org/1028377#Agent700-21
