File_name,Title,Department,Community,Publisher,Creator
socialstudies3302albe,Social studies 33,Alberta Education. Distance Learning.,Alberta Education,,"Alberta. Alberta Education, publisher Alberta. Distance Learning, distributor"
toward2000togeth00albe_2,Toward 2000 together : summary : an opportunity for all Albertans to help shape the economic future of our province,Government of Alberta. Economic Planning Committee of Cabinet.,Government of Alberta,"[Edmonton?] : Government of Alberta, [1991?]",Alberta Alberta. Economic Planning Committee of Cabinet
grade12diplomae1984albe_4,"Grade 12 diploma examination. English 33. Part B, Reading (Multiple choice) / 1984:June. quest.",Alberta Education. Student Evaluation and Records. Student Evaluation Branch.,Alberta Education,[Edmonton] : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation and Records Alberta. Student Evaluation Branch
welcometofamilyi00albe_0,Welcome to the family : an information guide for parents who have a child with a disability,Alberta Children's Services. Alberta Children and Youth Services.,Alberta Children's Services,[Edmonton : Alberta Children and Youth Services],Alberta Association for Community Living Alberta. Alberta Children and Youth Services
meetingneedstour00mcgi,"Meeting the needs : tourism in secondary schools, a pre-development curriculum research report",Alberta Culture and Tourism. Alberta Tourism. Alberta Education.,Alberta Culture and Tourism,"[Calgary, Alta. : McGinn Consulting Ltd.]","McGinn, Arlene Fay, 1932- Binder, Deanna Alberta. Alberta Tourism Alberta Tourism Education Council Alberta. Alberta Education McGinn Consulting Ltd. (Firm)"
electricalsafety00albe_0,Electrical safety requirements for installation in oil and gas fields,Alberta Labour. Dept. of Labour. Electrical Protection Branch. Dept. of Labour. General Safety Services Division. Electrical Protection Branch.,Alberta Labour,"[Edmonton, Alta.] : Alberta Labour, General Safety Services Division, Electrical Protection Branch",Alberta. Dept. of Labour. Electrical Protection Branch Alberta. Dept. of Labour. General Safety Services Division. Electrical Protection Branch
oldmanreservoirm00horn_1,"Oldman Reservoir mule deer : report on fawn studies, 1992 to 1995",Alberta Environment and Parks. Alberta Environmental Protection.,Alberta Environment and Parks,[Calgary] : Axys Environmental Consulting Ltd.,"Hornbeck, Garry E Mahoney, John M Alberta. Alberta Environmental Protection Axys Environmental Consulting"
recreationvehicl00albe,Recreation vehicle mechanic program,Alberta Advanced Education; Alberta Labour. Apprenticeship and Trade Certification Division.,Alberta Advanced Education; Alberta Labour,[Edmonton?] : The Division,Alberta. Apprenticeship and Trade Certification Division
newcomersguideto00albe_6,"A newcomer's guide to public transportation in Alberta = Chih nan, ya po ta shng t kung kung chiao tung = Poradnik dla nowoprzyby?ych, transport publiczny w Albercie = Una gua para los recin llegados sobre, el transporte pblico en Alberta = Sch h??ng dn cho ng??i m?i dn v, ph??ng tin di chuyn cng cng t?i Alberta",Alberta Labour. Alberta Manpower.,Alberta Labour,"[Edmonton, Alberta] : Alberta Manpower",Alberta. Alberta Manpower
englishlanguagea02albe_18,English language arts 30-1,Alberta Education. Learning Technologies Branch.,Alberta Education,[Edmonton] : Alberta Learning,Alberta. Alberta Learning Learning Technologies Branch Alberta. Alberta Learning
standardsfortree00albe_2,Standards for tree improvement in Alberta,Alberta Environment and Parks. Alberta Sustainable Resource Development. Land and Forest Division.,Alberta Environment and Parks,"[Edmonton] : Land and Forest Division, Alberta Sustainable Resource Development",Alberta. Alberta Sustainable Resource Development Alberta. Land and Forest Division
electricfencingm00wasy,Electric fencing manual for Alberta,Alberta Agriculture and Forestry.,Alberta Agriculture and Forestry,"[Edmonton] : Alberta Agriculture, Engineering","Wasylik, Larry Alberta. Alberta Agriculture"
grade12diplomaex00albe_0,Grade 12 diploma examinations program. General information / 1984,Alberta Education. Student Evaluation Branch.,Alberta Education,[Alberta] : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation Branch
supplydemandoutlook2006,Alberta's energy reserves ... and supply/demand outlook / 2005,Alberta Energy.,Alberta Energy,Calgary : Alberta Energy and Utilities Board,Alberta Energy and Utilities Board
sclerotherapyfor00cora_0,Sclerotherapy for leg varicose veins,Government of Alberta. Alberta Heritage Foundation for Medical Research.,Government of Alberta,Edmonton : Alberta Heritage Foundation for Medical Research,"Corabian, Paula, 1958- Harstall, Christa, 1949- Alberta Heritage Foundation for Medical Research"
reviewofpolicing00nort,A Review of policing in Northern Alberta : findings & recommendations,Government of Alberta. Northern Alberta Development Council.,Government of Alberta,"[Edmonton, Alta.] : Alberta, Northern Alberta Development Council",Northern Alberta Development Council
naturalhistoryof00mcgi,"Natural history of the Bistcho Lake Region, Northwest Alberta",Alberta Culture and Tourism. Natural History Section.,Alberta Culture and Tourism,"Edmonton, Alta. : Natural History Section, Provincial Museum of Alberta","McGillivray, W. Bruce Hastings, Ross, 1956- Provincial Museum of Alberta. Natural History Section"
studentachieveme00albe_13,"Student achievement testing program bulletin : grade 9 social studies, 1990-91 school year",Alberta Education. Student Evaluation and Records.,Alberta Education,"Edmonton, Alta. : Alberta Education",Alberta. Student Evaluation and Records
mathematics2307albe,Mathematics 23,Alberta Education. Alberta Distance Learning Centre.,Alberta Education,,Alberta. Alberta Education. Alberta Distance Learning Centre Alberta. Alberta Education
youthdetoxificat00watk_2,Youth detoxification and residential treatment literature review : best and promising practices in adolescent substance use treatment : final report,Alberta Alcohol and Drug Abuse Commission.,Alberta Alcohol and Drug Abuse Commission,"Edmonton, Alta. : AADAC","Watkins, Michele Alberta Alcohol and Drug Commission"
rangeplantcommun00will_8,Range plant community types and carrying capacity for the upper foothills subregion of Alberta: fifth approximation,Alberta Environment and Parks. Alberta Sustainable Resource Development. Public Lands and Forests Division.,Alberta Environment and Parks,"Edmonton : Alberta Sustainable Resource Development, Public Lands & Forests Division","Willoughby, Michael, 1959- Alberta. Public Lands and Forests Division Alberta. Alberta Sustainable Resource Development"
reportoninspecti00cuff_0,A report on the inspection of the Town of Lac La Biche,Alberta Municipal Affairs.,Alberta Municipal Affairs,"[Edmonton, Alta.] : George B. Cuff & Associates Ltd.","Cuff, George B Alberta. Alberta Municipal Affairs George B. Cuff & Associates Ltd"
puremathematics105albe_0,Pure mathematics 10,Alberta Education. Learning Technologies Branch.,Alberta Education,[Edmonton] : Alberta Learning,Alberta. Learning Technologies Branch
dewateringfineta00lixi,Dewatering fine tails by evaporation : a mathematical modelling approach,Government of Alberta. Alberta Environmental Centre.,Government of Alberta,"Vegreville, Alta. : Alberta Environmental Centre","Li, Xiaomei Feng, Yongsheng University of Alberta Alberta Environmental Centre Syncrude Canada Ltd"
nutritionschool84_85,Nutrition at school / 1984/1985,Alberta Agriculture and Forestry. Home Economics Branch.,Alberta Agriculture and Forestry,"[Edmonton] : Alberta Agriculture, Home Economics Branch",Alberta. Home Economics Branch
generalsociology03godd,General sociology 20 : SSN 2176,Alberta Education. Distance Learning.,Alberta Education,[Barrhead] : Alberta Distance Learing Centre,"Goddard, Sally Alberta. Distance Learning"
aetnaadulteducat00nort,"AETNA, adult education and training in Northern Alberta : workshop report, Athabasca, June 21-23, 1982",Government of Alberta. Northern Alberta Development Council.,Government of Alberta,"[Edmonton, Alta. : Northern Alberta Development Council]",Northern Alberta Development Council
cequemonenfantap00albe_94,Ce que mon enfant apprend à l'école : manuel à l'intention des parents. Neuvième année (2006-2007) / 2006,Alberta Education. Alberta Learning.,Alberta Education,"Edmonton, AB : Alberta Education",Alberta. Alberta Education Alberta. Alberta Learning
abpublegis199011,List of Alberta publications and legislation / 1987,Government of Alberta. Public Affairs Bureau.,Government of Alberta,"[Edmonton, Alta. : Alberta Public Affairs Bureau]",Alberta. Public Affairs Bureau
withinourborders00albe_83,"Within our borders, 1959-09-01 / 1959-09-01",Alberta Economic Development and Trade. Dept. of Economic Affairs. Publicity Branch.,Alberta Economic Development and Trade,"Edmonton, Govt. of Alberta",Alberta. Dept. of Economic Affairs. Publicity Branch
mathematics30inf1997albe,"Mathematics 30 information bulletin, diploma examinations program / 1997",Alberta Education. Student Evaluation Branch. Alberta Learning.,Alberta Education,"[Edmonton] : Student Evaluation, Alberta Education",Alberta. Student Evaluation Branch Alberta. Alberta Learning
statusofbrowncre00hann_0,Status of the Brown Creeper (Certhia americana) in Alberta,Alberta Environment and Parks. Fish and Wildlife Division. Alberta Sustainable Resource Development. Fisheries and Wildlife Management Division. Biodiversity and Species at Risk Section.,Alberta Environment and Parks,[Edmonton] : Alberta Sustainable Resource Development,"Hannah, Kevin C Alberta. Fish and Wildlife Division Alberta Conservation Association Alberta. Alberta Sustainable Resource Development Alberta. Fisheries and Wildlife Management Division. Biodiversity and Species at Risk Section"
informationbull1996albe_4,Information bulletin. Grade 6 mathematics / 1996,Alberta Education. Student Evaluation Branch.,Alberta Education,[Edmonton] : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation Branch
rockchipsnewsle2007albe_1,Rock Chips : A Newsletter Published by the Alberta Geological Survey for the Geoscience Community of Alberta / Fall 2007,Alberta Energy.,Alberta Energy,Edmonton : Alberta Energy,Alberta Geological Survey Alberta. Alberta Energy
programsforsenio00albe_2,Programs for seniors / 1987,Alberta Seniors and Housing. Senior Citizens Bureau. Senior Citizens Secretariat. Alberta Community Development. Seniors Division.,Alberta Seniors and Housing,"Edmonton, Alta. : The Bureau",Alberta. Senior Citizens Bureau Alberta. Senior Citizens Secretariat Alberta. Alberta Community Development. Seniors Division Seniors Advisory Council for Alberta
goodmoves00albe_5,Good moves / 1989: winter,Alberta Economic Development and Trade. Transportation Services. Alberta Economic Development and Trade.,Alberta Economic Development and Trade,"Edmonton : Alberta, Transportation Services Division",Alberta. Transportation Services Alberta. Alberta Economic Development and Trade
grade12diplomae2002albe_6,Grade 12 diploma examination. Chemistry 30 / Jan 2002,Alberta Education. Student Evaluation Branch.,Alberta Education,[Edmonton] : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation Branch
grade12diplomae1994albe_2,"Grade 12 diploma examination. English 33. Part B, Reading (Multiple choice) / Jan 1994",Alberta Education. Student Evaluation and Records. Student Evaluation Branch.,Alberta Education,[Edmonton] : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation and Records Alberta. Student Evaluation Branch
tourismnorth91se00tour,"Tourism North 91 Seminar : May 14-15, 1991, Slave Lake, Alberta",Government of Alberta. Northern Alberta Development Council.,Government of Alberta,"[Edmonton, Alta] : Northern Alberta Development Council","Tourism North 91 Seminar (1991 : Slave Lake, Alta.) Northern Alberta Development Council"
english2305albe,English 23,Alberta Education. Distance Learning.,Alberta Education,,Alberta. Alberta Education Alberta. Distance Learning
assessmenthighli00albe,Assessment highlights. Grade 6 science / 1994,Alberta Education. Student Evaluation Branch.,Alberta Education,[Edmonton] : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation Branch
newcomersguideto00albe_1,"A newcomer's guide to housing in Alberta = Chih nan, ya po ta shng chung t fung wu kung chi = Poradnik dla nowoprzyby?ych, mieszkania w Albercie = Una guia para los recin llegados sobre, la vivienda en Alberta = Sch h??ng dn cho ng??i m?i t?i v, nh c?a t?i Alberta",Alberta Labour. Alberta Manpower.,Alberta Labour,"[Edmonton, Alta.] : Alberta Manpower",Alberta. Alberta Manpower
xtremesafetysurv00albe_0,X-treme safety : a survival guide for new and young workers,Alberta Labour. Alberta Human Resources and Employment.,Alberta Labour,[Edmonton] : Alberta Employment and Immigration,Alberta. Alberta Employment and Immigration
bulletinduprogra1991albe,Bulletin du programme des examens en vue du diplme. Mathmatiques 30 / 1991,Alberta Education. Student Evaluation Branch.,Alberta Education,"[Edmonton] : Alberta Education, Student Evaluation",Alberta. Alberta Education Alberta. Student Evaluation Branch
occupationalinj2000albe_2,Occupational injuries and diseases in Alberta / 2004,Alberta Labour. Alberta Human Resources and Employment. Alberta Employment and Immigration.,Alberta Labour,"Edmonton : Alberta Human Resources and Employment, Data Development and Evaluation",Alberta. Alberta Human Resources and Employment Alberta. Alberta Employment and Immigration
examenenvuedudip00albe_21,Examen en vue du diplôme douzième année. Etudes sociales 30. Janvier 2002 / 2002:janvier,Alberta Education. Student Evaluation Branch.,Alberta Education,[Edmonton] : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation Branch
marketingfoodina1987albe,Marketing food in Alberta : an access directory / 1987,Alberta Agriculture and Forestry.,Alberta Agriculture and Forestry,[Edmonton] : Alberta Agriculture,Alberta. Alberta Agriculture
diplomaexaminat1995albe_4,Diploma examinations program. Physics 30 information bulletin / 1995,Alberta Education. Student Evaluation Branch.,Alberta Education,"Edmonton, Alta. : Student Evaluation, Alberta Education",Alberta. Student Evaluation Branch
hilliardsbayprov00albe,Hilliard's Bay Provincial Park management plan,Alberta Environment and Parks. Alberta Environmental Protection. Natural Resources Service.,Alberta Environment and Parks,"[High Prairie, Alta.] : Alberta Environmental Protection, Natural Resources Service",Alberta. Alberta Environmental Protection. Natural Resources Service
cranehoistequipm00albe,Crane and hoist equipment operator boom truck,Alberta Advanced Education. Apprenticeship and Industry Training.,Alberta Advanced Education,"Edmonton, AB : Alberta Apprenticeship and Industry Training",Alberta. Alberta Advanced Education. Apprenticeship and Industry Training
repaudgenalb1983,Report of the Auditor General / 1983,Legislative Assembly Office. Office of the Auditor General.,Legislative Assembly Office,[Edmonton] : Alberta Legislative Assembly,Alberta. Office of the Auditor General
qualityinalberta00albe,Quality in Alberta's Advanced Education system,Alberta Advanced Education.,Alberta Advanced Education,"Edmonton, AB : Alberta Education",Alberta. Alberta Advanced Education
legalstudies1020albe_0,Legal studies 1020 : you and the law 2 : in society and in the workplace,Alberta Education. Learning Technologies Branch.,Alberta Education,"Edmonton : Alberta Education, Learning Technologies Branch",Alberta. Alberta Education. Learning Technologies Branch
waterhaulersbulletin45,The Water hauler's bulletin / 45,Alberta Agriculture and Forestry. Resource Planning Division. Evaluation and Management Section.,Alberta Agriculture and Forestry,"Lethbridge : Evaluation and Management Section, [Resource Planning Division], Alberta Agriculture",Alberta. Alberta Agriculture. Resource Planning Division. Evaluation and Management Section
repaudalbapr2009,Report of the Auditor General of Alberta / 2006,Legislative Assembly Office. Office of the Auditor General.,Legislative Assembly Office,Edmonton : Office of the Auditor General,Alberta. Office of the Auditor General
baptistelakestud00trew,The Baptiste Lake study : technical report,Alberta Environment and Parks. Water Quality Control Branch.,Alberta Environment and Parks,"Edmonton, Alta. : Water Quality Control Branch, Pollution Control Division, Environmental Protection Services, Alberta Environment","Trew, David O Beliveau, David John Yonge, Eva I Alberta. Water Quality Control Branch"
evaluationofinit00rats_2,Evaluation of the initiation to teaching project : Summary report,Alberta Education.,Alberta Education,"[Edmonton, Alberta] : Alberta Education","Ratsoy, Eugene W Friesen, David Holdaway, Edward Alberta. Alberta Education"
achievementtestg00albe_6,Achievement test. Grade 9 social studies,Alberta Education.,Alberta Education,"[Edmonton, Alta.?] : Alberta Education",Alberta. Alberta Education
grade12diplomae1991albe_2,"Grade 12 diploma examination. English 30. Part A, Written response / Jan 1991",Alberta Education. Student Evaluation and Records. Student Evaluation Branch.,Alberta Education,[Edmonton] : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation and Records Alberta. Student Evaluation Branch
governmentest1988,Government estimates / 1986,Alberta Treasury Board and Finance.,Alberta Treasury Board and Finance,"[Edmonton, Alta. : Province of Alberta]",Alberta Alberta. Alberta Treasury
telecommunicatio00nort,"Telecommunications : improved access by shared resources, conference proceedings",Government of Alberta. Northern Alberta Development Council.,Government of Alberta,Edmonton : Northern Alberta Development Council,Northern Alberta Development Council
gradetwothematic09albe_0,Grade two thematic,Alberta Education. Learning Technologies Branch.,Alberta Education,[Edmonton] : Alberta Learning,Alberta. Alberta Learning Alberta. Learning Technologies Branch
volunteercitizen00mitc,"Volunteer citizens' lake monitoring program (1990), Lac La Nonne",Alberta Environment and Parks. Environmental Quality Monitoring Branch. Alberta Environment.,Alberta Environment and Parks,"[Edmonton, Alta.] : Environmental Quality Monitoring Branch, Environmental Assessment Division, Alberta Environment","Mitchell, Patricia Alberta. Environmental Quality Monitoring Branch Alberta. Alberta Environment"
watersupp1985jul,Water supply outlook / 1982,Alberta Environment and Parks. Environmental Engineering Support Services. Survey Branch. Environmental Engineering Support Services. Technical Services Division.,Alberta Environment and Parks,"[Edmonton] : Alberta Environment, Technical Services Division",Alberta. Environmental Engineering Support Services. Survey Branch Alberta. Environmental Engineering Support Services. Technical Services Division Alberta River Forecast Centre
withinourborders00alb_lg1,"Within our borders, 1961-03 / 1961-03",Alberta Economic Development and Trade. Dept. of Economic Affairs. Publicity Branch.,Alberta Economic Development and Trade,"Edmonton, Govt. of Alberta",Alberta. Dept. of Economic Affairs. Publicity Branch
indicatorsforass00coom_0,Indicators for assessing environmental performance of watersheds in southern Alberta,Alberta Environment and Parks.,Alberta Environment and Parks,"[Lethbridge, Alta.] : Alberta Environment","Coombs, Matthew Alberta. Alberta Environment"
modeltopredictur00weid,A model to predict urban influenced land prices,Alberta Municipal Affairs. Innovative Housing Grants Program.,Alberta Municipal Affairs,"[Edmonton, Alta.] : Alberta Municipal Affairs, Innovative Housing Grants Program","Weideman, Donald James Innovative Housing Grants Program (Alta.)"
grade12diplomae998albe_14,Grade 12 diploma examination. Mathematics 30 / Jan 1998,Alberta Education. Student Evaluation Branch.,Alberta Education,[Edmonton] : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation Branch
environmentalapp00albe_1,Environmental Appeals Board 10th anniversary report 1993-2003,Alberta Environment and Parks. Environmental Appeal Board.,Alberta Environment and Parks,Edmonton : The Board,Alberta. Environmental Appeals Board
nadzvychaniliudyboru,"Nadzvychaĭni li͡udy, nadzvychaĭni podiï : uchnivs'kyĭ zoshyt = Deeds and doers : student activity book",Alberta Education. Curriculum Standards Branch.,Alberta Education,"Edmonton, Alta. : Osvita Al'berty, Viddil prohramnykh standartiv","Borushchak, Bohdan I͡Aremko, Halyna Alberta. Curriculum Standards Branch"
biology3006albe_0,Biology 30,Alberta Education.,Alberta Education,Edmonton : Alberta Education,Alberta. Alberta Education
cequemonenfantap00albe_68,Ce que mon enfant apprend à l'école : manuel à l'intention des parents. Septième année. 2002/2003 / 2002,Alberta Education. Alberta Learning.,Alberta Education,"Edmonton, AB : Alberta Education",Alberta. Alberta Education Alberta. Alberta Learning
albertatier2soi2007albe_1,Alberta tier 2 soil and groundwater remediation guidelines / 2007,Alberta Environment and Parks.,Alberta Environment and Parks,"Edmonton, Alta. : Alberta Environment",Alberta. Alberta Environment
jobseekershandbo00albe_4,Job seekers' handbook,Alberta Career Development and Employment. Alberta Career Development and Employment. Information Development and Marketing Branch.,Alberta Career Development and Employment,"[Edmonton, Alta.] : Alberta Career Development and Employment",Alberta. Alberta Career Development and Employment Alberta. Alberta Career Development and Employment. Information Development and Marketing Branch
oldmanreservoirm00horn,"Oldman Reservoir mule deer studies : progress report on fawn studies, 4-18 June 1993",Alberta Environment and Parks. Alberta Environmental Protection. Fish and Wildlife Services.,Alberta Environment and Parks,[Calgary] : Delta Environmental Management Group Ltd.,"Hornbeck, Garry E Balagus, Peter Lauzon, Richard Delta Environmental Management Group Alberta. Alberta Environmental Protection. Fish and Wildlife Services"
mathematics533albe_0,Mathematics 5,Alberta Education. Learning Technologies Branch.,Alberta Education,Edmonton : Learning Technologies Branch,Alberta. Alberta Learning Alberta. Alberta Learning. Learning Technologies Branch
proposalsforimpr00youn,Proposals for improving the effectiveness of the private pension plan system in Alberta,Alberta Labour.,Alberta Labour,[Edmonton] : Minister of Labour,"Young, Leslie G Alberta. Alberta Labour"
grade12diplomae985albe_15,Grade 12 diploma examination. Chemistry 30 / Jan 1985,Alberta Education. Student Evaluation Branch.,Alberta Education,[Edmonton] : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation Branch
socialstudies3005albe_1,Social studies 30 / 1st ed.,Alberta Education.,Alberta Education,"Edmonton, Alta. : Alberta Education, Distance Learning",Alberta. Alberta Education Alberta. Alberta Education Alberta. Distance Learning
applyingforprote00fami,Applying for a protection order on notice,Government of Alberta. Family Law Information Centre.,Government of Alberta,Edmonton : Family Law Information Centre,Family Law Information Centre
swinehousinglayo00albe,Swine housing layouts,Alberta Agriculture and Forestry. Engineering and Home Design Branch.,Alberta Agriculture and Forestry,"Edmonton, Alberta : Alberta Agriculture",Alberta. Engineering and Home Design Branch
glacierpowerltdd00eubn,"Glacier Power Ltd., Dunvegan hydroelectric project, Fairview, Alberta : report",Natural Resources Conservation Board.,Natural Resources Conservation Board,[Calgary] : Alberta Energy and Utilities Board,EUB-NRCB Joint Review Panel (Alta.) Glacier Power Ltd Alberta. Natural Resources Conservation Board Alberta Energy and Utilities Board
permnoch85no1,Permit no / CH 1985: no. 1,Alberta Energy. Energy Resources Conservation Board.,Alberta Energy,"[Calgary] : Province of Alberta, Energy Resources Conservation Board",Alberta. Energy Resources Conservation Board
grade12diplomae1992albe_4,"Grade 12 diploma examination. English 33. Part B, Reading (Multiple choice) / Jun 1992 question booklet",Alberta Education. Student Evaluation and Records. Student Evaluation Branch.,Alberta Education,[Edmonton] : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation and Records Alberta. Student Evaluation Branch
actionplanforenv00albe,An action plan for environmental law enforcement in Alberta,Alberta Environment and Parks. Review Panel on Environmental Law Enforcement.,Alberta Environment and Parks,"[Edmonton, Alta.? : Dept. of Environment]","Alberta. Review Panel on Environmental Law Enforcement Smith, Ken (Ken R.) Alberta. Alberta Environment"
proposedlongterm00albe,Proposed Long-term Community Organization Property Tax Exemption Regulation : consultation paper and questionnaire,Alberta Municipal Affairs. Municipal Services Branch. Community Organization 1998 Property Tax Exemption Regulation.,Alberta Municipal Affairs,"Edmonton : Local Government Services Division, Municipal Services Branch, Alberta Municipal Affairs",Alberta. Municipal Services Branch Alberta. Community Organization 1998 Property Tax Exemption Regulation
statisticalrepor00albe_1,Statistical report / 1987,Alberta Health. Sexually Transmitted Disease Control. Alberta Social Services and Community Health. Alberta Community and Occupational Health. ,Alberta Health,[Edmonton] : Alberta Social Services and Community Health,Alberta. Sexually Transmitted Disease Control Alberta. Alberta Social Services and Community Health Alberta. Alberta Community and Occupational Health Alberta. Alberta Health
grade12diplomae1985albe_8,"Grade 12 diploma examination. English 30. Part B, Reading (Multiple choice) / 1985: Jan.quest.",Alberta Education. Student Evaluation and Records. Student Evaluation Branch.,Alberta Education,[Edmonton] : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation and Records Alberta. Student Evaluation Branch
examenenvuedudip00albe_80,Examen en vue du diplôme douzième année. Mathématiques 30. Juin 1993. / 1993:juin,Alberta Education. Student Evaluation Branch.,Alberta Education,[Edmonton] : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation Branch
villageofthorhil00albe_0,Village of Thorhild : dissolution study,Alberta Municipal Affairs.,Alberta Municipal Affairs,[Edmonton] : Alberta Municipal Affairs,Alberta. Alberta Municipal Affairs
monthlyeconomicr1991albe,Monthly Economic Review : Alberta Economic Development and Trade / December - 1991,"Alberta Economic Development and Trade. Strategic Planning Division. Alberta Economic Development and Trade. Policy Development Branch. Alberta Economic Development and Trade. Policy Development and Coordination Branch. Alberta Economic Development and Tourism. Policy Development and Coordination Branch. Alberta Economic Development and Tourism. Policy Analysis and Coordination Branch. Alberta Economic Development and Tourism. Research and Analysis Branch. Alberta Economic Development and Tourism. Business Information and Analysis Branch. Alberta Economic Development and Tourism. Business Information and Policy Branch. Alberta Economic Development and Tourism. Information Management Branch. Alberta Economic Development and Tourism. Business Information Centre. Alberta Economic Development. Business Information Centre. Alberta Economic Development. Strategic Resources Division. Alberta Human Resources and Employment. Alberta Employment, Immigration and Industry. Alberta Finance and Enterprise.",Alberta Economic Development and Trade,"[Edmonton, Alta.] : Alberta Economic Development and Trade","Alberta. Alberta Economic Development and Trade. Strategic Planning Division Alberta. Alberta Economic Development and Trade. Policy Development Branch Alberta. Alberta Economic Development and Trade. Policy Development and Coordination Branch Alberta. Alberta Economic Development and Tourism. Policy Development and Coordination Branch Alberta. Alberta Economic Development and Tourism. Policy Analysis and Coordination Branch Alberta. Alberta Economic Development and Tourism. Research and Analysis Branch Alberta. Alberta Economic Development and Tourism. Business Information and Analysis Branch Alberta. Alberta Economic Development and Tourism. Business Information and Policy Branch Alberta. Alberta Economic Development and Tourism. Information Management Branch Alberta. Alberta Economic Development and Tourism. Business Information Centre Alberta. Alberta Economic Development. Business Information Centre Alberta. Alberta Economic Development. Strategic Resources Division Alberta. Alberta Human Resources and Employment Alberta. Alberta Employment, Immigration and Industry Alberta. Alberta Finance and Enterprise"
mercuryinfishfro00wush,Mercury in fish from the narrows in Parlby Creek-Buffalo Lake,"Alberta Environment and Parks. Environmental Chemistry, Alberta Environmental Centre.",Alberta Environment and Parks,"Vegreville, Alta. : Environmental Chemistry, Alberta Environmental Centre","Wu, Shaole, 1944- Alberta Environmental Centre"
grade12diplomae2002albe_7,Grade 12 diploma examination. Biology 30 / Jan 2002,Alberta Education. Student Evaluation Branch.,Alberta Education,[Edmonton] : Alberta Education,Alberta. Alberta Education Alberta. Student Evaluation Branch
trainingmanualfo03albe,Training manual for drivers of the disabled in Alberta: module 2. Maintenance,Alberta Transportation.,Alberta Transportation,Edmonton : Alberta Transportation,Alberta. Alberta Transportation
lmentsessentiels00albe_1,Éléments essentiels du programme d'adaptation scolaire destiné aux élèves aveugles ou ayant des déficiences visuelles,Alberta Education. Direction de l'Ã©ducation franÃ§aise.,Alberta Education,"Edmonton : Alberta Education, Direction de l'éducation française",Alberta. Direction de l'éducation française
workerscompensat00albe,The Workers' Compensation Board : shaping the future,Government of Alberta.,Government of Alberta,[S.l. : s.n.],Alberta. Government of Alberta
agfile19871019,Ag file / ,Alberta Agriculture and Forestry.,Alberta Agriculture and Forestry,[Edmonton : Ministry of Agriculture],"Elzinga, Peter Alberta. Alberta Agriculture"
math534albe_1,Math 5,Alberta Education.,Alberta Education,Edmonton : Alberta Education,Alberta. Alberta Education
gradetwomathemat05albe_1,Grade two mathematics,Alberta Education. Learning Technologies Branch.,Alberta Education,[Edmonton] : Alberta Learning,Alberta. Alberta Learning Alberta. Alberta Learning. Learning Technologies Branch
enviroviews14n3,Environment views / 14,Alberta Environment and Parks. Alberta Environmental Protection.,Alberta Environment and Parks,Edmonton : Alberta Environment Edmonton : Alberta Environmental Protection [Edmonton] : Green Thread Publishing,Alberta. Alberta Environment Alberta. Alberta Environmental Protection
albertapatientcl00semr,"Alberta patient classification system for long term care facilities : final report, January 1988",Alberta Health. Alberta Hospitals & Medical Care.,Alberta Health,"Edmonton, Alta. : Alberta Hospitals and Medical Care","Semradek, Joyce Giovannetti, Phyllis Alberta. Alberta Hospitals & Medical Care"
2009measuringmon00heal,2009 measuring & monitoring for success [electronic resource],Government of Alberta. Health Quality Council of Alberta.,Government of Alberta,"Calgary, Alta. : Health Quality Council of Alberta",Health Quality Council of Alberta
lawsforalbertans00albe_3,Laws for Albertans / 1982-01,Alberta Status of Women.,Alberta Status of Women,Edmonton : Alberta Women's Bureau,Alberta Women's Bureau
enviroviews14n4,Environment views / 14,Alberta Environment and Parks. Alberta Environmental Protection.,Alberta Environment and Parks,Edmonton : Alberta Environment Edmonton : Alberta Environmental Protection [Edmonton] : Green Thread Publishing,Alberta. Alberta Environment Alberta. Alberta Environmental Protection
psublockprojappr198808,"PSU, block and project approvals, monthly update / 1988-08",Alberta Energy. Energy Resources Conservation Board.,Alberta Energy,Calgary : Energy Resources Conservation Board,Alberta. Energy Resources Conservation Board Alberta Energy and Utilities Board
albertamunicipal48albe,"Alberta municipal counsellor, volume 4 no. 8 1959-08 / 4 no. 8",Alberta Municipal Affairs.,Alberta Municipal Affairs,"Edmonton, Alberta Municipal Affairs",Alberta. Dept. of Municipal Affairs
