resource	Community	ualId:belongsToCommunity	ualid:belongsToCommunity	ualId:hasCollectionId	ualId:hasCollection	ualid:hasCollectionId	ualid:hasCollection	ualids:doi	ualId:fedora3handle	ualids:fedora3handle	http://fedora.info/definitions/v4/repository#uuid	info:hasModel	http://id.loc.gov/vocabulary/relators/dpt	ualId:fedora3uuid	ualids:fedora3uuid	dcterm:creator	dcterm:description	dcterm:modified	dcterm:title	dcterm:relation	dcterm:source	http://scholarsphere.psu.edu/ns#relativePath	dcterm:contributor	dcterm:license	dcterm:type	dcterm:created	dcterm:dateAccepted	dcterm:dateSubmitted	dcterm:isVersionOf	dcterm:language	dcterm:subject	ualId:year_created	ualid:year_created	ualid:ingestbatch	ualId:ingestbatch	http://fedora.info/definitions/v4/repository#created	http://fedora.info/definitions/v4/repository#createdBy	http://fedora.info/definitions/v4/repository#exportsAs	http://fedora.info/definitions/v4/repository#hasParent	http://fedora.info/definitions/v4/repository#lastModified	http://fedora.info/definitions/v4/repository#lastModifiedBy	http://fedora.info/definitions/v4/repository#mixinTypes	http://fedora.info/definitions/v4/repository#primaryType	http://fedora.info/definitions/v4/repository#writable	info:downloadFilename	info:createdDate	AASM::Persistence::ActiveFedoraPersistence::AASMTermsaasmstate	info:fedora/fedora-system:def/relations-external#isPartOf	rdf:type	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/rb/68/xb/91/rb68xb91b>		Grant Assist Program (Natural Sciences and Engineering)	44558r50r	44558r50r	44558s08z	Workshops	44558s08z	Workshops	doi:10.7939/R3C824M3Z	http://hdl.handle.net/10402/era.41218	http://hdl.handle.net/10402/era.41218	7a0f391e-4e02-4089-9183-70ee20a0b5d2	GenericFile	iwona.pawlina@ualberta.ca	uuid:13bf5405-4843-4860-a0db-6c0eeed77868	uuid:13bf5405-4843-4860-a0db-6c0eeed77868	Pawlina, Iwona	N/A	2015-05-28T21:44:04.062Z	Importing publications from Web of Science	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Learning Object	2015/05/25	2015-05-28T15:43:56Z	2015-05-28T15:43:56Z	N/A	English	NSERC | Web of Science | Common CV	2015	2015	sx61dm37v	sx61dm37v	2015-10-03T03:50:22.237Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/rb/68/xb/91/rb68xb91b/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-01-18T17:12:02.767Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Importing publications from Web of Science.pdf	2015-05-28T21:43:56.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/rn/30/11/48/rn301148x	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/mc/87/pt/31/mc87pt31k>		Grant Assist Program (Natural Sciences and Engineering)	N/A	44558r50r	N/A	N/A	44558s08z	Workshops (NSE)	doi:10.7939/R3028PR35	N/A	N/A	0b4c6984-6b30-45e2-a512-9cb380cb6241	GenericFile	ipawlina@ualberta.ca	N/A	N/A	NSERC	N/A	2017-03-01T18:57:13.745Z	NSERC Connect presentation February 2017	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-sa/4.0/	Learning Object	N/A	N/A	N/A	N/A	English	NSERC Connect Grants	N/A	N/A	N/A	N/A	2017-03-01T18:57:14.437Z	bypassAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/mc/87/pt/31/mc87pt31k/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-03-01T19:01:06.552Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	NSERC Connect Grant presentation Tricia Meaud February 14 2017.pdf	2017-03-01T18:57:13.745Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b3/f4/62/55/b3f4625551	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b6/68/2x/40/b6682x4095>		Grant Assist Program (Natural Sciences and Engineering)	N/A	44558r50r	N/A	N/A	44558r928	Readings (NSE)	doi:10.7939/R30G3H95G	N/A	N/A	05ec0f96-bd03-457d-8a77-54f838b1da82	GenericFile	ipawlina@ualberta.ca	N/A	N/A	Sven Anders	N/A	2017-03-16T15:51:16.630Z	ABBY-Net Summer Schools on energy systems and ecosystem functioning (August 2017)	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-sa/4.0/	Learning Object	2017/03/15	N/A	N/A	N/A	English	ABBY-Net Summer Schools	N/A	2017	N/A	N/A	2017-03-16T15:51:16.996Z	bypassAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b6/68/2x/40/b6682x4095/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-03-16T15:54:23.875Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Fifth ABBY-Net Field School Brochure (2).pdf	2017-03-16T15:51:16.630Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/h7/02/q9/17/h702q917x	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/r7/81/wh/45/r781wh454>		Grant Assist Program (Natural Sciences and Engineering)	44558r50r	44558r50r	44558s08z	Workshops	44558s08z	Workshops	doi:10.7939/R3MR82	http://hdl.handle.net/10402/era.39311	http://hdl.handle.net/10402/era.39311	1809eae1-afd7-4a72-a4dd-dc278eaa204b	GenericFile	iwona.pawlina@ualberta.ca	uuid:f0e0e359-3cf3-48c6-9ec7-40e112b1bbd8	uuid:f0e0e359-3cf3-48c6-9ec7-40e112b1bbd8	David Coltman	N/A	2014-08-14T21:14:19.397Z	2014 Discovery Grant Evaluation Group 1503 Round Table Presentation	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Learning Object	August 14, 2014	2014-08-14T15:13:59Z	2014-08-14T15:13:59Z	N/A	English	Discovery Grant Evaluation | NSERC application | NSERC Grants	2014	2014	76537258m	76537258m	2015-10-10T19:35:44.181Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/r7/81/wh/45/r781wh454/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-22T00:53:03.454Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Dr David Coltman NSERC EG 1503 Roundtable.pdf	2014-08-14T21:13:59.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/rj/43/06/07/rj430607v	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b2/b8/8q/c2/b2b88qc27q>		Grant Assist Program (Natural Sciences and Engineering)	N/A	44558r50r	N/A	N/A	44558s08z	Workshops	doi:10.7939/R3RV0D262	N/A	N/A	086b1de0-3f14-4fd5-915b-cd7e7b6ee966	GenericFile	nsercgap@ualberta.ca	N/A	N/A	Dr. Jason Carey	N/A	2016-07-15T16:00:33.899Z	NSERC Discover Grant Roundtable presentation EG 1512, July 5, 2016	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-nd/4.0/	Research Material	2016/07/05	N/A	N/A	N/A	English	Discovery Grant | NSERC	N/A	2016	N/A	N/A	2016-07-15T15:59:51.275Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b2/b8/8q/c2/b2b88qc27q/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-24T03:07:37.914Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	NSERC DG Roundtable EG 1512 - Dr. Carey.pdf	2016-07-15T16:00:33.899Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/1z/40/kw/61/1z40kw61d	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bd/f6/5v/79/bdf65v799b>		Grant Assist Program (Natural Sciences and Engineering)	N/A	44558r50r	N/A	N/A	44558r928	Readings	doi:10.7939/R3PK0757F	N/A	N/A	931524f3-e1ea-4f0e-a020-535b5b7c3512	GenericFile	nsercgap@ualberta.ca	N/A	N/A	GAP NSE	N/A	2017-01-11T15:53:49.698Z	CPRC Call for 2017 LOI	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-sa/4.0/	Learning Object	January 10, 2017	N/A	N/A	N/A	English	CPRC | Funding Opportunity	N/A	2017	N/A	N/A	2017-01-11T22:20:16.727Z	bypassAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bd/f6/5v/79/bdf65v799b/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-01-11T22:53:49.839Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	CPRC Call for LOIs 2017.pdf	2017-01-11T22:20:16.381Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b5/64/4v/56/b5644v56k	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bd/v1/3z/t3/bdv13zt36p>		Grant Assist Program (Natural Sciences and Engineering)	N/A	44558r50r	N/A	N/A	44558s08z	Workshops	doi:10.7939/R3PK0785T	N/A	N/A	03582dd9-14f3-4bf3-a242-61ce6b52c690	GenericFile	nsercgap@ualberta.ca	N/A	N/A	Dr. Horacio Marquez	N/A	2016-09-09T13:57:00.970Z	NSERC Discovery Grant Roundtable presentation EG1510, September 7, 2016	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-nd/4.0/	Research Material	2016/09/07	N/A	N/A	N/A	English	NSERC | NSERC Discovery Grant	N/A	2016	N/A	N/A	2016-09-09T19:31:42.895Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bd/v1/3z/t3/bdv13zt36p/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-01-19T01:20:24.899Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	NSERC DG Roundtable EG 1510 - Horacio Marquez.pdf	2016-09-09T19:31:42.385Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bk/64/3b/12/bk643b1249	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/wd/37/60/05/wd376005d>		Grant Assist Program (Natural Sciences and Engineering)	N/A	44558r50r	N/A	N/A	44558v37t	Learning Materials	doi:10.7939/R34Q7QQ22	N/A	N/A	5fdba3ed-3ce0-4fdd-860e-d95723170117	GenericFile	nsercgap@ualberta.ca	N/A	N/A	GAP (Natural Sciences and Engineering)	N/A	2016-05-10T20:42:30.408Z	Importance of Titles in Fundable Grant Applications_Guidelines	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-nd/4.0/	Learning Object	2016/05/10	N/A	2016-05-10T20:42:30.408Z	N/A	English	Grantsmanship, grant writing, NSERC	N/A	2016	N/A	N/A	2016-05-10T20:42:30.799Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/wd/37/60/05/wd376005d/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-22T10:06:40.047Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Importance of Titles in Fundable Grant Applications_guidelines.pdf	N/A	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/28/01/pk/18/2801pk185	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b9/01/9s/25/b9019s257f>		Grant Assist Program (Natural Sciences and Engineering)	N/A	44558r50r	N/A	N/A	44558r928	Readings (NSE)	doi:10.7939/R3FN1144Z	N/A	N/A	c6cd84d8-0d61-4d14-b3c1-bd9ee1872b83	GenericFile	nsercgap@ualberta.ca	N/A	N/A	Charles Lucy	N/A	2017-03-14T20:45:22.275Z	The purpose of NSERC Discovery Grant NOI and what is needed in the NOI Summary	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-sa/4.0/	Learning Object	2016/07/01	N/A	N/A	N/A	English	NSERC Discovery Grant | NSERC LOI for Discovery Grant	N/A	2016	N/A	N/A	2017-03-14T20:45:22.575Z	bypassAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b9/01/9s/25/b9019s257f/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-03-14T20:48:26.482Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	The purpose of NSERC Discovery Grant NOI and what is needed in the NOI Summary.pdf	2017-03-14T20:45:22.275Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/80/49/g8/09/8049g809g	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b9/s1/61/63/b9s1616375>		Grant Assist Program (Natural Sciences and Engineering)	N/A	44558r50r	N/A	N/A	44558s08z	Workshops (NSE)	doi:10.7939/R31J97M1J	N/A	N/A	e56d2fa1-5d72-46dd-a02b-a82accc6dc88	GenericFile	ipawlina@ualberta.ca	N/A	N/A	Iwona Pawlina	N/A	2017-06-13T19:59:16.491Z	How to upload publications from Google Scholar to NSERC Common CV	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-sa/4.0/	Learning Object	2017/06/13	N/A	N/A	N/A	English	Common CV, NSERC	N/A	2017	N/A	N/A	2017-06-13T19:59:16.822Z	bypassAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b9/s1/61/63/b9s1616375/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-06-13T20:01:48.048Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	How to upload publications from Google Scholar to NSERC Common CV.pdf	2017-06-13T19:59:16.491Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/rf/55/zb/61/rf55zb61g	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/fq/97/7x/61/fq977x619>		Grant Assist Program (Natural Sciences and Engineering)	N/A	44558r50r	N/A	N/A	44558v37t	Learning Materials (NSE)	doi:10.7939/R36T0H95N	N/A	N/A	680810c9-639c-4a35-aa77-225ba19cdf8f	GenericFile	ipawlina@ualberta.ca	N/A	N/A	NSERC Prairies Office	N/A	2017-11-24T22:53:27.538Z	NSERC Mixer Planning Guide	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-sa/4.0/	Learning Object	2017/04/30	N/A	N/A	N/A	English	Industry engagement | Networking	N/A	2017	N/A	N/A	2017-11-24T22:53:28.023Z	bypassAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/fq/97/7x/61/fq977x619/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-11-24T22:57:42.933Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	NSERC Mixer Planning Guide.pdf	2017-11-24T22:53:27.538Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bd/f6/5v/80/bdf65v8065	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/5m/60/qs/01/5m60qs01p>		Grant Assist Program (Natural Sciences and Engineering)	44558r50r	44558r50r	44558s08z	Workshops	44558s08z	Workshops	doi:10.7939/R3FB57	http://hdl.handle.net/10402/era.39281	http://hdl.handle.net/10402/era.39281	dc869b57-2685-4c2a-a254-2b46eab04ba0	GenericFile	iwona.pawlina@ualberta.ca	uuid:12f81f9a-d43b-407e-a21b-eb3aa68a67dc	uuid:12f81f9a-d43b-407e-a21b-eb3aa68a67dc	Anup Basu	N/A	2014-08-11T14:59:57.397Z	2014 Discovery Grant Evaluation Group 1507 Round Table Presentation	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Learning Object	July 24, 2014	2014-08-11T08:59:45Z	2014-08-11T08:59:45Z	N/A	English	NSERC Discovery Grant | Discovery Grant Evaluation | NSERC application	2014	2014	g158bh353	g158bh353	2015-10-03T03:31:02.968Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/5m/60/qs/01/5m60qs01p/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-20T19:43:08.679Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Dr Anup Basu NSERC Round Table for EG 1507.pdf	N/A	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/34/84/zh/01/3484zh01z	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/90/19/s3/83/9019s3830>		Grant Assist Program (Natural Sciences and Engineering)	44558r50r	44558r50r	44558s08z	Workshops	44558s08z	Workshops	doi:10.7939/R3SJ8J	http://hdl.handle.net/10402/era.39226	http://hdl.handle.net/10402/era.39226	590103c2-af20-4c19-b8be-2814fe451e98	GenericFile	iwona.pawlina@ualberta.ca	uuid:0ffb6570-4d80-4c30-a4b0-81b895076b5e	uuid:0ffb6570-4d80-4c30-a4b0-81b895076b5e	David Evans	N/A	2014-07-30T18:13:44.055Z	2014 Discovery Grant Evaluation Group 1501 Round Table Presentation	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Learning Object	July 29, 2014	2014-07-30T12:13:21Z	2014-07-30T12:13:21Z	N/A	English	Discovery Grant Evaluation | NSERC application | NSERC Grants	2014	2014	c534fq294	c534fq294	2015-10-10T16:46:17.892Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/90/19/s3/83/9019s3830/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-21T22:39:47.791Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	Dr David Evans NSERC Round Table EG 1501 presentation.pdf	2014-07-30T18:13:22.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/wp/98/8m/19/wp988m194	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bm/32/6m/19/bm326m1956>		Grant Assist Program (Natural Sciences and Engineering)	N/A	44558r50r	N/A	N/A	44558s08z	Workshops (NSE)	doi:10.7939/R3V98038Z	N/A	N/A	5e16c2aa-a045-4f1b-8ae8-11338fa1105d	GenericFile	ipawlina@ualberta.ca	N/A	N/A	NSERC	N/A	2017-03-01T12:02:39.814Z	NSERC Mixer Planning Guide 2017	N/A	N/A	N/A	N/A	http://creativecommons.org/licenses/by-nc-sa/4.0/	Learning Object	N/A	N/A	N/A	N/A	English	NSERC Connect Grants	N/A	N/A	N/A	N/A	2017-03-01T18:57:14.108Z	bypassAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/bm/32/6m/19/bm326m1956/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2017-03-01T19:02:52.936Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	NSERC Mixer Planning Guide.pdf	2017-03-01T18:57:13.503Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/b3/f4/62/55/b3f4625551	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
<http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/t7/22/h9/73/t722h973r>		Grant Assist Program (Natural Sciences and Engineering)	44558r50r	44558r50r	44558s08z	Workshops	44558s08z	Workshops	doi:10.7939/R3C53F10Z	http://hdl.handle.net/10402/era.41257	http://hdl.handle.net/10402/era.41257	aa9b0477-24cc-4892-9997-b12489a7c325	GenericFile	iwona.pawlina@ualberta.ca	uuid:8e2d84d4-636b-4728-a5be-e3057cd526c4	uuid:8e2d84d4-636b-4728-a5be-e3057cd526c4	Dr. Anup Basu	N/A	2015-06-05T13:45:26.710Z	NSERC Discovery Grant Roundtable for EG 1507 by Dr. Anup Basu June 4 2015	N/A	N/A	N/A	N/A	Creative Commons Attribution-Non-Commercial-No Derivatives 3.0 Unported	Learning Object	2015/06/04	2015-06-05T07:45:23Z	2015-06-05T07:45:23Z	N/A	English	NSERC | Discovery Grants | Evaluation Group 1507	2015	2015	2z10wr03z	2z10wr03z	2015-10-06T01:48:35.124Z	fedoraAdmin	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/t7/22/h9/73/t722h973r/fcr:export?format=jcr/xml	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod	2016-12-22T06:14:16.769Z	bypassAdmin	fedora:Container | fedora:Resource	nt:folder	true	NSERC DG Roundtable EG 1507 with Dr. Anup Basu June 4_2015.pdf	2015-06-05T13:45:23.000Z	available	http://gillingham.library.ualberta.ca:8080/fedora/rest/prod/6t/05/3g/89/6t053g89c	http://fedora.info/definitions/v4/repository#Container | http://fedora.info/definitions/v4/repository#Resource | http://www.jcp.org/jcr/mix/1.0created | http://www.jcp.org/jcr/mix/1.0lastModified | http://www.jcp.org/jcr/mix/1.0referenceable | http://www.jcp.org/jcr/nt/1.0base | http://www.jcp.org/jcr/nt/1.0folder | http://www.jcp.org/jcr/nt/1.0hierarchyNode | http://www.w3.org/ns/ldp#Container | http://www.w3.org/ns/ldp#RDFSource	
