collection,filename,elementName,elementValue,elementOccurrence
university_of_alberta_libraries_microfilm,cihm_62075_meta.xml,notes,Film/Fiche is presented as originally captured.,1
university_of_alberta_libraries_microfilm,cihm_62075_meta.xml,oclc-id,861561511,4
university_of_alberta_libraries_microfilm,cihm_62075_meta.xml,oclc-id,77129843,3
university_of_alberta_libraries_microfilm,cihm_62075_meta.xml,oclc-id,470449333,3
university_of_alberta_libraries_microfilm,cihm_62075_meta.xml,oclc-id,18111795,3
university_of_alberta_libraries_microfilm,cihm_62075_meta.xml,ocr,ABBYY FineReader 8.0,1
university_of_alberta_libraries_microfilm,cihm_62075_meta.xml,operator,microfilm-processing@archive.org,1
university_of_alberta_libraries_microfilm,cihm_62075_meta.xml,page-progression,lr,1
university_of_alberta_libraries_microfilm,cihm_62075_meta.xml,ppi,300,1
university_of_alberta_libraries_microfilm,cihm_62075_meta.xml,publicdate,2012-07-06 15:10:09,1
university_of_alberta_libraries_microfilm,cihm_62075_meta.xml,publisher,[Montreal? : s.n.],1
university_of_alberta_libraries_microfilm,cihm_62075_meta.xml,repub_state,6,1
university_of_alberta_libraries_microfilm,cihm_62075_meta.xml,scandate,20120706203648,1
university_of_alberta_libraries_microfilm,cihm_62075_meta.xml,scanfee,100,1
university_of_alberta_libraries_microfilm,cihm_62075_meta.xml,scanner,microfiche01.alberta.archive.org,1
university_of_alberta_libraries_microfilm,cihm_62075_meta.xml,scanningcenter,alberta,1
university_of_alberta_libraries_microfilm,cihm_62075_meta.xml,shiptracking,alb,1
university_of_alberta_libraries_microfilm,cihm_62075_meta.xml,sponsor,University of Alberta Libraries,1
university_of_alberta_libraries_microfilm,cihm_62075_meta.xml,sponsordate,20120731,1
university_of_alberta_libraries_microfilm,cihm_62075_meta.xml,title,Constitutional Association of Montreal [microform,1
university_of_alberta_libraries_microfilm,cihm_62075_meta.xml,updatedate,2012-07-06 15:10:02,1
university_of_alberta_libraries_microfilm,cihm_62075_meta.xml,updater,Zack P,1
university_of_alberta_libraries_microfilm,cihm_62075_meta.xml,uploader,associate-zack-peters@archive.org,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,addeddate,2012-07-17 14:11:53,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,allowjpgs,true,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,backup_location,ia903809_19,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,call_number,CIHM 63755,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,city,[S.l.,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,collection,additional_collections,5
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,collection,microfilm,4
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,collection,toronto,3
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,collection,university_of_alberta_libraries,3
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,collection,university_of_alberta_libraries_microfilm,3
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,contributor,Canadiana.org,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,creator,Canadian Pacific Telegraph,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,date,1892,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,description,43,6
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,description,"Filmed from a copy of the original publication held by the Douglas Library, Queens University",5
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,description,"Compliments of G.W. Dawson, M.P.",4
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,description,Compliments of the Canadian Pacific Railway Companys Telegraph.,3
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,description,Half title,3
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,description,Slate of candidates,3
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,foldoutcount,0,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,identifier,cihm_63755,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,identifier-access,http://archive.org/details/cihm_63755,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,identifier-ark,ark:/13960/t9k36zw5h,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,imagecount,9,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,isbn,0665637551,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,language,eng,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,mediatype,texts,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,notes,Film/Fiche is presented as originally captured.,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,oclc-id,861562400,4
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,oclc-id,77136633,3
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,oclc-id,470379975,3
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,oclc-id,19056457,3
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,ocr,ABBYY FineReader 8.0,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,operator,microfilm-processing@archive.org,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,page-progression,lr,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,ppi,300,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,publicdate,2012-07-17 14:11:56,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,publisher,[S.l. : s.n.],1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,repub_state,6,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,scandate,20120720191932,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,scanfee,100,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,scanner,microfiche01.alberta.archive.org,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,scanningcenter,alberta,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,shiptracking,alb,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,sponsor,University of Alberta Libraries,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,sponsordate,20120731,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,subject,Ãlections,2
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,subject,Elections,2
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,title,"Provincial elections, province of Quebec, 1892 [microform]",1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,updatedate,2012-07-17 14:11:51,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,updater,associate-angela-dugas,1
university_of_alberta_libraries_microfilm,cihm_63755_meta.xml,uploader,associate-angela-dugas@archive.org,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,addeddate,2012-07-17 15:46:28,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,allowjpgs,true,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,backup_location,ia903809_19,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,call_number,CIHM 63903,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,city,[S.l.,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,collection,additional_collections,5
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,collection,microfilm,4
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,collection,toronto,3
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,collection,university_of_alberta_libraries,3
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,collection,university_of_alberta_libraries_microfilm,3
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,contributor,Canadiana.org,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,creator,"Lloyd, H",1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,date,1821,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,description,43,4
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,description,"Filmed from a copy of the original publication held by the Harold Campbell Vaughan Memorial Library, Acadia University",3
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,description,"O Israel, thy Prophets are like foxes in the desert ...",3
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,description,Cover title,3
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,foldoutcount,0,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,identifier,cihm_63903,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,identifier-access,http://archive.org/details/cihm_63903,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,identifier-ark,ark:/13960/t4xh0sh0p,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,imagecount,28,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,isbn,0665639031,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,language,eng,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,mediatype,texts,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,notes,Film/Fiche is presented as originally captured.,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,oclc-id,861562599,6
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,oclc-id,77135666,5
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,oclc-id,470369638,4
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,oclc-id,421446444,3
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,oclc-id,317968458,3
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,oclc-id,19049309,3
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,ocr,ABBYY FineReader 8.0,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,operator,microfilm-processing@archive.org,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,page-progression,lr,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,ppi,300,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,publicdate,2012-07-17 15:46:33,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,publisher,[S.l. : s.n.],1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,repub_state,6,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,scandate,20120724223944,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,scanfee,100,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,scanner,microfiche01.alberta.archive.org,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,scanningcenter,alberta,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,shiptracking,alb,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,sponsor,University of Alberta Libraries,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,sponsordate,20120731,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,subject,ClergÃ©,2
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,subject,Clergy,2
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,title,A sketch of the ancient and modern clergy [microform],1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,updatedate,2012-07-17 15:46:26,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,updater,associate-angela-dugas,1
university_of_alberta_libraries_microfilm,cihm_63903_meta.xml,uploader,associate-angela-dugas@archive.org,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,addeddate,2012-07-17 18:01:39,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,allowjpgs,true,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,backup_location,ia903809_19,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,call_number,CIHM 64108,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,city,[Place of publication not identified],1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,collection,additional_collections,5
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,collection,microfilm,4
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,collection,toronto,3
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,collection,university_of_alberta_libraries,3
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,collection,university_of_alberta_libraries_microfilm,3
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,contributor,Canadiana.org,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,creator,"Morgan, Mary, b. 1856?",1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,date,1900,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,description,43,4
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,description,"Filmed from a copy of the original publication held by the Department of Rare Books and Special Collections, McGill University, Montreal",3
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,description,Poems,3
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,description,Short swallow-flights of song ... ,3
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,foldoutcount,0,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,identifier,cihm_64108,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,identifier-access,http://archive.org/details/cihm_64108,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,identifier-ark,ark:/13960/t38068r9w,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,imagecount,26,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,isbn,0665641087,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,language,eng,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,mediatype,texts,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,notes,Film/Fiche is presented as originally captured.,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,oclc-id,861562752,4
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,oclc-id,77136346,3
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,oclc-id,470376439,3
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,oclc-id,15318962,3
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,ocr,ABBYY FineReader 8.0,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,operator,microfilm-processing@archive.org,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,page-progression,lr,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,ppi,300,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,publicdate,2012-07-17 18:01:43,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,publisher,[S.l. : s.n.],1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,repub_state,6,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,scandate,20120725200918,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,scanfee,100,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,scanner,microfiche01.alberta.archive.org,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,scanningcenter,alberta,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,shiptracking,alb,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,sponsor,University of Alberta Libraries,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,sponsordate,20120731,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,title,TrÃ¤umereien [microform],1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,updatedate,2012-07-17 18:01:37,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,updater,associate-angela-dugas,1
university_of_alberta_libraries_microfilm,cihm_64108_meta.xml,uploader,associate-angela-dugas@archive.org,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,addeddate,2012-07-30 14:30:22,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,allowjpgs,true,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,backup_location,ia903905_4,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,call_number,CIHM 64499,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,city,[S.l.,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,collection,additional_collections,5
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,collection,microfilm,4
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,collection,toronto,3
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,collection,university_of_alberta_libraries,3
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,collection,university_of_alberta_libraries_microfilm,3
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,contributor,Canadiana.org,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,date,1896,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,description,43,4
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,description,"Filmed from a copy of the original publication held by the Douglas Library, Queens University",3
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,description,Printed ephemera,3
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,description,"Dated: Desmond, 13th April, 1896",3
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,foldoutcount,0,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,identifier,cihm_64499,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,identifier-access,http://archive.org/details/cihm_64499,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,identifier-ark,ark:/13960/t7wm2gf2b,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,imagecount,6,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,isbn,066564499X,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,language,eng,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,mediatype,texts,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,notes,Film/Fiche is presented as originally captured.,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,oclc-id,861563013,4
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,oclc-id,77137396,3
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,oclc-id,470387391,3
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,oclc-id,19563906,3
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,ocr,ABBYY FineReader 8.0,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,operator,microfilm-processing@archive.org,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,page-progression,lr,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,ppi,300,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,publicdate,2012-07-30 14:30:26,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,publisher,[S.l. : s.n.],1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,repub_state,6,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,scandate,20120803212410,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,scanfee,100,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,scanner,microfiche01.alberta.archive.org,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,scanningcenter,alberta,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,shiptracking,alb,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,sponsor,University of Alberta Libraries,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,sponsordate,20120831,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,subject,Propagande Ã©lectorale,2
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,subject,Political campaigns,2
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,title,To the electors of Addington [microform],1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,updatedate,2012-07-30 14:30:20,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,updater,associate-angela-dugas,1
university_of_alberta_libraries_microfilm,cihm_64499_meta.xml,uploader,associate-angela-dugas@archive.org,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,addeddate,2012-08-02 16:08:38,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,allowjpgs,true,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,backup_location,ia903905_10,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,call_number,CIHM 64824,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,city,[S.l.,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,collection,additional_collections,5
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,collection,microfilm,4
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,collection,toronto,3
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,collection,university_of_alberta_libraries,3
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,collection,university_of_alberta_libraries_microfilm,3
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,contributor,Canadiana.org,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,date,1872,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,description,43,6
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,description,"Filmed from a copy of the original publication held by the Harold Campbell Vaughan Memorial Library, Acadia University",5
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,description,Tables,4
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,description,Printed ephemera,3
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,description,In double columns,3
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,description,From The Presbyterian for September.,3
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,foldoutcount,0,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,identifier,cihm_64824,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,identifier-access,http://archive.org/details/cihm_64824,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,identifier-ark,ark:/13960/t33214k78,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,imagecount,9,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,isbn,0665648243,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,language,eng,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,mediatype,texts,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,notes,Film/Fiche is presented as originally captured.,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,oclc-id,861563232,4
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,oclc-id,77137196,3
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,oclc-id,470385888,3
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,oclc-id,19595818,3
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,ocr,ABBYY FineReader 8.0,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,operator,microfilm-processing@archive.org,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,page-progression,lr,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,ppi,300,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,publicdate,2012-08-02 16:08:42,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,publisher,[S.l. : s.n.],1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,repub_state,6,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,scandate,20120808214600,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,scanfee,100,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,scanner,microfiche01.alberta.archive.org,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,scanningcenter,alberta,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,shiptracking,alb,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,sponsor,University of Alberta Libraries,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,sponsordate,20120831,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,subject,Ãglise presbytÃ©rienne,2
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,subject,Presbyterian Church,2
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,title,The Union [microform] : action of the four negotiating churches,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,updatedate,2012-08-02 16:08:36,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,updater,AaronC,1
university_of_alberta_libraries_microfilm,cihm_64824_meta.xml,uploader,associate-aaron-campbell@archive.org,1
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,addeddate,2012-09-25 19:29:49,1
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,allowjpgs,true,1
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,backup_location,ia903908_3,1
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,call_number,CIHM 65092,1
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,city,Ottawa,1
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,collection,additional_collections,5
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,collection,microfilm,4
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,collection,toronto,3
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,collection,university_of_alberta_libraries,3
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,collection,university_of_alberta_libraries_microfilm,3
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,contributor,Canadiana.org,1
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,creator,"Fortier, Victor",2
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,creator,"Gilbert, A",2
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,date,1911,1
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,description,43,6
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,description,Filmed from a copy of the original publication held by the National Library of Canada,5
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,description,Original issued in series: [Pamphlet / Dominion Experimental Farms and Stations (Canada) ; no. 6],4
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,description,"Attributed to A. Gilbert and V. Fortier--Canada. Agriculture Canada. Publications of the Canada Department of Agriculture, 1867-1974",3
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,description,"At head of title: ... Central Experimental Farm, Ottawa ... Poultry Division",3
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,description,Caption title,3
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,foldoutcount,0,1
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,identifier,cihm_65092,1
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,identifier-access,http://archive.org/details/cihm_65092,1
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,identifier-ark,ark:/13960/t9572pc06,1
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,imagecount,11,1
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,isbn,0665650922,1
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,language,eng,1
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,mediatype,texts,1
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,notes,Film/Fiche is presented as originally captured.,1
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,oclc-id,861573365,5
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,oclc-id,833356329,4
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,oclc-id,77166821,3
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,oclc-id,53685115,3
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,oclc-id,470496002,3
university_of_alberta_libraries_microfilm,cihm_65092_meta.xml,ocr,ABBYY FineReader 8.0,1
