ia id	catkey	title	subjects
ecosystemgoodsse00albe_1	3969063	Ecosystem goods and services assessment - southern Alberta : [electronic resource] phase 1 report key actors and initiatives / presented to: Alberta Environment; presented by Integrated Environments (2006) Ltd., O2 Planning + Design Inc.	Ecosystem management--Alberta, Southern.--Landscape ecology--Alberta, Southern.--Environmental management--Alberta, Southern.--Natural areas--Alberta, Southern.--Environmental risk assessment--Alberta, Southern.;
mathematics30di1994unse_0	797838	Mathematics 30 diploma examination results. [electronic resource]	Mathematics--Alberta--Examinations--Statistics--Periodicals.--Examinations--Alberta--Statistics--Periodicals.;
psublockprojappr199107	1748862	PSU, block and project approvals, monthly update. [electronic resource]	Gas well drilling--Alberta--Statistics.--Oil well drilling--Alberta--Statistics.;
grade12diplomae999albe_11	1752649	Grade 12 diploma examination. English 30. Part B, Reading (Multiple choice). [electronic resource]	English language--Alberta--Examinations, questions, etc.--Periodicals.--English literature--Alberta--Examinations, questions, etc.--Periodicals.--Twelfth grade (Education)--Alberta--Examinations--Periodicals.--Examinations--Alberta--Periodicals.;
annualreportalbe00albe_25	628780	Annual report / [electronic resource] Legislative Assembly Office.	Alberta.--Legislative Assembly--Speaker--Periodicals.--Alberta.--Legislative Assembly Office--Periodicals.--Alberta.--Legislative Assembly--Facilities--Periodicals.--Alberta.--Legislature Library--Periodicals.;
albertaprovincia17albe	1831894	Alberta provincial electoral division profile. [electronic resource]	Election districts--Alberta--Statistics.--Alberta--Census, 1991.--Alberta--Statistics.--Alberta--Population--Statistics.;
curriculumexpre2200albe_1	4212059	Curriculum express for parents. Grade 2. [electronic resource]	Elementary schools--Alberta--Curricula.;
supportiveliving00albe_2	4160710	Supportive living framework. [electronic resource]	Long-term care facilities--Standards--Alberta.--Adult care facilities--Standards--Alberta.;
agrinews00albe_23	2010660	Agri-news. [electronic resource]	Agriculture--Alberta--Periodicals.;
altabirdatlassum1988	643380	Alberta bird atlas newsletter. [electronic resource]	Birds--Alberta--Periodicals.;
enviroviews8n4	541520	Environment views. [electronic resource]	Environmental protection--Alberta--Periodicals.--Pollution--Environmental aspects--Alberta--Periodicals.;
chemistry30dipl1995albe_0	797759	Chemistry 30 diploma examination results. [electronic resource]	Chemistry--Alberta--Examinations--Statistics--Periodicals.--Examinations--Alberta--Statistics--Periodicals.;
albertaproduceno882albe	2302196	Alberta produce notes / [electronic resource] Alberta Tree Nursery and Horticulture Centre.	Horticultural crops--Alberta--Periodicals.--Food crops--Alberta--Periodicals.;
workingalonesafe00mini_1	2485490	Working alone safely : [electronic resource] a guide for employers and employees / prepared by Minister's Committee to Promote Health and Safety.	Industrial safety.--Violence in the workplace--Prevention--Handbooks, manuals, etc.--Safety--handbooks.--Safety Management--handbooks.--Violence--handbooks.;
strengtheningcir00albe	1707821	Strengthening the circle : [electronic resource] what aboriginal Albertans say about their health.	Health Services, Indigenous.--Indians, North American.--Health.--Indians of North America--Health and hygiene--Alberta.--Native peoples--Alberta.;
	748996		;
earlychildhoodse00albe_0	1749078	Early Childhood Services : [electronic resource] philosophy, goals and program dimensions.	Children--Services for--Alberta.--Child development--Alberta.;
annualreport2004albe_2	3790941	Annual report / [electronic resource] Alberta Recycling Management Authority (ARMA).	Alberta Recycling Management Authority--Periodicals.--Recycling (Waste, etc.)--Alberta--Periodicals.--Electronics--Recycling--Alberta--Periodicals.--Waste tires--Alberta--Management--Periodicals.;
cropprotectionwi00albe	832749	Crop protection with chemicals. [electronic resource]	Weeds--Control--Alberta--Handbooks, manuals, etc.--Plants, Protection of--Alberta--Handbooks, manuals, etc.--Agricultural pests--Control--Alberta--Handbooks, manuals, etc.;
provincialreport01albe	919215	Provincial report. Grade 12 diploma examinations. [electronic resource]	Examinations--Alberta--Statistics--Periodicals.;
departmentalexam03albe	639580	Departmental examinations, 1922, grade VII. [electronic resource]	Examinations--Alberta--Questions.--Juvenile literature.;
abstatrev1989qu4	762565	Alberta statistical review. [electronic resource]	Alberta--Statistics--Periodicals.--Alberta--Economic conditions--Periodicals.;
diplomaexaminat1999albe_8	2180912	Diploma examinations program Social studies 30 information bulletin. [electronic resource]	Social sciences--Alberta--Examinations, questions, etc.--Periodicals.--Twelfth grade (Education)--Alberta--Examinations--Periodicals.--Examinations--Alberta--Periodicals.;
annrepalbedu1987	734067	Annual report / [electronic resource] Alberta Education.	Alberta.--Alberta Education--Periodicals.--Education--Alberta--Periodicals.--Education--Alberta--Statistics--Periodicals.;
withinourborders00albe_41	407869	Within our borders. [electronic resource]	Alberta--Periodicals.;
longrangeplan00albe	318454	Long range plan / [electronic resource] Alberta Research Council.	Alberta Research Council.--Research, Industrial--Alberta.--Chemical engineering--Research--Alberta.--Fuel--Research--Alberta.--Research--Alberta.;
goodmoves00albe_2	3560220	Good moves. [electronic resource]	Physical distribution of goods--Alberta--Periodicals.;
drydepositionmon00wbka	4301720	Dry deposition monitoring methods in Alberta / [electronic resource] prepared for: Alberta Environment, Edmonton, Alberta; final report by: WBK & Associates Inc.	Acid deposition--Alberta.--Acid deposition--Alberta--Measurement.--Air--Pollution--Alberta--Monitoring.--Environmental monitoring--Alberta.--Sulfur oxides--Measurement.--Nitrogen oxides--Measurement.;
albertapopulatio00albe_18	795496	Alberta population growth. [electronic resource]	Alberta--Population--Periodicals.--Alberta--Statistics, Vital--Periodicals.;
departmentalexam42albe_4	672520	Departmental examinations, 1937. [electronic resource]	Examinations--Alberta--Questions.;
insuranceact1983	788524	Provincial, extra-provincial, Canadian registered insurance companies and fraternal societies licensed under Insurance Act during 1983. [electronic resource]	Insurance companies--Alberta--Directories.--Insurance companies--Canada--Directories.;
guidelinesforadm1987albe	794771	Guidelines for administration : [electronic resource] grade 12 diploma examinations.	Examinations--Alberta--Periodicals.--Educational tests and measurements--Alberta--Periodicals.--Education, Secondary--Alberta--Examinations--Periodicals.--Twelfth grade (Education)--Alberta--Examinations--Periodicals.;
charterschoolhan00albe	1743158	Charter school handbook. [electronic resource]	Charter schools--Alberta.--Free schools--Alberta.--Educational change--Alberta.--School management and organization--Alberta.;
liudskavdachauchalbe	2416555	Liuds'ka vdacha : [electronic resource] uchnivs'kyi zoshyt = Human nature : student activity book / compiled by Bohdan Boruszczak ... [et al.].	Ukrainian bilingual--Language arts grade 8.--Ukrainian language--Study and teaching--Alberta.--Language and languages--Study and teaching--Alberta--Bilingual method.;
skillsbydesignst00albe_0	3065346	Skills by design : [electronic resource] strategies for employee development / People, Skills and Workplace Resources. Alberta Human Resources and Employment.	Vocational guidance.--Employees--Training of.;
diplomaexaminat1994albe_1	2295868	Diploma examinations program. Chemistry 30 information bulletin. [electronic resource]	Chemistry--Alberta--Examinations, questions, etc.--Periodicals.--Twelfth grade (Education)--Alberta--Examinations--Periodicals.--Examinations--Alberta--Periodicals.;
annualreportalbe00albe_17	628780	Annual report / [electronic resource] Legislative Assembly Office.	Alberta.--Legislative Assembly--Speaker--Periodicals.--Alberta.--Legislative Assembly Office--Periodicals.--Alberta.--Legislative Assembly--Facilities--Periodicals.--Alberta.--Legislature Library--Periodicals.;
adultlearningacc00albe	2198930	Adult learning: access through innovation : [electronic resource] draft white paper: an agenda for change / Alberta Advanced Education and Career Development.	Postsecondary education--Alberta.--Adult education--Alberta.--Continuing education--Alberta.--Higher education and state--Alberta.;
agrinews00albe_54	2010660	Agri-news. [electronic resource]	Agriculture--Alberta--Periodicals.;
welcometoalberta2001albe	2360532	Welcome to Alberta : [electronic resource] information for immigrants.	Immigrants--Alberta--Information services.--Life skills--Alberta--Handbooks, manuals, etc.--Emigration and Immigration--Alberta.--Teaching Materials--Alberta.--Alberta--Social conditions.;
initiationtoteac00albe	2255517	The initiation to teaching project. [electronic resource]	Interns (Education)--Alberta.--Teachers--Training of--Alberta.--Student teachers--Alberta.;
effectoffieldlak00mitc	2425503	Effect of Field Lake outflow on water quality in Red Deer Brook / [electronic resource] prepared by: Patricia Mitchell.	Water quality--Alberta--Red Deer Brook.--Water quality--Alberta--Field Lake.--Water--Pollution--Alberta--Field Lake.--Field Lake (Alta.)--Red Deer Brook (Alta.)--Lac La Biche (Alta.);
artgallsalbe1983	6343149	Guide to art galleries in Alberta. [electronic resource]	Art museums--Alberta--Directories.--Craft shops--Alberta--Directories.;
albertanewslette28albe	818552	Alberta newsletter / [electronic resource] Industrial Development Board of the Province of Alberta, Dept. of Economic Affairs.	Alberta.--Industrial Development Branch--Information services--Periodicals.--Cities and towns--Alberta--Economic aspects--Periodicals.--Alberta--Industries--Periodicals.--Alberta--Industries, Rural--Periodicals.;
inventorygovernm00albe_0	3768840	Inventory : [electronic resource] Government of Alberta initiatives / Human Resources and Employment.	Labor supply--Alberta--Forecasting.--Manpower policy--Alberta--Forecasting.--Labor market--Alberta.--Skill shortages Alberta--Labour strategy Alberta;
departmentalexam72albe	710995	Departmental examinations, 1927. [electronic resource]	Examinations--Alberta--Questions.;
linclusionenimme00albe	4088061	L'inclusion en immersion : [electronic resource] guide de différenciation pédagogique pour répondre à divers besoins d'apprentissage.	Éducation spéciale--Alberta.--Enseignement individualisé--Alberta.--Enfants en difficulté d'apprentissage, Services aux--Alberta.--Français (Langue)--Étude et enseignement (Primaire)--Immersion.--Intégration scolaire--Alberta.--Enfants inadaptés--Éducation--Alberta.;
guideforstudents00albe_8	1792593	A guide for students preparing to write the chemistry 30 diploma examination. [electronic resource]	Examinations--Alberta--Study guides.--Chemistry--Alberta--Examinations--Study guides.;
occupationalinj2001albe_1	3030532	Occupational injuries and diseases in Alberta. Wholesale & retail industries. [electronic resource] Lost-time claims and claim rates.	Retail trade--Employees--Alberta--Statistics--Periodicals.--Wholesale trade--Employees--Alberta--Statistics--Periodicals.--Retail trade--Accidents--Alberta--Statistics--Periodicals.--Wholesale trade--Accidents--Alberta--Statistics--Periodicals.;
khorobristzbirka00cync	2185796	Khorobrist : [electronic resource] zbirka tekstiv = Courage : a reader.	Ukrainian language--Study and teaching--Alberta.--Juvenile literature.--Language and languages--Study and teaching--Alberta--Bilingual method.--Juvenile literature.--Bilingual method.--Juvenile literature.;
plantcommunityty00albe_0	3057772	Plant community types of sand dunes and sand plains in selected areas of the boreal natural region / [electronic resource] prepared for Alberta Sustainable Resource Development, Resource Data Branch, Edmonton, Alberta; prepared by Wildlands Ecological Consulting Ltd.	Plant communities--Alberta.--Sand dune plants--Alberta--Identification.--Taiga ecology--Alberta.--Botany--Alberta--Boreal Natural Region.--Sand dune plants--Alberta.;
enviroviews8n2	541520	Environment views. [electronic resource]	Environmental protection--Alberta--Periodicals.--Pollution--Environmental aspects--Alberta--Periodicals.;
diplomaexaminat1989albe_0	796097	Diploma examinations program. General information bulletin. [electronic resource]	Twelfth grade (Education)--Alberta--Examinations--Periodicals.--Education, Secondary--Alberta--Examinations--Periodicals.--Examinations--Alberta--Periodicals.;
decisionsonstatu00hail_0	2537877	Decisions on the status of health technologies / [electronic resource] David Hailey, Christa Harstall.	Medical technology--Government policy--Alberta.--Technology assessment--Alberta.--Medical technology--Alberta--Cost effectiveness.;
buildingcommunit00albe_1	4189112	Building communities through local government : [electronic resource] a resource for municipal officials.	Local government--Alberta.--Municipal government--Alberta.--Alberta--Politics and government.;
upperbobcreekeco00albe	1846975	Upper Bob Creek Ecological Reserve management plan. [electronic resource]	Ecological reserves--Alberta.--Natural areas--Alberta--Management.--Provincial parks and reserves--Alberta.--Upper Bob Creek Ecological Reserve (Alta.);
newslinealbertar99albe	3447122	Newsline. [electronic resource]	Alberta Research Council--Periodicals.;
guideforschoolbo00albe_0	2054514	Guide for school board planning and reporting. [electronic resource]	School boards--Alberta.--Education and state--Alberta.--Educational accountability--Alberta.--Educational planning--Alberta.--Education--Alberta--Aims and objectives.--Education--Alberta--Finance.;
familylivingspec1981	6349322	Family living specialist newsletter. [electronic resource]	Home economics, Rural--Alberta--Periodicals.--Rural families--Periodicals.;
rangeplantcommun01will_3	2025335	Range plant community types and carrying capacity for the dry and central mixedwood subregion : [electronic resource] second approximation / prepared by Michael G. Willoughby, Karen Sundquist and Dave Downing.	Research natural areas--Alberta.--Rangelands--Alberta.--Range ecology--Alberta.--Plant communities--Alberta.;
learningtogether00park	1824004	Learning together about HIV : [electronic resource] a resource for caregivers and people living with HIV / [Penny Parker ; revised by Greg Ikert] / [Penny Parker.	HIV (Viruses)--HIV infections--Prevention.--HIV infections--Treatment.--HIV infections--Psychological aspects.--HIV-positive persons--Services for.--HIV-positive persons--Care.;
wozzeckvideoreco00berg	4185349	Wozzeck [electronic resource] by Alban Berg ; from Gran Teatre del Liceu-Barcelona, a Gran Teatre del Liceu production.	Operas.;
powerofchoice00albe	2476554	Power of choice. [electronic resource]	Electric utilities--Deregulation--Alberta.--Electric utilities--Alberta.--Power resources--Alberta.--Consumer education.;
johnstoncreekero00park	488694	Johnston Creek, erosion by water and ice [electronic resource]	Mountain ecology--Juvenile films.--Erosion--Juvenile films.--Johnston Canyon (Alta.)--Juvenile films.--Johnston Creek (Alta.)--Juvenile films.;
creativetraditio00prov	500343	The creative tradition : [electronic resource] Indian handicrafts and tourist art : a travelling exhibition from the collections of the Provincial Museum of Alberta.	Indian art--North America--Exhibitions.;
managementplanfo00ross	829522	Management plan for cougars in Alberta. [electronic resource]	Puma--Alberta--Management.--Wildlife management--Alberta.--Puma.;
bowdeninstitutio00albe	2895084	The Bowden Institution, Innisfail, Alberta. [electronic resource]	Bowden Institution.--Prisons--Alberta.;
occupationalhea198788	610440	Annual report / [electronic resource] Alberta Community and Occupational Health.	Alberta.--Alberta Community and Occupational Health--Periodicals.--Public health--Alberta--Periodicals.--Occupational health services--Alberta--Periodicals.--Community health services--Alberta--Periodicals.;
franais30bulleti00albe_2	1739448	Français 30 bulletin d'information, Programme des examens en vue du diplôme. [electronic resource]	Français (Langue)--Alberta--Examens--Périodiques.--Douzième année (Éducation)--Alberta--Examens--Périodiques.--Examens--Alberta--Périodiques.--French language--Alberta--Examinations--Periodicals.--Twelfth grade (Education)--Alberta--Examinations--Periodicals.--Examinations--Alberta--Periodicals.;
chemistrydataboo1985albe	1389433	Chemistry data booklet. [electronic resource]	Chemistry--Alberta--Examinations, questions, etc.;
highlightsofalbe00albe_0	5333021	Highlights of the Alberta Competitiveness Council's report on competitiveness : [electronic resource] Alberta 2010.	Competition--Alberta.--Competition, International.--Economic indicators--Alberta.--Labor productivity--Alberta.--Industrial productivity--Alberta.--Alberta--Economic history--Statistics.;
occupationalheal02albe	1331388	Occupational health and safety manual for small business / [electronic resource] Occupational Health and Safety, Heritage Grant Program.	Small business--Alberta--Handbooks, manuals, etc.;
allowableshandbo00albe	3466711	Allowables handbook : [electronic resource] guidelines for the calculation of monthly production allowables in Alberta.	Petroleum industry and trade--Alberta--Handbooks, manuals, etc.--Petroleum products--Alberta--Handbooks, manuals, etc.--Natural gas--Alberta--Handbooks, manuals, etc.--Gas industry--Alberta--Handbooks, manuals, etc.;
guideforprivates00albe	2111379	Guide for private school authority planning and reporting. [electronic resource]	Education and state--Alberta.--Private schools--Alberta--Finance.--Private schools--Alberta--Business Management.--Educational accountability--Alberta.--Educational planning--Alberta.;
somemethodsofsav00albe	1339108	Some methods of saving energy with fluorescent lighting. [electronic resource]	Fluorescent lighting--Energy conservation.;
liceagentapr1981	6342543	Licensee or agent and address. [electronic resource]	Petroleum industry and trade--Alberta--Directories.;
zootcaprispring1991	6493523	Zoot capri. [electronic resource]	Youth--Alberta--Social life and customs--Periodicals.--Youth--Substance use--Alberta--Prevention--Periodicals.--Youths' writings, Canadian (English)--Alberta--Periodicals.--Youth in development--Alberta--Periodicals.;
phccwsanalytical00albe	2676297	PHC CWS analytical methods workshop 2001 : [electronic resource] participants' report.	Soil pollution--Standards--Canada.--Soils--Sampling--Canada.--Soils--Analysis--Canada.--Petroleum chemicals--Environmental aspects--Canada.--Petroleum chemicals--Sampling--Canada.--Petroleum chemicals--Analysis--Canada.--Hydrocarbons--Environmental aspects--Canada.--Hydrocarbons--Sampling--Canada.--Hydrocarbons--Analysis--Canada.;
horsehealth00davi	2198325	Horse health / [electronic resource] Gordon Davis, Les Burwash, Murray J. Kennedy.	Horses--Health.--Horses--Diseases.;
socialstudies2300educ	2064710	Social studies 23. [electronic resource]	Social sciences--Alberta--Examinations.--Academic achievement--Alberta--Testing.--Education, Secondary--Alberta--Evaluation.;
instructionssamp1989priv	1321251	Instructions and sample forms for accredited colleges' annual report to the Private Colleges Accreditation Board. [electronic resource]	Educational reports--Alberta--Forms--Periodicals.--Universities and colleges--Alberta--Forms--Periodicals.;
tipsheet1989	6346030	Tipsheet / [electronic resource] Alberta Consumer and Corporate Affairs.	Consumer education--Alberta--Periodicals.--Advertising--Alberta--Periodicals.;
internationaltrade2004	642442	Alberta international trade review. [electronic resource]	Export sales contracts--Alberta--Statistics--Periodicals.--International trade--Alberta--Periodicals.--Export sales contracts--Alberta--Periodicals--Alberta--Commerce--Statistics--Periodicals.--Canada--Commerce--Statistics--Periodicals.;
agriclassroomnysum92	2109382	Agriculture in the classroom. [electronic resource]	Agriculture--Study and teaching (Elementary)--Alberta--Periodicals.;
transplantingalb00grai	837185	Transplanting Alberta trees and shrubs / [electronic resource] G. Grainger.	Tree planting--Alberta.--Ornamental shrubs--Alberta.--Trees--Transplanting--Alberta.--Shrubs--Transplanting--Alberta.;
fieldpoolcodesseptdec_84	6342518	Field and pool codes and names, supplementary list. [electronic resource]	Oil fields--Alberta--Code numbers--Periodicals.--Oil fields--Alberta--Code names--Periodicals.--Oil fields--Alberta--Indexes.;
agrinews00albe_16	2010660	Agri-news. [electronic resource]	Agriculture--Alberta--Periodicals.;
descriptionofalb00lova	817017	Description of the Alberta Garden Suite Pilot Project / [electronic resource] prepared by Lovatt Planning Consultants for Alberta Municipal Affairs.	Older people--Dwellings--Alberta.--Granny flats--Alberta.;
backinjurypreven00albe	1731746	Back injury prevention : [electronic resource] an ergonomic approach.	Back--Wounds and injuries--Prevention.--Backache--Prevention.--Human engineering.--Industrial safety.;
whoisaccountable00albe	2342038	Who is accountable in health? : [electronic resource] roles and responsibilities in Alberta's health system.	Health systems agencies--Alberta.--Public health administration--Alberta.--Health services administration--Alberta.--Administrative responsibility--Alberta.;
withinourborders00albe_32	407869	Within our borders. [electronic resource]	Alberta--Periodicals.;
altamuncompinfo1992	6536403	Alberta municipal comparative information. [electronic resource]	Real property tax--Alberta--Statistics--Periodicals.--Tax assessment--Alberta--Statistics--Periodicals.--Dwellings--Taxation--Alberta--Statistics--Periodicals.--Public utilities--Rates--Alberta--Statistics--Periodicals.;
english33diplom1990albe_0	797810	English 33 diploma examination results. [electronic resource]	English language--Alberta--Examinations--Statistics--Periodicals.--Examinations--Alberta--Statistics--Periodicals.;
orientationsfori00albe	2557280	Orientations for ICT in French immersion schools. [electronic resource]	Educational technology--Alberta.--Computer-assisted instruction--Alberta.--French language--Study and teaching as a second language--Alberta--Immersion method.;
awarenessofchron00albe	2394318	Awareness of Chronic Painters Syndrome / [electronic resource] submitted to Occupational Health and Safety Heritage Grant Program ; by Alberta Painters and Decorators Association.	Paint industry and trade--Safety measures.;
seniorhighschool1954albe	2265870	Senior high school handbook. [electronic resource]	High schools--Administration--Law and legislation--Alberta.--High schools--Accreditation--Law and legislation--Alberta.--Education, Secondary--Law and legislation--Alberta.--Curriculum guides--Handbooks, manuals, etc.--Alberta--Senior high.--Handbooks--Alberta--Senior high.;
autobodytechnici00albe_0	4746375	Auto body technician : [electronic resource] apprenticeship course outline.	Automobiles--Maintenance and repair--Study and teaching--Alberta.--Apprentices--Alberta.--Occupational training--Alberta.--Apprenticeship programs--Alberta.;
supplementarysu1999albe_0	3863194	Supplementary supply estimates, general revenue fund. [electronic resource]	Alberta--Appropriations and expenditures--Accounting--Periodicals.;
albertaprovincia20albe	1831894	Alberta provincial electoral division profile. [electronic resource]	Election districts--Alberta--Statistics.--Alberta--Census, 1991.--Alberta--Statistics.--Alberta--Population--Statistics.;
abmchequipgd2007	2726356	Alberta machinery & equipment assessment Minister's guidelines. [electronic resource]	Machinery--Valuation--Alberta--Periodicals.--Industrial equipment--Valuation--Alberta--Periodicals.--Tax assessment--Law and legislation--Alberta--Periodicals.;
altapublicsafety1987	578534	Annual report / [electronic resource] Alberta Public Safety Services.	Alberta Public Safety Services--Periodicals.--Disaster relief--Alberta--Periodicals.;
franais30rsultat1991albe	1771428	Français 30, résultats de l'examen en vue du diplôme, rapport des examinateurs pour ... [electronic resource]	Français (Langue)--Alberta--Examens--Statistiques--Périodiques.--Douzième année (Éducation)--Alberta--Examens--Statistiques--Périodiques.--Examens--Alberta--Statistiques--Périodiques.--French language--Alberta--Examinations--Statistics--Periodicals.--Twelfth grade (Education)--Alberta--Examinations--Statistics--Periodicals.--Examinations--Alberta--Statistics--Periodicals.;
occupationalinj2000albe_1	3030494	Occupational injuries and diseases in Alberta : Upstream oil & gas industries. [electronic resource]	Petroleum industry and trade--Employees--Alberta--Statistics--Periodicals.--Petroleum industry and trade--Accidents--Alberta--Statistics--Periodicals.;
albertasapprenti00albe_2	1341880	Alberta's apprenticeship & trade certification system, programs & services : [electronic resource] excellence through training and experience.	Occupational training--Alberta.--Apprenticeship programs--Alberta.;
communityinvolve00albe_0	4620906	Community involvement : [electronic resource] a guide and tools for developers.	Housing--Alberta.--Housing development--Alberta.--Public housing--Alberta.--Housing policy--Alberta--Citizen participation.;
learningteamhand00albe	2736729	The learning team : [electronic resource] a handbook for parents of children with special needs.	Special education--Alberta.--Children with disabilities--Education--Alberta.--Children with disabilities--Family relations--Alberta.--Parents of children with disabilities--Alberta.--Developmental Disabilities.--Child Rearing.--Learning Disorders.--Parent-Child Relations.--Parenting.;
governmentest1994	801719	Government estimates. [electronic resource]	Finance, Public--Alberta--Periodicals.--Alberta--Appropriations and expenditures--Statistics--Periodicals.;
healthcostingina2003albe	2406839	Health costing in Alberta ... annual report. [electronic resource]	Medical care--Alberta--Finance--Periodicals.--Medical care, Cost of--Alberta--Periodicals.;
albertastudentas00webb	4389306	The Alberta student assessment study : [electronic resource] final report / Charles F. Webber ... [et al.]	Educational tests and measurements--Research--Alberta.--Students--Rating of--Alberta.--Achievement tests--Alberta.;
agriclassroomfalwin95	2109382	Agriculture in the classroom. [electronic resource]	Agriculture--Study and teaching (Elementary)--Alberta--Periodicals.;
companynameaddre00albe_0	6377350	Company name and address. Numeric list. [electronic resource]	Petroleum industry and trade--Alberta--Directories.;
outdoormaintenan00lomb	819662	Outdoor maintenance adaptations for a senior's home / [electronic resource] prepared by Lombard North Group (1980) Ltd.	Retirement communities--Alberta.--Older people--Dwellings--Alberta--Designs and plans.;
stsrepstdsev1992	1715259	Statistical report / [electronic resource] Sexually Transmitted Disease Services.	Sexually transmitted diseases--Alberta--Statistics--Periodicals.;
airqualitymonito00myri_0	2198855	Air quality monitoring data summary for Alberta 1991 / [electronic resource] prepared by: R.H. Myrick.	Air quality--Alberta.--Air--Pollution--Alberta.;
teacherresources00albe	1771038	Teacher resources catalogue. [electronic resource]	Special education--Alberta--Bibliography--Periodicals.--Special education literature--Bibliography--Periodicals.--Educational counseling--Alberta--Bibliography--Periodicals.;
observationsof1900andr_0	956041	Observations of the 1985 breakup in the Athabasca River Basin upstream of Fort McMurray, Alberta / [electronic resource] by D.D. Andres, H.A. Rickert.	Ice on rivers, lakes, etc.--Alberta--Athabasca River.--Ice on rivers, lakes, etc.--Alberta--Fort McMurray Region.;
watermanagementi00albe_1	2243553	Water management in Alberta : [electronic resource] challenges for the future : guide to the discussion draft.	Water--Law and legislation--Alberta.--Water conservation--Law and legislation--Alberta.--Water--Alberta--Public opinion.--Water--Government policy--Alberta.--Alberta.--Water Conservation and Management Act.;
companynameaddre00albe_10	6377350	Company name and address. Numeric list. [electronic resource]	Petroleum industry and trade--Alberta--Directories.;
abstatrev1985qu1	762565	Alberta statistical review. [electronic resource]	Alberta--Statistics--Periodicals.--Alberta--Economic conditions--Periodicals.;
transearchresear43albe	000008934473	Transearch : [electronic resource] a Research and Development technical publication.	;
grade12diplomae985albe_11	914711	Grade 12 diploma examination. Mathematics 30. [electronic resource]	Mathematics--Alberta--Examinations, questions, etc.--Twelfth grade (Education)--Alberta--Examinations.--Examinations--Alberta.;
grade12diplomae1999albe_2	1761209	Grade 12 diploma examination. English 33. Part B, Reading (Multiple choice). [electronic resource]	English language--Alberta--Examinations, questions, etc.--Periodicals.--English literature--Alberta--Examinations, questions, etc.--Periodicals.--Twelfth grade (Education)--Alberta--Examinations--Periodicals.--Examinations--Alberta--Periodicals.;
enviroviews1n2	541520	Environment views. [electronic resource]	Environmental protection--Alberta--Periodicals.--Pollution--Environmental aspects--Alberta--Periodicals.;
grade12diplomae994albe_20	914685	Grade 12 diploma examination. Physics 30. [electronic resource]	Physics--Alberta--Examinations, questions, etc.--Periodicals.--Twelfth grade (Education)--Alberta--Examinations--Periodicals.--Examinations--Alberta--Periodicals.;
cequemonenfantap2008albe	2126553	Ce que mon enfant apprend à l'école : [electronic resource] manuel a l'intention des parents. Première année.	Programmes d'études--Alberta--Guides, manuels, etc.--Français (Langue)--Étude et enseignement--Alberta--Guides, manuels, etc.--Première année (Education)--Alberta--Guides, manuels, etc.--Education--Alberta--Curricula--Handbooks, manuals, etc.--French language--Study and teaching--Alberta.--First grade (Education)--Alberta--Curricula--Handbooks, manuals, etc.;
northbuckchumpjo00albe	618474	North Buck/Chump (Johnson) Lakes management study, 1987 : [electronic resource] prepared for County of Athabasca no. 12, Improvement District no. 18 (South) / printed by Planning Branch, Alberta Municipal Affairs.	Recreation areas--Environmental aspects--Alberta--North Buck Lake Region.--Regional planning--Alberta--North Buck Lake Region.--North Buck Lake Region (Alta.);
guidetorangeplan01will	2425571	Guide to range plant community types and carrying capacity for the dry and central mixedwood subregions of Alberta : [electronic resource] third approximation / prepared by Michael G. Willoughby and the Rangeland Health Assessment Project and Forest Rangeland Action Plan.	Research natural areas--Alberta.--Rangelands--Alberta.--Range ecology--Alberta.--Plant communities--Alberta.;
surveyofrycroft00albe	834323	Survey of Rycroft / [electronic resource] prepared by Industrial Development Branch, Dept. of Industry & Development.	Rycroft (Alta.)--Rycroft (Alta.)--Economic conditions.;
annualreportfore00albe_3	2107446	Annual report : [electronic resource] forest health in Alberta.	Forest health--Alberta--Periodicals.--Forest insects--Alberta--Periodicals.--Trees--Diseases and pests--Alberta--Periodicals.;
grade3achievemen00albe	1332870	Grade 3 achievement test, social studies : [electronic resource] June 1988.	Social sciences--Alberta--Examinations.;
withinourborders613albe	407869	Within our borders. [electronic resource]	Alberta--Periodicals.;
annualreport2010albe	3438103	Annual report / [electronic resource] Alberta Seniors and Community Supports.	Alberta.--Alberta Seniors and Community Supports--Periodicals.--Older people--Services for--Periodicals.;
agriculturalnonp00maca	2156363	Agricultural nonpoint source pollution of water : [electronic resource] a literature survey from an Alberta perspective / Neil MacAlpine and Quang-Tuan Nguyen.	Water--Pollution--Alberta--Bibliography.--Agricultural pollution--Alberta--Bibliography.--Agricultural wastes--Environmental aspects--Bibliography.;
marketingforsmal00albe_1	614142	Marketing for a small business. [electronic resource]	Marketing.--Marketing--Handbooks, manuals, etc.--Small business.--Small business--Alberta--Management.--Small business--Alberta--Marketing.;
physicsdatabookl00albe_0	4281820	Physics data booklet. [electronic resource]	Physics--Study and teaching--Alberta.;
businessarrangem00albe	2288922	Business arrangements : [electronic resource] making the best choice for your farm / Farm Business Management Branch, Alberta Agriculture, Food and Rural Development.	Farm management--Alberta.--Family farms--Alberta--Management.;
franaislanguesec00albe_4	1775036	Français langue seconde : [electronic resource] livret d'examen des élèves, niveau débutant : la vie scolaire et parascolaire : première partie.	Éducation--Alberta--Programmes d'études.--Français (Langue)--Résumés, programmes, etc.--Alberta.--Français (Langue)--Étude et enseignement (Secondaire)--Anglophones--Alberta.--Français (Langue)--Tests et mesures en éducation--Alberta.;
