Column 1	LC-ID	match-ID	score	VIAF-C	VIAF-IDC	score-c	org	Column 3	Column 4	blank
Anderson, Margaret C.	31323380	31323380	1	Anderson, Margaret C.			Person		http://example.org/1030673#Agent100-11	
Anderson, Margaret C.	31323380	31323380	1	Anderson, Margaret C.			Person		http://example.org/1030673#Agent600-19	
Amdur, Neil.	43160501	43160501	0.9166666667	Amdur, Neil.			Person		http://example.org/1004061#Agent100-10	
Davis, George, 1926-.				Davis, George, 1926-.			Person		http://example.org/1004061#Agent600-18	
Carter, Gwendolen Margaret, 1906-1991.	108891013	108891013	0.9736842105	Carter, Gwendolen Margaret, 1906-1991.			Person		http://example.org/1047709#Agent100-11	
Ranney, John C. (John Calyer).	1547417	1547417	0.9666666667	Ranney, John C. (John Calyer).			Person		http://example.org/1047709#Agent700-21	
Banerjee, Mrityunjoy.	20578237	20578237	1	Banerjee, Mrityunjoy.			Person		http://example.org/1039628#Agent100-13	
Villarreal, José Antonio.	79406058	79406058	0.96	Villarreal, José Antonio.			Person		http://example.org/1024073#Agent100-11	
Cicero, Marcus Tullius.	78769600	78769600	1	Cicero, Marcus Tullius.			Person		http://example.org/1091937#Agent100-10	
Levens, Robert Graham Cochrane,				Levens, Robert Graham Cochrane,			Person		http://example.org/1091937#Agent700-19	
Osborne, John, 1907-1981.	110038614	110038614	0.96	Osborne, John, 1907-1981.			Person		http://example.org/1049231#Agent100-13	
Nixon, Richard M. (Richard Milhous), 1913-1994.	44303100	44303100	0.914893617	Nixon, Richard M. (Richard Milhous), 1913-1994.			Person		http://example.org/1049231#Agent600-22	
Berman, Jay.				Berman, Jay.			Person		http://example.org/1025809#Agent100-12	
Wilson, Charles Morrow, 1905-1977.	116377524	116377524	0.9705882353	Wilson, Charles Morrow, 1905-1977.			Person		http://example.org/1002390#Agent100-13	
Fruhan, William E.	26012909	26012909	1	Fruhan, William E.			Person		http://example.org/1006318#Agent100-14	
Einzig, Paul, 1897-1973.	46836012	46836012	1	Einzig, Paul, 1897-1973.			Person		http://example.org/1016160#Agent100-10	
Gulick, Sidney Lewis, 1860-1945.	54513161	54513161	0.96875	Gulick, Sidney Lewis, 1860-1945.			Person		http://example.org/1053781#Agent100-11	
Federal Council of the Churches of Christ in America. Commission on Peace and Arbitration.		158583849		Federal Council of the Churches of Christ in America. Commission on Peace and Arbitration.	158583849	0.9888888889	Organization		http://example.org/1053781#Agent710-23	
Miner, Dwight Carroll, 1904-	61477894	61477894	1	Miner, Dwight Carroll, 1904-			Person		http://example.org/1053525#Agent100-12	
Colombia.				Colombia.			Jurisdiction		http://example.org/1053525#Agent610-22	
Churchill, Randolph S. (Randolph Spencer), 1911-1968.	91296029	91296029	0.9811320755	Churchill, Randolph S. (Randolph Spencer), 1911-1968.			Person		http://example.org/1046359#Agent100-11	
Conservative Party (Great Britain)		154203727		Conservative Party (Great Britain)	154203727	1	Organization		http://example.org/1046359#Agent610-19	
Reeves, Marjorie.	79054396	79054396	0.9411764706	Reeves, Marjorie.			Person		http://example.org/1005153#Agent100-11	
Joachim, of Fiore, approximately 1132-1202.	195764159	195764159	0.976744186	Joachim, of Fiore, approximately 1132-1202.			Person		http://example.org/1005153#Agent600-20	
Hirsch-Reich, Beatrice.	22190681	22190681	1	Hirsch-Reich, Beatrice.			Person		http://example.org/1005153#Agent700-24	
Ibn al-Nadīm, Muḥammad ibn Isḥāq, active 987.	100195866	100195866	0.9555555556	Ibn al-Nadīm, Muḥammad ibn Isḥāq, active 987.			Person		http://example.org/1098121#Agent100-13	
Dodge, Bayard, 1888-1972,	60558248	60558248	0.96	Dodge, Bayard, 1888-1972,			Person		http://example.org/1098121#Agent700-26	
British Film Academy, London.				British Film Academy, London.			Organization		http://example.org/1007984#Agent110-11	
Bojarski, Richard.	91264985	91264985	0.9444444444	Bojarski, Richard.			Person		http://example.org/1033913#Agent100-11	
Karloff, Boris, 1887-1969.	71426923	71426923	1	Karloff, Boris, 1887-1969.			Person		http://example.org/1033913#Agent600-19	
Beale, Kenneth,	214151942	214151942	0.9333333333	Beale, Kenneth,			Person		http://example.org/1033913#Agent700-20	
Hinxman, Margaret.	21090242	21090242	0.9444444444	Hinxman, Margaret.			Person		http://example.org/1033915#Agent100-10	
Bogarde, Dirk, 1921-1999.	111355131	111355131	1	Bogarde, Dirk, 1921-1999.			Person		http://example.org/1033915#Agent600-18	
D'Arcy, Susan,	27784098	27784098	0.9285714286	D'Arcy, Susan,			Person		http://example.org/1033915#Agent700-19	
Thomas, Tony, 1927-1997.	111106510	111106510	0.9583333333	Thomas, Tony, 1927-1997.			Person		http://example.org/1037411#Agent100-11	
Kelly, Gene, 1912-1996.	112718182	112718182	0.9565217391	Kelly, Gene, 1912-1996.			Person		http://example.org/1037411#Agent600-19	
Tuska, Jon.	34602879	34602879	0.9090909091	Tuska, Jon.			Person		http://example.org/1011473#Agent100-11	
West, Mae.	7521525	7521525	0.9	West, Mae.			Person		http://example.org/1011473#Agent600-19	
De Vries, Daniel.				De Vries, Daniel.			Person		http://example.org/1049642#Agent100-14	
Kubrick, Stanley.				Kubrick, Stanley.			Person		http://example.org/1049642#Agent600-22	
Quirk, Lawrence J.	44888089	44888089	1	Quirk, Lawrence J.			Person		http://example.org/1058223#Agent100-11	
Holden, William, 1918-1981.				Holden, William, 1918-1981.			Person		http://example.org/1058223#Agent600-19	
Morella, Joe.	29653329	29653329	1	Morella, Joe.			Person		http://example.org/1041028#Agent100-12	
Epstein, Edward Z.,	54307483	54307483	0.9473684211	Epstein, Edward Z.,			Person		http://example.org/1041028#Agent700-21	
Griggs, John,				Griggs, John,			Person		http://example.org/1041028#Agent700-22	
Woodward, Bob.				Woodward, Bob.			Person		http://example.org/100582#Agent100-20	
Nixon, Richard M. (Richard Milhous), 1913-1994	44303100	44303100	0.9347826087	Nixon, Richard M. (Richard Milhous), 1913-1994			Person		http://example.org/100582#Agent600-28	
Nixon, Richard M. (Richard Milhous), 1913-1994	44303100	44303100	0.9347826087	Nixon, Richard M. (Richard Milhous), 1913-1994			Person		http://example.org/100582#Agent600-29	
Bernstein, Carl, 1944-	108987085	108987085	0.8461538462	Bernstein, Carl, 1944-			Person		http://example.org/100582#Agent700-30	
Baum, Daniel Jay, 1934-	109600392	109600392	1	Baum, Daniel Jay, 1934-			Person		http://example.org/1063976#Agent100-14	
Merrett, A. J. (Anthony John)				Merrett, A. J. (Anthony John)			Person		http://example.org/1022735#Agent100-11	
Sykes, Allen,	56464572	56464572	0.9230769231	Sykes, Allen,			Person		http://example.org/1022735#Agent700-21	
Anderson, Leslie P.	91233114	91233114	0.9473684211	Anderson, Leslie P.			Person		http://example.org/1018731#Agent100-13	
Miller, Vergil V.,				Miller, Vergil V.,			Person		http://example.org/1018731#Agent700-24	
Thompson, Donald L.,	24052586	24052586	0.95	Thompson, Donald L.,			Person		http://example.org/1018731#Agent700-25	
Hicks, Ursula Kathleen (Webb), Mrs., 1896-				Hicks, Ursula Kathleen (Webb), Mrs., 1896-			Person		http://example.org/1020241#Agent100-11	
Ward, J. R. (John Robert)				Ward, J. R. (John Robert)			Person		http://example.org/1050807#Agent100-12	
Hooper, Shadrach G.	118879940	118879940	1	Hooper, Shadrach G.			Person		http://example.org/1018045#Agent100-11	
Spalding, William Frederick, 1879-				Spalding, William Frederick, 1879-			Person		http://example.org/1018621#Agent100-10	
Drummond, J. M. (Joseph Marnach)	58786576	58786576	1	Drummond, J. M. (Joseph Marnach)			Person		http://example.org/1023239#Agent100-11	
Bowsky, William M.	9963586	9963586	1	Bowsky, William M.			Person		http://example.org/1023265#Agent100-14	
Williamson, Charles C. (Charles Clarence), 1877-1965.				Williamson, Charles C. (Charles Clarence), 1877-1965.			Person		http://example.org/1022399#Agent100-12	
Ma, Yinchu, 1882-1982.	70266109	70266109	0.9545454545	Ma, Yinchu, 1882-1982.			Person		http://example.org/1022394#Agent100-13	
Stamp, Josiah, Sir, 1880-1941.	37078203	37078203	0.8	Stamp, Josiah, Sir, 1880-1941.			Person		http://example.org/1019476#Agent100-10	
Shaw, Stanford Jay.				Shaw, Stanford Jay.			Person		http://example.org/1020565#Agent100-11	
Cohen, Rose Naomi, 1913-	91300847	91300847	1	Cohen, Rose Naomi, 1913-			Person		http://example.org/1068999#Agent100-11	
New York City Public Schools.		138414326		New York City Public Schools.	138414326	0.9655172414	Organization		http://example.org/1068999#Agent610-19	
Ferris, John Alexander, 1806-1874.	41417048	41417048	0.9705882353	Ferris, John Alexander, 1806-1874.			Person		http://example.org/1016740#Agent100-11	
Rea, Leonard Owens, 1901-	28429443	28429443	1	Rea, Leonard Owens, 1901-			Person		http://example.org/1022377#Agent100-11	
Huse, Charles Phillips.	113462392	113462392	0.9565217391	Huse, Charles Phillips.			Person		http://example.org/1022383#Agent100-12	
Douglas, Charles Henry James, 1856-1931.	35900118	35900118	0.975	Douglas, Charles Henry James, 1856-1931.			Person		http://example.org/1022028#Agent100-12	
Sowers, Don Conger, 1883-				Sowers, Don Conger, 1883-			Person		http://example.org/1022392#Agent100-12	
Sowers, Don Conger, 1883-				Sowers, Don Conger, 1883-			Person		http://example.org/1022390#Agent100-11	
Stehman, J. Warren (Jonas Warren), 1887-	4655086	4655086	1	Stehman, J. Warren (Jonas Warren), 1887-			Person		http://example.org/1008031#Agent100-10	
American Telephone and Telegraph Company.		142695083		American Telephone and Telegraph Company.	142695083	1	Organization		http://example.org/1008031#Agent610-18	
Bolles, Albert Sidney, 1846-1939.	25756487	25756487	0.9696969697	Bolles, Albert Sidney, 1846-1939.			Person		http://example.org/1019477#Agent100-11	
American Management Association.		154225766		American Management Association.	154225766	0.90625	Organization		http://example.org/1018926#Agent110-11	
Benedict, Clarence C.				Benedict, Clarence C.			Person		http://example.org/1018926#Agent700-20	
Marting, Elizabeth,	49682536	49682536	0.9473684211	Marting, Elizabeth,			Person		http://example.org/1018926#Agent700-21	
Finley, Robert E.,	9394424	9394424	0.9444444444	Finley, Robert E.,			Person		http://example.org/1018926#Agent700-22	
Cohen, Jerome B., 1915-1986.	38196489	38196489	0.9642857143	Cohen, Jerome B., 1915-1986.			Person		http://example.org/1014000#Agent100-10	
Robbins, Sidney M.,	165281442	165281442	0.9473684211	Robbins, Sidney M.,			Person		http://example.org/1014000#Agent700-19	
Moulton, Harold Glenn, 1883-1965.	25439152	25439152	1	Moulton, Harold Glenn, 1883-1965.			Person		http://example.org/1016254#Agent100-11	
Dewing, Arthur S. (Arthur Stone), 1880-1971.	32085486	32085486	0.9772727273	Dewing, Arthur S. (Arthur Stone), 1880-1971.			Person		http://example.org/1021014#Agent100-11	
Dewing, Arthur S. (Arthur Stone), 1880-1971.	32085486	32085486	0.9772727273	Dewing, Arthur S. (Arthur Stone), 1880-1971.			Person		http://example.org/105242#Agent100-12	
Bennett, Robert Lee.				Bennett, Robert Lee.			Person		http://example.org/1016475#Agent100-12	
Gladstone, W. E. (William Ewart), 1809-1898.	71411983	71411983	0.9545454545	Gladstone, W. E. (William Ewart), 1809-1898.			Person		http://example.org/1020225#Agent100-11	
Rabie, Hassanein.				Rabie, Hassanein.			Person		http://example.org/1020563#Agent100-14	
Sumner, William Graham, 1840-1910.	14843241	14843241	0.9705882353	Sumner, William Graham, 1840-1910.			Person		http://example.org/1019491#Agent100-11	
Morris, Robert, 1734-1806.	68945505	68945505	0.9615384615	Morris, Robert, 1734-1806.			Person		http://example.org/1019491#Agent600-19	
Bishop, Avard Longley, 1875-1932.				Bishop, Avard Longley, 1875-1932.			Person		http://example.org/1020998#Agent100-10	
Cameron, Maxwell A., 1907-				Cameron, Maxwell A., 1907-			Person		http://example.org/1084118#Agent100-11	
Koch, Albert Ralph, 1914-				Koch, Albert Ralph, 1914-			Person		http://example.org/1018936#Agent100-11	
Levin, Betsy.	92053163	92053163	0.9230769231	Levin, Betsy.			Person		http://example.org/1062668#Agent100-10	
Muller, Thomas, 1933-				Muller, Thomas, 1933-			Person		http://example.org/1062668#Agent700-21	
Research Seminar on Financial Aspects of Profit Planning for Small Business (1966 : University of California, Los Angeles)		147012868		Research Seminar on Financial Aspects of Profit Planning for Small Business (1966 : University of California, Los Angeles)	147012868	1	Meeting		http://example.org/1018603#Agent111-11	
Pfeffer, Irving.	28602017	28602017	0.9375	Pfeffer, Irving.			Person		http://example.org/1018603#Agent700-24	
University of California, Los Angeles. Graduate School of Business Administration. Division of Research.		267669666		University of California, Los Angeles. Graduate School of Business Administration. Division of Research.	267669666	0.9903846154	Organization		http://example.org/1018603#Agent710-25	
Terry, Schuyler, Baldwin, 1883-	51359140	51359140	0.935483871	Terry, Schuyler, Baldwin, 1883-			Person		http://example.org/1020209#Agent100-11	
Anderson, Paul, 1880-1956.	23519414	23519414	0.9615384615	Anderson, Paul, 1880-1956.			Person		http://example.org/1060782#Agent100-13	
Covino, Frank.	75186269	75186269	0.9285714286	Covino, Frank.			Person		http://example.org/1087747#Agent100-11	
Grabhorn, Edwin E.	35700225	35700225	1	Grabhorn, Edwin E.			Person		http://example.org/1020465#Agent100-9	
Grabhorn Press.		140564813		Grabhorn Press.	140564813	0.9333333333	Organization		http://example.org/1020465#Agent710-20	
Institute for Propaganda Analysis.		130175507		Institute for Propaganda Analysis.	130175507	0.9705882353	Organization		http://example.org/1024391#Agent110-10	
Coughlin, Charles E. (Charles Edward), 1891-1979.	120784289	120784289	0.9795918367	Coughlin, Charles E. (Charles Edward), 1891-1979.			Person		http://example.org/1024391#Agent600-18	
Lee, Alfred McClung, 1906- ,	36997279	36997279	0.8666666667	Lee, Alfred McClung, 1906- ,			Person		http://example.org/1024391#Agent700-20	
Lee, Elizabeth Briant, Mrs.,				Lee, Elizabeth Briant, Mrs.,			Person		http://example.org/1024391#Agent700-21	
Gaines, Richard L.	9500787	9500787	1	Gaines, Richard L.			Person		http://example.org/1073672#Agent100-14	
Lawrenceville School.		131416281		Lawrenceville School.	131416281	0.9523809524	Organization		http://example.org/1073672#Agent610-22	
Newton South High School.				Newton South High School.			Organization		http://example.org/1073672#Agent610-23	
Ruland, Wilhelm, 1869-1927.	72152277	72152277	0.962962963	Ruland, Wilhelm, 1869-1927.			Person		http://example.org/1031698#Agent100-11	
Dodge, John D. (John David)	21052898	21052898	1	Dodge, John D. (John David)			Person		http://example.org/1033928#Agent100-11	
Wilkinson, Jule.	33240324	33240324	0.9375	Wilkinson, Jule.			Person		http://example.org/1076356#Agent100-9	
MacEwen, Gwendolyn, 1941-1987.	115290827	115290827	0.9666666667	MacEwen, Gwendolyn, 1941-1987.			Person		http://example.org/106507#Agent100-15	
Griswold, Jermiah, 1814?-1894.				Griswold, Jermiah, 1814?-1894.			Person		http://example.org/1020083#Agent100-10	
Schweppe, Emma, 1888-	74239427	74239427	1	Schweppe, Emma, 1888-			Person		http://example.org/1001220#Agent100-10	
Uniformed Firemen's Association, New York.				Uniformed Firemen's Association, New York.			Organization		http://example.org/1001220#Agent610-18	
Patrolmen's Benevolent Association, New York.				Patrolmen's Benevolent Association, New York.			Organization		http://example.org/1001220#Agent610-19	
Winn, Marie,	57784511	57784511	0.9166666667	Winn, Marie,			Person		http://example.org/1042157#Agent100-12	
Miller, Allan				Miller, Allan			Person		http://example.org/1042157#Agent700-22	
Alcorn, John,				Alcorn, John,			Person		http://example.org/1042157#Agent700-23	
Lief, Alder, 1901-				Lief, Alder, 1901-			Person		http://example.org/1003618#Agent100-10	
Firestone, Harvey Samuel, 1868-1938.	3464677	3464677	0.9722222222	Firestone, Harvey Samuel, 1868-1938.			Person		http://example.org/1003618#Agent600-19	
Firestone Tire and Rubber Company.		157090485		Firestone Tire and Rubber Company.	157090485	0.9705882353	Organization		http://example.org/1003618#Agent610-20	
Caṭṭopādhyāya, Śaratcandra, 1876-1938.	68938788	68938788	0.9736842105	Caṭṭopādhyāya, Śaratcandra, 1876-1938.			Person		http://example.org/1098948#Agent100-10	
Williams, Iolo Aneurin, 1890-1962.	9933260	9933260	0.9705882353	Williams, Iolo Aneurin, 1890-1962.			Person		http://example.org/1003666#Agent100-10	
