Column 1	matched_ID	ID	score (0.8)	Column 2	Column 3	Column 4	blank
Sheikh, Samira, 1971-	4672803	46728034	0.84	Person		http://example.org/6799297#Agent700-31	
Metcalf, Ben	2622154		1	Person		http://example.org/6808234#Agent100-17	
Field, Corinne T., 1965-	31063143	310631438	1	Person		http://example.org/6812251#Agent700-39	
Syrett, Nicholas L	11782490	11782490;86052134	0.9473684211	Person		http://example.org/6812251#Agent700-40	
O'Brien, Robert M	4563412		0.9444444444	Person		http://example.org/6677716#Agent100-15	
Alfaro, D. Virgil, III	16448462	164484627	1	Person		http://example.org/6790519#Agent700-31	
Jablon, Eric P	30594011	305940118	0.9333333333	Person		http://example.org/6790519#Agent700-32	
Kerrison, John B				Person		http://example.org/6790519#Agent700-33	
Sharpe, Kenneth A	30594011	305940119	0.9444444444	Person		http://example.org/6790519#Agent700-34	
Rodriguez-Fontal, Monica	30743413	307434130	0.96	Person		http://example.org/6790519#Agent700-35	
Moody, Harry R	4692301		0.9333333333	Person		http://example.org/6742782#Agent100-17	
Sasser, Jennifer R	180821748	180821748;9766149368820885980002;240625633	0.9473684211	Person		http://example.org/6742782#Agent700-31	
Bal, P. Matthijs 1981-	289495352			Person		http://example.org/6675221#Agent700-20	
Kooij, Dorien T.A.M				Person		http://example.org/6675221#Agent700-21	
Rousseau, Denise M	3232740	32327400	0.9473684211	Person		http://example.org/6675221#Agent700-22	
Mayes, Linda C	33069	330696	0.9333333333	Person		http://example.org/6799915#Agent700-30	
Lassonde, Stephen	521948	5219483	1	Person		http://example.org/6799915#Agent700-31	
Weinstein, Deborah, 1971-	66514585798812300000	6.65145857988123E+020	0.96	Person		http://example.org/6799915#Agent700-32	
Kozma, Liat	5630799	56307992;312599166	1	Person		http://example.org/6802872#Agent700-37	
Schayegh, Cyrus	708058	7080581	1	Person		http://example.org/6802872#Agent700-38	
Wishnitzer, Avner, 1976-	16054202	160542025	0.8571428571	Person		http://example.org/6802872#Agent700-39	
Sears, Alan, 1956-	4849110	48491100	1	Person		http://example.org/6754347#Agent100-18	
Cairns, James Irvine, 1979-	10674675	106746751	1	Person		http://example.org/6754347#Agent700-31	
Janis, Ely M	317090592	317090592;307474670	0.9230769231	Person		http://example.org/6694254#Agent100-17	
Land League (Ireland)				Organization		http://example.org/6694254#Agent610-28	
Herren, Ray V	12537222	12537222;2869149489091793810006;313511877	0.9285714286	Person		http://example.org/6774378#Agent100-12	
Krishna, K. R. (Kowligi R.)	2482888	24828887;;448146997174718890335	1	Person		http://example.org/6812787#Agent100-14	
Etingoff, Kim	75722302	75722302;;	0.9285714286	Person		http://example.org/6677806#Agent700-27	
Lewis, C. S. (Clive Staples), 1898-1963	22144877	22144877;	0.9487179487	Person		http://example.org/6815287#Agent100-13	
Mantel, Hilary	4441577	44415775	1	Person		http://example.org/6815287#Agent700-25	
Wang, Kan, 1957-	2382665		1	Person		http://example.org/6735477#Agent700-45	
Benkeblia, Noureddine	587145601963701000000	587145601963701321488;156149366242185601542	1	Person		http://example.org/6786252#Agent700-28	
McGormley, Robert W	169456122	169456122;	0.95	Person		http://example.org/6849542#Agent100-15	
National Research Council (U.S.). Transportation Research Board				Organization		http://example.org/6849542#Agent710-32	
Airport Cooperative Research Program				Organization		http://example.org/6849542#Agent710-33	
United States. Federal Aviation Administration				Jurisdiction		http://example.org/6849542#Agent710-34	
Exstare Federal Services Group				Organization		http://example.org/6849545#Agent710-31	
Rosales Law Partners				Organization		http://example.org/6849545#Agent710-32	
WHP Research, Inc				Organization		http://example.org/6849545#Agent710-33	
National Research Council (U.S.). Transportation Research Board				Organization		http://example.org/6849545#Agent710-34	
Airport Cooperative Research Program				Organization		http://example.org/6849545#Agent710-35	
United States. Federal Aviation Administration				Jurisdiction		http://example.org/6849545#Agent710-36	
Snieder, Roel	7408124	74081249;239303188	1	Person		http://example.org/6849269#Agent100-14	
van Wijk, Kasper	135714585714472000000	1.35714585714472E+021	0.9375	Person		http://example.org/6849269#Agent700-28	
Landau, David P., 1941-....	48094706		0.8666666667	Person		http://example.org/6809304#Agent100-16	
Binder, K. (Kurt), 1944-	1730159	17301594	1	Person		http://example.org/6809304#Agent700-30	
Thucydides	9516146		1	Person		http://example.org/6815260#Agent600-26	
Lee, Christine M	309842435		0.9411764706	Person		http://example.org/6815260#Agent700-28	
Morley, Neville	115294539	115294539;298132311	1	Person		http://example.org/6815260#Agent700-29	
Okuda, Mark	31071147	310711476	1	Person		http://example.org/6811285#Agent100-20	
Stephenson, Frank H.	310711483			Person		http://example.org/6811285#Agent700-33	
Irvine, William Braxton, 1952-	6429076	64290769	0.9090909091	Person		http://example.org/6802257#Agent100-20	
Fulbrook, Mary, 1951-	5416291	54162915	0.84	Person		http://example.org/6812328#Agent100-14	
Baghdiantz McCabe, Ina	11710596	117105966	1	Person		http://example.org/6679845#Agent100-20	
Shiraev, Eric, 1960- 	11762986	117629863	0.8333333333	Person		http://example.org/6630563#Agent100-16	
Wickens, Andrew P	64176082	64176082;1624145856990622920844;247675326	0.9444444444	Person		http://example.org/6774008#Agent100-19	
Mitchell, Stephen, 1948- 	9166932	91669326	0.8571428571	Person		http://example.org/6714095#Agent100-17	
hooks, bell, 1952-	7911593	79115934	1	Person		http://example.org/6802833#Agent100-23	
Fulton, Randall	31146295	311462950	1	Person		http://example.org/6786230#Agent100-15	
Vandermolen, Roy	31146295	311462953	1	Person		http://example.org/6786230#Agent700-30	
RTCA (Firm)				Organization		http://example.org/6786230#Agent710-31	
Sóbester, András	56082478	56082478;;	0.9411764706	Person		http://example.org/6720289#Agent100-28	
Forrester, Alexander I. J	14146332837918700000	14146332837918730204;80969088	0.9615384615	Person		http://example.org/6720289#Agent700-43	
Sullivan, Timothy J., 1950 July 17-				Person		http://example.org/6752744#Agent100-17	
Herlihy, Alan T., 1958-	30875607	308756075	1	Person		http://example.org/6752744#Agent700-29	
Webb, James R., 1948-	2168250		1	Person		http://example.org/6752744#Agent700-30	
Morison, Ian, 1943-	7955116	79551162	1	Person		http://example.org/6855746#Agent100-18	
Lata Marina Varghese	50814478271756400000	508144782717563510656;305365882;1651145856990822920843	1	Person		http://example.org/6807479#Agent100-18	
Kitching, Alan	316562240		1	Person		http://example.org/6698054#Agent100-14	
Svanberg, Jenny	7133612	71336124;34149106188568491470	1	Person		http://example.org/6768926#Agent700-36	
Withall, Adrienne	30983012	309830126	1	Person		http://example.org/6768926#Agent700-37	
Draper, Brian	7090503	70905039;193505643;	1	Person		http://example.org/6768926#Agent700-38	
Bowden, Stephen, 1955-	30983019	309830199	1	Person		http://example.org/6768926#Agent700-39	
Edwards, Laura F	27231702	27231702;50146998513718942190;116217444	0.9411764706	Person		http://example.org/6802417#Agent100-24	
McEwen, Donna R	2890160	28901606	0.9375	Person		http://example.org/6697520#Agent700-39	
Rothrock, Jane C., 1948-	8515610	85156103	1	Person		http://example.org/6697520#Agent700-40	
Tice, Bradley S	10591360	105913607	1	Person		http://example.org/6748928#Agent700-25	
Balleck, Barry	31071140	310711409	1	Person		http://example.org/6815615#Agent100-20	
Currie, Brad	31329531	313295317	1	Person		http://example.org/6803452#Agent100-13	
Edwards, Sam				Person		http://example.org/6849303#Agent100-14	
Niven, Jennifer	6172832	61728323;192783517;	1	Person		http://example.org/6790425#Agent100-23	
Bergman, Megan Mayhew	17065900	170659001;211145003323661301330	1	Person		http://example.org/6815469#Agent100-15	
Fang, Irving E	2721587	27215877	0.875	Person		http://example.org/6807471#Agent100-20	
Wetter, Erica				Person		http://example.org/6807471#Agent700-34	
Young, Reanna				Person		http://example.org/6807471#Agent700-35	
Toye, Gareth				Person		http://example.org/6807471#Agent700-36	
Rashid, Muhammed H., (Muhammed Haruhur), 1945-				Person		http://example.org/6809446#Agent700-31	
Rashid, Muhammad H. (Muhammad Harunur), 1945-	10647862	106478624;	1	Person		http://example.org/6811942#Agent700-36	
Buxton, Gavin	4614591103822710000	46145911038227060881;36533316;	1	Person		http://example.org/6786239#Agent100-14	
Pendlebury, John R., 1963-	1897355	18973551;103614950	1	Person		http://example.org/6786537#Agent700-29	
Erten, Erdem	24401196		1	Person		http://example.org/6786537#Agent700-30	
Larkham, Peter J., 1960-‏	94147135			Person		http://example.org/6786537#Agent700-31	
Sonne, Wolfgang, 1965-	5758040	57580400	0.8461538462	Person		http://example.org/6786537#Agent700-32	
Eisenberg, Nancy	12386629	12386629;;	0.9411764706	Person		http://example.org/6798501#Agent100-19	
Rabe, Jessica Lynn	31061518	310615189	0.9473684211	Person		http://example.org/6813608#Agent100-19	
Martorana, Robert J	31061519	310615190	0.95	Person		http://example.org/6813608#Agent700-31	
Akanbi, Oluwatobi Ayodeji	2514597133993230000	25145971339932330970;162144782706238652988	1	Person		http://example.org/6809181#Agent100-18	
Amiri, Iraj Sadegh, 1977-	31147199	311471994	1	Person		http://example.org/6809181#Agent700-32	
Fazeldehkordi, Elahe	4014597139613230000	40145971396132331064;265144782714482545534	1	Person		http://example.org/6809181#Agent700-33	
Fischbach, Frances Talaska	10925152	109251524	1	Person		http://example.org/6799002#Agent700-33	
Dunning, Marshall Barnett, III	16156598	161565984	1	Person		http://example.org/6799002#Agent700-34	
Nelson, Fred R. T., 1941- 	10869581	108695813	0.8620689655	Person		http://example.org/6706306#Agent100-19	
Blauvelt, Carolyn Taliaferro, 1933-	10869575	108695752	1	Person		http://example.org/6706306#Agent700-34	
Rooney, Anne	10365237	103652378;;	1	Person		http://example.org/6803067#Agent100-20	
Rooney, Anne	10365237	103652378;;	1	Person		http://example.org/6803067#Agent800-37	
Rooney, Anne	10365237	103652378;;	1	Person		http://example.org/6790493#Agent100-20	
Rooney, Anne	10365237	103652378;;	1	Person		http://example.org/6790493#Agent800-36	
Brandow, Michael, 1959-	3392638	33926388	1	Person		http://example.org/6802174#Agent100-13	
Cody, Robert				Person		http://example.org/6812820#Agent700-42	
Domin, Marek	31349303	313493033;;315233275	1	Person		http://example.org/6812820#Agent700-43	
World Bank				Organization		http://example.org/6786019#Agent610-37	
Jolliffe, Dean, 1963-	3552856	35528564	1	Person		http://example.org/6786019#Agent700-43	
Lanjouw, Peter	27078098	270780982;245953079;116379184	1	Person		http://example.org/6786019#Agent700-44	
World Bank. Development Research Group				Organization		http://example.org/6786019#Agent710-45	
World Bank Group				Organization		http://example.org/6786019#Agent710-46	
Crouse, Eric Robert, 1960-	4404332	44043323	0.9285714286	Person		http://example.org/6812593#Agent100-21	
Ellis, Jay, 1963-	26767727	267677271	0.9411764706	Person		http://example.org/6810960#Agent700-30	
Rosenbaum, Walter A				Person		http://example.org/6700623#Agent100-18	
Levine, Adam Seth, 1981-	31061441	310614412	1	Person		http://example.org/6802248#Agent100-18	
Noble, Mark, 1979-	75614585793962300000	7.56145857939623E+020	0.9444444444	Person		http://example.org/6803107#Agent100-16	
Gelpi, Albert	10949084		1	Person		http://example.org/6849251#Agent100-13	
Appy, Christian G	56789007	56789007;;77144782952245102868	0.9444444444	Person		http://example.org/6810961#Agent100-17	
Borcila, Andaluna, 1967-	30822950	308229500	0.8076923077	Person		http://example.org/6765754#Agent100-18	
Douglass, Frederick, 1818-1895	10088	10088;	0.9677419355	Person		http://example.org/6803231#Agent600-27	
Stowe, Harriet Beecher, 1811-1896	32003151	32003151;;	0.9705882353	Person		http://example.org/6803231#Agent600-28	
Jacobs, Harriet A. (Harriet Ann), 1813-1897	4679765	46797650	1	Person		http://example.org/6803231#Agent600-29	
Twain, Mark, 1835-1910	5056665	50566653;;	1	Person		http://example.org/6803231#Agent600-30	
Felgar, Robert, 1944-	26257723	262577236	0.84	Person		http://example.org/6803231#Agent700-34	
McDaniel, Cadra Peterson, 1984-	31071127	310711277	0.8857142857	Person		http://example.org/6815595#Agent100-17	
Bolʹshoĭ teatr SSSR. Balet				Organization		http://example.org/6815595#Agent610-27	
Greenberg, Martin Alan	8538670		1	Person		http://example.org/6802948#Agent100-20	
Ware, Susan, 1950-	305122785	305122785;205969905	0.9444444444	Person		http://example.org/6785996#Agent100-22	
Pickard, Victor W	2430380	24303801	0.8823529412	Person		http://example.org/6799184#Agent100-23	
Zeuske, Michael	26534824	265348246	1	Person		http://example.org/6740246#Agent100-19	
Amistad (Schooner)				Organization		http://example.org/6740246#Agent610-32	
Rendall, Steven	11306814	113068140	1	Person		http://example.org/6740246#Agent700-37	
Nelson, Mike, 1967-	16585172		0.8260869565	Person		http://example.org/6514115#Agent100-15	
Nelson, Mike, 1967-	16585172		0.8260869565	Person		http://example.org/6514115#Agent600-22	
Nelson, Mike, 1967-	16585172		0.8260869565	Person		http://example.org/6514115#Agent600-23	
Hebdige, Dick	21924240	219242406	1	Person		http://example.org/6514115#Agent700-24	
Papararo, Jenifer	7896095	78960955	1	Person		http://example.org/6514115#Agent700-25	
Contemporary Art Gallery (Vancouver, B.C.)				Organization		http://example.org/6514115#Agent710-26	
Power Plant (Art gallery)				Organization		http://example.org/6514115#Agent710-27	
McCutcheon, Russell T., 1961-	11619867	116198673	0.8787878788	Person		http://example.org/6790570#Agent100-16	
Récondo, Léonor de 1976-	305268583			Person		http://example.org/6815798#Agent100-13	
Smidt, Sandra, 1943-	42714478325236300000	4.27144783252363E+020	1	Person		http://example.org/6774806#Agent100-28	
Smidt, Sandra, 1943-	42714478325236300000	4.27144783252363E+020	1	Person		http://example.org/6773809#Agent100-22	
Pullen, Tim	9678270	96782701;81607972	1	Person		http://example.org/6802962#Agent100-23	
Dobkin, Bob	22080786	220807864	1	Person		http://example.org/6809390#Agent700-31	
Hamburger, John	7956902		0.9375	Person		http://example.org/6809390#Agent700-32	
Seens, Daniel	15993798	159937989	1	Person		http://example.org/6810829#Agent100-17	
Programme de financement des petites entreprises du Canada				Organization		http://example.org/6810829#Agent610-29	
Canada Small Business Financing Program				Organization		http://example.org/6810829#Agent610-30	
Canada. Industrie Canada				Jurisdiction		http://example.org/6810829#Agent710-35	
Canada. Direction générale de la petite entreprise. Direction de recherche et analyse				Jurisdiction		http://example.org/6810829#Agent710-36	
Zhao, Dangzhi	31519059	315190594	1	Person		http://example.org/6813179#Agent100-16	
Strotmann, Andreas	31519078	315190786	1	Person		http://example.org/6813179#Agent700-39	
McCrea, Rachel S	308757058	308757058;311193857;95149068475965730001	0.9411764706	Person		http://example.org/6677704#Agent100-15	
Morgan, Byron J. T., 1946- 	2466544	24665446	0.9615384615	Person		http://example.org/6677704#Agent700-30	
McCrea, Rachel S	308757058	308757058;311193857;95149068475965730001	0.9411764706	Person		http://example.org/6798642#Agent100-18	
Morgan, Byron J. T., 1946-	2466544	24665446	0.9615384615	Person		http://example.org/6798642#Agent700-34	
Das, Animesh	30981849	309818495;;317128912	1	Person		http://example.org/6677719#Agent100-15	
Hrbacek, Karel, 1944-	4555251	45552513	0.84	Person		http://example.org/6749007#Agent100-14	
Lessmann, Olivier	31071344	310713448	1	Person		http://example.org/6749007#Agent700-30	
O'Donovan, Richard (Richard John), 1953-	31071506	310715068	1	Person		http://example.org/6749007#Agent700-31	
Clarke, David L., -1976				Person		http://example.org/6811136#Agent100-20	
