LC	LC-ID	ID	Value	ID1	LC-P	LCP-ID	Column 2	Column 3	Column 4	blank
Xu, Jie, 1988-	http://id.loc.gov/authorities/names/n2014013353	http://id.loc.gov/authorities/names/n2014013353	Xu, Jie, 1988-	http://id.loc.gov/authorities/names/n2014013353	Xu, Jie, 1988-	n2014013353	Person		http://example.org/6733334#Agent700-37	
Leadbeater, Barry S. C.	http://id.loc.gov/authorities/names/n85187027	http://id.loc.gov/authorities/names/n85187027	Leadbeater, Barry S. C.	http://id.loc.gov/authorities/names/n85187027	Leadbeater, Barry S.C.	n85187027	Person		http://example.org/6798722#Agent100-18	
Stanley, Diane	http://id.loc.gov/authorities/names/n80130994	http://id.loc.gov/authorities/names/n80130994	Stanley, Diane	http://id.loc.gov/authorities/names/n80130994	Stanley, Diane	n80130994	Person		http://example.org/6808122#Agent100-14	
Shakespeare, William, 1564-1616	http://id.loc.gov/authorities/names/n78095332	http://id.loc.gov/authorities/names/n78095332	Shakespeare, William, 1564-1616	http://id.loc.gov/authorities/names/n78095332	Shakespeare, William, 1564-1616.	n78095332	Person		http://example.org/6808122#Agent600-24	
Dilley, Whitney Crothers	http://id.loc.gov/authorities/names/no2003045342	http://id.loc.gov/authorities/names/no2003045342	Dilley, Whitney Crothers	http://id.loc.gov/authorities/names/no2003045342	Dilley, Whitney Crothers	no2003045342	Person		http://example.org/6815371#Agent100-19	
Lee, Ang, 1954-	http://id.loc.gov/authorities/names/no94038345	http://id.loc.gov/authorities/names/no94038345	Lee, Ang, 1954-	http://id.loc.gov/authorities/names/no94038345	Lee, Ang, 1954-		Person		http://example.org/6815371#Agent600-31	
Sitney, P. Adams	http://id.loc.gov/authorities/names/nr88001387	http://id.loc.gov/authorities/names/nr88001387	Sitney, P. Adams	http://id.loc.gov/authorities/names/nr88001387	Sitney, P. Adams.	nr88001387	Person		http://example.org/6799787#Agent100-15	
Keyes, Jessica, 1950-	http://id.loc.gov/authorities/names/n90635173	http://id.loc.gov/authorities/names/n90635173	Keyes, Jessica, 1950-	http://id.loc.gov/authorities/names/n90635173	Keyes, Jessica, 1950-....	n90635173	Person		http://example.org/6766142#Agent100-16	
Keyes, Jessica, 1950-	http://id.loc.gov/authorities/names/n90635173	http://id.loc.gov/authorities/names/n90635173	Keyes, Jessica, 1950-	http://id.loc.gov/authorities/names/n90635173	Keyes, Jessica, 1950-....	n90635173	Person		http://example.org/6798768#Agent100-18	
Koontz, Dean R. (Dean Ray), 1945-	http://id.loc.gov/authorities/names/n79081582	http://id.loc.gov/authorities/names/n79081582	Koontz, Dean R. (Dean Ray), 1945-	http://id.loc.gov/authorities/names/n79081582	Koontz, Dean R. (Dean Ray), 1945-	n79081582	Person		http://example.org/6815176#Agent100-12	
Koontz, Dean R. (Dean Ray), 1945-	http://id.loc.gov/authorities/names/n79081582	http://id.loc.gov/authorities/names/n79081582	Koontz, Dean R. (Dean Ray), 1945-	http://id.loc.gov/authorities/names/n79081582	Koontz, Dean R. (Dean Ray), 1945-	n79081582	Person		http://example.org/6815176#Agent700-27	
Egan, Sean	http://id.loc.gov/authorities/names/nb98062965	http://id.loc.gov/authorities/names/nb98062965	Egan, Sean	http://id.loc.gov/authorities/names/nb98062965	Egan, Sean.	nb98062965	Person		http://example.org/6775655#Agent100-17	
Clash (Musical group)	http://id.loc.gov/authorities/names/n81130525	http://id.loc.gov/authorities/names/n81130525	Clash (Musical group)	http://id.loc.gov/authorities/names/n81130525	Clash (Musical group)		Organization		http://example.org/6775655#Agent610-30	
Barrow, Julia		no98131485	Barrow, Julia	http://id.loc.gov/authorities/names/no98131485	Barrow, Julia	no98131485	Person		http://example.org/6783679#Agent100-25	
Catholic Church	http://id.loc.gov/authorities/names/n79041716	http://id.loc.gov/authorities/names/n79041716	Catholic Church	http://id.loc.gov/authorities/names/n79041716	Catholic Church		Organization		http://example.org/6783679#Agent610-43	
Katusa, Marin		n2014064646	Katusa, Marin	http://id.loc.gov/authorities/names/n2014064646	Katusa, Marin.	n2014064646	Person		http://example.org/6786005#Agent100-20	
Chern, Cyril	http://id.loc.gov/authorities/names/n2007033165	http://id.loc.gov/authorities/names/n2007033165	Chern, Cyril	http://id.loc.gov/authorities/names/n2007033165	Chern, Cyril	n2007033165	Person		http://example.org/6769213#Agent100-19	
McCarthy, Terry (Social worker)	http://id.loc.gov/authorities/names/n2014051079	http://id.loc.gov/authorities/names/n2014051079	McCarthy, Terry (Social worker)	http://id.loc.gov/authorities/names/n2014051079	McCarthy, Terry (Social worker)	n2014051079	Person		http://example.org/6849937#Agent100-20	
Blain, John M., 1942-	http://id.loc.gov/authorities/names/n2012009976	http://id.loc.gov/authorities/names/n2012009976	Blain, John M., 1942-	http://id.loc.gov/authorities/names/n2012009976	Blain, John M., 1942-	n2012009976	Person		http://example.org/6663210#Agent100-17	
Pitt, Jeremy	http://id.loc.gov/authorities/names/no2004070076	http://id.loc.gov/authorities/names/no2004070076	Pitt, Jeremy	http://id.loc.gov/authorities/names/no2004070076	Pitt, Jeremy	no2004070076	Person		http://example.org/6805001#Agent700-31	
Hey, Anthony J. G.	http://id.loc.gov/authorities/names/n78043543	http://id.loc.gov/authorities/names/n78043543	Hey, Anthony J. G.	http://id.loc.gov/authorities/names/n78043543	Hey, Anthony J.G.	n78043543	Person		http://example.org/6809336#Agent100-17	
Pápay, Gyuri	http://id.loc.gov/authorities/names/n2014046535	http://id.loc.gov/authorities/names/n2014046535	Pápay, Gyuri	http://id.loc.gov/authorities/names/n2014046535	Pápay, Gyuri	n2014046535	Person		http://example.org/6809336#Agent700-29	
Donsbach, Wolfgang, 1949-	http://id.loc.gov/authorities/names/n83144008	http://id.loc.gov/authorities/names/n83144008	Donsbach, Wolfgang, 1949-	http://id.loc.gov/authorities/names/n83144008	Donsbach, Wolfgang, 1949-	n83144008	Person		http://example.org/6812126#Agent700-36	
Carlson, Jeff	http://id.loc.gov/authorities/names/n99025577	http://id.loc.gov/authorities/names/n99025577	Carlson, Jeff	http://id.loc.gov/authorities/names/n99025577	Carlson, Jeff	n99025577	Person		http://example.org/6809010#Agent100-18	
Moren, Dan	http://id.loc.gov/authorities/names/nb2016011746	http://id.loc.gov/authorities/names/nb2016011746	Moren, Dan	http://id.loc.gov/authorities/names/nb2016011746	Moren, Dan	nb2016011746	Person		http://example.org/6809010#Agent700-38	
Schalkwijk, F. W. (Frans W.)	http://id.loc.gov/authorities/names/n85052651	http://id.loc.gov/authorities/names/n85052651	Schalkwijk, F. W. (Frans W.)	http://id.loc.gov/authorities/names/n85052651	Schalkwijk, F.W. (Frans W.)	n85052651	Person		http://example.org/6709590#Agent100-21	
Babbage, Keen J.	http://id.loc.gov/authorities/names/n96092706	http://id.loc.gov/authorities/names/n96092706	Babbage, Keen J.	http://id.loc.gov/authorities/names/n96092706	Babbage, Keen J.	n96092706	Person		http://example.org/6813050#Agent100-21	
Roberts, Christopher N. J., 1975-	http://id.loc.gov/authorities/names/n2014021234	http://id.loc.gov/authorities/names/n2014021234	Roberts, Christopher N. J., 1975-	http://id.loc.gov/authorities/names/n2014021234	Roberts, Christopher N. J., 1975-....	n2014021234	Person		http://example.org/6803602#Agent100-18	
United Nations. General Assembly.			United Nations. General Assembly	http://id.loc.gov/authorities/names/n79007295	United Nations. General Assembly.		Organization		http://example.org/6803602#Agent610-30	
Ness, Roberta B.	http://id.loc.gov/authorities/names/n98800654	http://id.loc.gov/authorities/names/n98800654	Ness, Roberta B.	http://id.loc.gov/authorities/names/n98800654	Ness, Roberta B.	n98800654	Person		http://example.org/6788489#Agent100-18	
Keedus, Liisi	http://id.loc.gov/authorities/names/n2015011228	http://id.loc.gov/authorities/names/n2015011228	Keedus, Liisi	http://id.loc.gov/authorities/names/n2015011228	Keedus, Liisi	n2015011228	Person		http://example.org/6849254#Agent100-14	
Arendt, Hannah, 1906-1975	http://id.loc.gov/authorities/names/n50023617	http://id.loc.gov/authorities/names/n50023617	Arendt, Hannah, 1906-1975	http://id.loc.gov/authorities/names/n50023617	Arendt, Hannah, 1906-1975.	n50023617	Person		http://example.org/6849254#Agent600-25	
Strauss, Leo	http://id.loc.gov/authorities/names/n79081867	http://id.loc.gov/authorities/names/n79081867	Strauss, Leo	http://id.loc.gov/authorities/names/n79081867	Strauss, Leo		Person		http://example.org/6849254#Agent600-26	
Krason, Stephen M.	http://id.loc.gov/authorities/names/n84045079	http://id.loc.gov/authorities/names/n84045079	Krason, Stephen M.	http://id.loc.gov/authorities/names/n84045079	Krason, Stephen M.	n84045079	Person		http://example.org/6797059#Agent700-36	
Klebanov, Marianna S.	http://id.loc.gov/authorities/names/n2014011994	http://id.loc.gov/authorities/names/n2014011994	Klebanov, Marianna S.	http://id.loc.gov/authorities/names/n2014011994	Klebanov, Marianna S.	n2014011994	Person		http://example.org/6709586#Agent100-22	
Travis, Adam D.	http://id.loc.gov/authorities/names/n2014011995	http://id.loc.gov/authorities/names/n2014011995	Travis, Adam D.	http://id.loc.gov/authorities/names/n2014011995	Travis, Adam D.	n2014011995	Person		http://example.org/6709586#Agent700-37	
Waldinger, Roger David	http://id.loc.gov/authorities/names/n85807726	http://id.loc.gov/authorities/names/n85807726	Waldinger, Roger David	http://id.loc.gov/authorities/names/n85807726	Waldinger, Roger David.	n85807726	Person		http://example.org/6808082#Agent100-30	
White, Nigel D., 1961-	http://id.loc.gov/authorities/names/n88262100	http://id.loc.gov/authorities/names/n88262100	White, Nigel D., 1961-	http://id.loc.gov/authorities/names/n88262100	White, Nigel D., 1961-....	n88262100	Person		http://example.org/6815570#Agent100-23	
Mussolini, Benito, 1883-1945	http://id.loc.gov/authorities/names/n78095482	http://id.loc.gov/authorities/names/n78095482	Mussolini, Benito, 1883-1945	http://id.loc.gov/authorities/names/n78095482	Mussolini, Benito, 1883-1945		Person		http://example.org/6810981#Agent600-27	
Gundle, Stephen, 1956-	http://id.loc.gov/authorities/names/n95077649	http://id.loc.gov/authorities/names/n95077649	Gundle, Stephen, 1956-	http://id.loc.gov/authorities/names/n95077649	Gundle, Stephen, 1956-....	n95077649	Person		http://example.org/6810981#Agent700-33	
Duggan, Christopher	http://id.loc.gov/authorities/names/n87901323	http://id.loc.gov/authorities/names/n87901323	Duggan, Christopher	http://id.loc.gov/authorities/names/n87901323	Duggan, Christopher	n87901323	Person		http://example.org/6810981#Agent700-34	
Pieri, Giuliana	http://id.loc.gov/authorities/names/no2004015420	http://id.loc.gov/authorities/names/no2004015420	Pieri, Giuliana	http://id.loc.gov/authorities/names/no2004015420	Pieri, Giuliana.	no2004015420	Person		http://example.org/6810981#Agent700-35	
Brown, Peter, 1935-	http://id.loc.gov/authorities/names/n80020492	http://id.loc.gov/authorities/names/n80020492	Brown, Peter, 1935-	http://id.loc.gov/authorities/names/n80020492	Brown, Peter, 1935-....	n80020492	Person		http://example.org/6815123#Agent100-16	
Whitehead, Hal	http://id.loc.gov/authorities/names/n82227560	http://id.loc.gov/authorities/names/n82227560	Whitehead, Hal	http://id.loc.gov/authorities/names/n82227560	Whitehead, Hal	n82227560	Person		http://example.org/6773344#Agent100-19	
Rendell, Luke, 1973-	http://id.loc.gov/authorities/names/no2014071972	http://id.loc.gov/authorities/names/no2014071972	Rendell, Luke, 1973-	http://id.loc.gov/authorities/names/no2014071972	Rendell, Luke, 1973-	no2014071972	Person		http://example.org/6773344#Agent700-35	
Patterson, Orlando, 1940-	http://id.loc.gov/authorities/names/n50050679	http://id.loc.gov/authorities/names/n50050679	Patterson, Orlando, 1940-	http://id.loc.gov/authorities/names/n50050679	Patterson, Orlando, 1940-....	n50050679	Person		http://example.org/6861390#Agent700-30	
Fosse, Ethan	http://id.loc.gov/authorities/names/n2014044549	http://id.loc.gov/authorities/names/n2014044549	Fosse, Ethan	http://id.loc.gov/authorities/names/n2014044549	Fosse, Ethan	n2014044549	Person		http://example.org/6861390#Agent700-31	
Coles, Kimberly Anne, 1966-	http://id.loc.gov/authorities/names/nr2003027849	http://id.loc.gov/authorities/names/nr2003027849	Coles, Kimberly Anne, 1966-	http://id.loc.gov/authorities/names/nr2003027849	Coles, Kimberly Anne, 1966-....	nr2003027849	Person		http://example.org/6811226#Agent700-30	
Ahmed, Sara, 1969-	http://id.loc.gov/authorities/names/n98038016	http://id.loc.gov/authorities/names/n98038016	Ahmed, Sara, 1969-	http://id.loc.gov/authorities/names/n98038016	Ahmed, Sara, 1969-....	n98038016	Person		http://example.org/6756447#Agent100-16	
Fortier, Mark, 1953-	http://id.loc.gov/authorities/names/n96094370	http://id.loc.gov/authorities/names/n96094370	Fortier, Mark, 1953-	http://id.loc.gov/authorities/names/n96094370	Fortier, Mark, 1953-	n96094370	Person		http://example.org/6802918#Agent100-23	
Bloom, Harold	http://id.loc.gov/authorities/names/n79003258	http://id.loc.gov/authorities/names/n79003258	Bloom, Harold	http://id.loc.gov/authorities/names/n79003258	Bloom, Harold	n79003258	Person		http://example.org/6849625#Agent100-18	
Vollum, Scott, 1970-	http://id.loc.gov/authorities/names/n2007075137	http://id.loc.gov/authorities/names/n2007075137	Vollum, Scott, 1970-	http://id.loc.gov/authorities/names/n2007075137	Vollum, Scott, 1970-	n2007075137	Person		http://example.org/6752822#Agent700-35	
Lyon, Andrea D.	http://id.loc.gov/authorities/names/n85306933	http://id.loc.gov/authorities/names/n85306933	Lyon, Andrea D.	http://id.loc.gov/authorities/names/n85306933	Lyon, Andrea D.,		Person		http://example.org/6799182#Agent100-16	
O'Brien, Carl Sean	http://id.loc.gov/authorities/names/n2015022033	http://id.loc.gov/authorities/names/n2015022033	O'Brien, Carl Sean	http://id.loc.gov/authorities/names/n2015022033	O'Brien, Carl Séan	n2015022033	Person		http://example.org/6805536#Agent100-18	
Pyper, Andrew	http://id.loc.gov/authorities/names/n99259994	http://id.loc.gov/authorities/names/n99259994	Pyper, Andrew	http://id.loc.gov/authorities/names/n99259994	Pyper, Andrew	n99259994	Person		http://example.org/6786883#Agent100-12	
Vetlesen, Arne Johan, 1960-	http://id.loc.gov/authorities/names/n92112745	http://id.loc.gov/authorities/names/n92112745	Vetlesen, Arne Johan, 1960-	http://id.loc.gov/authorities/names/n92112745	Vetlesen, Arne Johan, 1960-	n92112745	Person		http://example.org/6811160#Agent100-20	
Aspelund, Karl	http://id.loc.gov/authorities/names/no2009106026	http://id.loc.gov/authorities/names/no2009106026	Aspelund, Karl	http://id.loc.gov/authorities/names/no2009106026	Aspelund, Karl	no2009106026	Person		http://example.org/6815283#Agent100-17	
Wolak, Arthur J.	http://id.loc.gov/authorities/names/nr2004000017	http://id.loc.gov/authorities/names/nr2004000017	Wolak, Arthur J.	http://id.loc.gov/authorities/names/nr2004000017	Wolak, Arthur J.	nr2004000017	Person		http://example.org/6774104#Agent100-18	
Ringe, Donald A., 1954-	http://id.loc.gov/authorities/names/nr95001154	http://id.loc.gov/authorities/names/nr95001154	Ringe, Donald A., 1954-	http://id.loc.gov/authorities/names/nr95001154	Ringe, Donald A., 1954-		Person		http://example.org/6799771#Agent100-15	
Taylor, Ann A., 1953-	http://id.loc.gov/authorities/names/n2001105436	http://id.loc.gov/authorities/names/n2001105436	Taylor, Ann A., 1953-	http://id.loc.gov/authorities/names/n2001105436	Taylor, Ann A., 1953-	n2001105436	Person		http://example.org/6799771#Agent700-30	
Green, James R., 1944-2016	http://id.loc.gov/authorities/names/n77018849	http://id.loc.gov/authorities/names/n77018849	Green, James R., 1944-2016	http://id.loc.gov/authorities/names/n77018849	Green, James R., 1944-		Person		http://example.org/6812608#Agent100-14	
United Mine Workers of America. District 17	http://id.loc.gov/authorities/names/n2004021548	http://id.loc.gov/authorities/names/n2004021548	United Mine Workers of America. District 17	http://id.loc.gov/authorities/names/n2004021548	United Mine Workers of America. District 17		Organization		http://example.org/6812608#Agent610-28	
Schenk, Sonja, 1965-	http://id.loc.gov/authorities/names/n2001005751	http://id.loc.gov/authorities/names/n2001005751	Schenk, Sonja, 1965-	http://id.loc.gov/authorities/names/n2001005751	Schenk, Sonja, 1965-	n2001005751	Person		http://example.org/6659421#Agent100-18	
Long, Ben, 1967-	http://id.loc.gov/authorities/names/n2001000574	http://id.loc.gov/authorities/names/n2001000574	Long, Ben, 1967-	http://id.loc.gov/authorities/names/n2001000574	Long, Ben, 1967-....	n2001000574	Person		http://example.org/6659421#Agent700-32	
Miller, Paul, 1957-	http://id.loc.gov/authorities/names/n2014040106	http://id.loc.gov/authorities/names/n2014040106	Miller, Paul, 1957-	http://id.loc.gov/authorities/names/n2014040106	Miller, Paul, 1957-		Person		http://example.org/6765450#Agent100-20	
Thornborrow, Joanna, 1957-	http://id.loc.gov/authorities/names/n97061490	http://id.loc.gov/authorities/names/n97061490	Thornborrow, Joanna, 1957-	http://id.loc.gov/authorities/names/n97061490	Thornborrow, Joanna, 1957-....	n97061490	Person		http://example.org/6802750#Agent100-21	
Mermelstein, Ari	http://id.loc.gov/authorities/names/n2014046873	http://id.loc.gov/authorities/names/n2014046873	Mermelstein, Ari	http://id.loc.gov/authorities/names/n2014046873	Mermelstein, Ari.	n2014046873	Person		http://example.org/6776032#Agent700-31	
Holtz, Shalom E.	http://id.loc.gov/authorities/names/n2009011084	http://id.loc.gov/authorities/names/n2009011084	Holtz, Shalom E.	http://id.loc.gov/authorities/names/n2009011084	Holtz, Shalom E.	n2009011084	Person		http://example.org/6776032#Agent700-32	
Cloud, Daniel	http://id.loc.gov/authorities/names/no2012152386	http://id.loc.gov/authorities/names/no2012152386	Cloud, Daniel	http://id.loc.gov/authorities/names/no2012152386	Cloud, Daniel	no2012152386	Person		http://example.org/6786479#Agent100-18	
Mortimer, Ian, 1967-	http://id.loc.gov/authorities/names/nr98024502	http://id.loc.gov/authorities/names/nr98024502	Mortimer, Ian, 1967-	http://id.loc.gov/authorities/names/nr98024502	Mortimer, Ian, 1967-....	nr98024502	Person		http://example.org/6799049#Agent100-18	
Tejedor, Chon	http://id.loc.gov/authorities/names/n2010035580	http://id.loc.gov/authorities/names/n2010035580	Tejedor, Chon	http://id.loc.gov/authorities/names/n2010035580	Tejedor, Chon	n2010035580	Person		http://example.org/6710569#Agent100-17	
Wittgenstein, Ludwig, 1889-1951.		n79032058	Wittgenstein, Ludwig, 1889-1951	http://id.loc.gov/authorities/names/n79032058	Wittgenstein, Ludwig, 1889-1951.	n79032058	Person		http://example.org/6710569#Agent600-28	
Brock, Avril	http://id.loc.gov/authorities/names/nb99068536	http://id.loc.gov/authorities/names/nb99068536	Brock, Avril	http://id.loc.gov/authorities/names/nb99068536	Brock, Avril.	nb99068536	Person		http://example.org/6662329#Agent700-29	
Lewis, James Bryant	http://id.loc.gov/authorities/names/no2002109397	http://id.loc.gov/authorities/names/no2002109397	Lewis, James Bryant	http://id.loc.gov/authorities/names/no2002109397	Lewis, James Bryant	no2002109397	Person		http://example.org/6811198#Agent700-42	
East India Company	http://id.loc.gov/authorities/names/n79118917	http://id.loc.gov/authorities/names/n79118917	East India Company	http://id.loc.gov/authorities/names/n79118917	East India Company		Organization		http://example.org/6798667#Agent610-32	
East India Company	http://id.loc.gov/authorities/names/n79118917	http://id.loc.gov/authorities/names/n79118917	East India Company	http://id.loc.gov/authorities/names/n79118917	East India Company		Organization		http://example.org/6798667#Agent610-33	
Damodaran, Vinita	http://id.loc.gov/authorities/names/n89166061	http://id.loc.gov/authorities/names/n89166061	Damodaran, Vinita	http://id.loc.gov/authorities/names/n89166061	Damodaran, Vinita	n89166061	Person		http://example.org/6798667#Agent700-40	
Winterbottom, Anna, 1979-	http://id.loc.gov/authorities/names/n2014063739	http://id.loc.gov/authorities/names/n2014063739	Winterbottom, Anna, 1979-	http://id.loc.gov/authorities/names/n2014063739	Winterbottom, Anna, 1979-....	n2014063739	Person		http://example.org/6798667#Agent700-41	
Lester, Alan	http://id.loc.gov/authorities/names/n96120242	http://id.loc.gov/authorities/names/n96120242	Lester, Alan	http://id.loc.gov/authorities/names/n96120242	Lester, Alan,		Person		http://example.org/6798667#Agent700-42	
Frazier, Robeson Taj, 1981-	http://id.loc.gov/authorities/names/no2014081812	http://id.loc.gov/authorities/names/no2014081812	Frazier, Robeson Taj, 1981-	http://id.loc.gov/authorities/names/no2014081812	Frazier, Robeson Taj, 1981-	no2014081812	Person		http://example.org/6813060#Agent100-19	
Muscolino, Micah S., 1977-	http://id.loc.gov/authorities/names/n2009042246	http://id.loc.gov/authorities/names/n2009042246	Muscolino, Micah S., 1977-	http://id.loc.gov/authorities/names/n2009042246	Muscolino, Micah S., 1977-....	n2009042246	Person		http://example.org/6783807#Agent100-25	
Tanaka, Yasushi	http://id.loc.gov/authorities/names/n97857383	http://id.loc.gov/authorities/names/n97857383	Tanaka, Yasushi	http://id.loc.gov/authorities/names/n97857383	Tanaka, Yasushi,		Person		http://example.org/6756231#Agent100-17	
Cullinan, John			Cullinan, John	http://id.loc.gov/authorities/names/nb97082404	Cullinan, John.		Person		http://example.org/6815417#Agent700-24	
Lyons, Sean, 1966-	http://id.loc.gov/authorities/names/nb2009026496	http://id.loc.gov/authorities/names/nb2009026496	Lyons, Sean, 1966-	http://id.loc.gov/authorities/names/nb2009026496	Lyons, Sean, 1966-	nb2009026496	Person		http://example.org/6815417#Agent700-25	
Nolan, Brian, 1953-	http://id.loc.gov/authorities/names/n82096431	http://id.loc.gov/authorities/names/n82096431	Nolan, Brian, 1953-	http://id.loc.gov/authorities/names/n82096431	Nolan, Brian, 1953-	n82096431	Person		http://example.org/6815417#Agent700-26	
Patrucco, Pier Paolo	http://id.loc.gov/authorities/names/n2014013563	http://id.loc.gov/authorities/names/n2014013563	Patrucco, Pier Paolo	http://id.loc.gov/authorities/names/n2014013563	Patrucco, Pier Paolo	n2014013563	Person		http://example.org/6710601#Agent700-33	
Bruni, Luigino, 1966-	http://id.loc.gov/authorities/names/n00107707	http://id.loc.gov/authorities/names/n00107707	Bruni, Luigino, 1966-	http://id.loc.gov/authorities/names/n00107707	Bruni, Luigino, 1966-....	n00107707	Person		http://example.org/6667869#Agent100-18	
Smerilli, Alessandra	http://id.loc.gov/authorities/names/no2010164949	http://id.loc.gov/authorities/names/no2010164949	Smerilli, Alessandra	http://id.loc.gov/authorities/names/no2010164949	Smerilli, Alessandra	no2010164949	Person		http://example.org/6667869#Agent700-32	
Merasty, Joseph Auguste	http://id.loc.gov/authorities/names/no2015033131	http://id.loc.gov/authorities/names/no2015033131	Merasty, Joseph Auguste	http://id.loc.gov/authorities/names/no2015033131	Merasty, Joseph Auguste	no2015033131	Person		http://example.org/6785672#Agent100-8	
Carpenter, David, 1941-	http://id.loc.gov/authorities/names/n78006930	http://id.loc.gov/authorities/names/n78006930	Carpenter, David, 1941-	http://id.loc.gov/authorities/names/n78006930	Carpenter, David, 1941-....	n78006930	Person		http://example.org/6785672#Agent700-21	
McBroom, Matthew W. (Matthew Wayne), 1972-	http://id.loc.gov/authorities/names/no2010166556	http://id.loc.gov/authorities/names/no2010166556	McBroom, Matthew W. (Matthew Wayne), 1972-	http://id.loc.gov/authorities/names/no2010166556	McBroom, Matthew W. (Matthew Wayne), 1972-	no2010166556	Person		http://example.org/6536280#Agent700-27	
Kiewe, Amos	http://id.loc.gov/authorities/names/n86868161	http://id.loc.gov/authorities/names/n86868161	Kiewe, Amos	http://id.loc.gov/authorities/names/n86868161	Kiewe, Amos.	n86868161	Person		http://example.org/6810991#Agent700-28	
Houck, Davis W.	http://id.loc.gov/authorities/names/n91016636	http://id.loc.gov/authorities/names/n91016636	Houck, Davis W.	http://id.loc.gov/authorities/names/n91016636	Houck, Davis W.	n91016636	Person		http://example.org/6810991#Agent700-29	
Sweitzer, Letitia		n88004521	Sweitzer, Letitia	http://id.loc.gov/authorities/names/n88004521	Sweitzer, Letitia	n88004521	Person		http://example.org/6629534#Agent100-20	
Sweitzer, Letitia		n88004521	Sweitzer, Letitia	http://id.loc.gov/authorities/names/n88004521	Sweitzer, Letitia	n88004521	Person		http://example.org/6625804#Agent100-20	
Phillips, Kevin, 1940-	http://id.loc.gov/authorities/names/n50010293	http://id.loc.gov/authorities/names/n50010293	Phillips, Kevin, 1940-	http://id.loc.gov/authorities/names/n50010293	Phillips, Kevin, 1940-	n50010293	Person		http://example.org/6774242#Agent100-18	
Republican Party (U.S. : 1854- )	http://id.loc.gov/authorities/names/n80067040	http://id.loc.gov/authorities/names/n80067040	Republican Party (U.S. : 1854- )	http://id.loc.gov/authorities/names/n80067040	Republican Party (U.S. : 1854-)		Organization		http://example.org/6774242#Agent610-32	
Warner, Joanne	http://id.loc.gov/authorities/names/nb2015004946	http://id.loc.gov/authorities/names/nb2015004946	Warner, Joanne	http://id.loc.gov/authorities/names/nb2015004946	Warner, Joanne,		Person		http://example.org/6811111#Agent100-20	
Naas, Michael	http://id.loc.gov/authorities/names/no95026861	http://id.loc.gov/authorities/names/no95026861	Naas, Michael	http://id.loc.gov/authorities/names/no95026861	Naas, Michael.	no95026861	Person		http://example.org/6790450#Agent100-18	
Derrida, Jacques.		n79092610	Derrida, Jacques	http://id.loc.gov/authorities/names/n79092610	Derrida, Jacques	n79092610	Person		http://example.org/6790450#Agent600-30	
Lacalle, Daniel	http://id.loc.gov/authorities/names/n50041313	http://id.loc.gov/authorities/names/n50041313	Lacalle, Daniel	http://id.loc.gov/authorities/names/n50041313	Lacalle, Daniel	n50041313	Person		http://example.org/6812130#Agent100-25	
Parrilla, Diego, 1973-	http://id.loc.gov/authorities/names/n2014072515	http://id.loc.gov/authorities/names/n2014072515	Parrilla, Diego, 1973-	http://id.loc.gov/authorities/names/n2014072515	Parrilla, Diego, 1973-	n2014072515	Person		http://example.org/6812130#Agent700-41	
Koo, Richard	http://id.loc.gov/authorities/names/no95008954	http://id.loc.gov/authorities/names/no95008954	Koo, Richard	http://id.loc.gov/authorities/names/no95008954	Koo, Richard	no95008954	Person		http://example.org/6802526#Agent100-17	
Barnbaum, Bruce, 1943-	http://id.loc.gov/authorities/names/n88629758	http://id.loc.gov/authorities/names/n88629758	Barnbaum, Bruce, 1943-	http://id.loc.gov/authorities/names/n88629758	Barnbaum, Bruce, 1943-	n88629758	Person		http://example.org/6784389#Agent100-16	
Deming David A			Deming, David E., 1796-1879	http://id.loc.gov/authorities/names/no2014148843	Deming, David A.,		Person		http://example.org/6748980#Agent100-14	
Cortada, James W.	http://id.loc.gov/authorities/names/n79062777	http://id.loc.gov/authorities/names/n79062777	Cortada, James W.	http://id.loc.gov/authorities/names/n79062777	Cortada, James W.	n79062777	Person		http://example.org/6798506#Agent100-27	
Studer, Jeannine R.	http://id.loc.gov/authorities/names/n2005024442	http://id.loc.gov/authorities/names/n2005024442	Studer, Jeannine R.	http://id.loc.gov/authorities/names/n2005024442	Studer, Jeannine R.	n2005024442	Person		http://example.org/6658938#Agent100-17	
Bailey, Stephen, 1947-	http://id.loc.gov/authorities/names/nb2004303532	http://id.loc.gov/authorities/names/nb2004303532	Bailey, Stephen, 1947-	http://id.loc.gov/authorities/names/nb2004303532	Bailey, Stephen, 1947-....	nb2004303532	Person		http://example.org/6804838#Agent100-18	
Null, Linda	http://id.loc.gov/authorities/names/n2002162238	http://id.loc.gov/authorities/names/n2002162238	Null, Linda	http://id.loc.gov/authorities/names/n2002162238	Null, Linda.	n2002162238	Person		http://example.org/6752520#Agent100-16	
Lobur, Julia		n2002162233	Lobur, Julia	http://id.loc.gov/authorities/names/n2002162233	Lobur, Julia.	n2002162233	Person		http://example.org/6752520#Agent700-30	
Tebeaux, Elizabeth	http://id.loc.gov/authorities/names/n80140696	http://id.loc.gov/authorities/names/n80140696	Tebeaux, Elizabeth	http://id.loc.gov/authorities/names/n80140696	Tebeaux, Elizabeth	n80140696	Person		http://example.org/6810994#Agent100-19	
