Val	match-ID-F	score-lc	Column 1	LC-VP	match-ID	score	Cor	LC-VC	score-c	org	Column 3	Column 4	blank
Bishop, A. S.	no2009157533	100	Bishop, A. S				Bishop, A. S			Person		http://example.org/1069080#Agent100-14	
Walshe, Peter, 1934-	n82129856	100	Walshe, Peter, 1934-	n82129856	n82129856	0.8333333333	Walshe, Peter, 1934-			Person		http://example.org/1050281#Agent100-14	
African National Congress	n80119817	100	African National Congress		n80119817		African National Congress	n80119817	0.9615384615	Organization		http://example.org/1050281#Agent610-24	
Park, Joe	nr89018320	100	Park, Joe				Park, Joe			Person		http://example.org/1056855#Agent100-11	
Fanning, Leonard M.	n98049945	100	Fanning, Leonard M	n98049945	n98049945	0.9473684211	Fanning, Leonard M			Person		http://example.org/1012524#Agent100-11	
Hitchcock, Henry-Russell, 1903-1987	n80076368	100	Hitchcock, Henry-Russell, 1903-1987	n80076368	n80076368	1	Hitchcock, Henry-Russell, 1903-1987			Person		http://example.org/1083980#Agent700-23	
Kaufmann, Edgar, 1910-1989	n86001568	100	Kaufmann, Edgar, 1910-1989	n86001568	n86001568	1	Kaufmann, Edgar, 1910-1989			Person		http://example.org/1083980#Agent700-24	
Metropolitan Museum of Art (New York, N.Y.)	n79129629	100	Metropolitan Museum of Art (New York, N.Y.)		n79129629		Metropolitan Museum of Art (New York, N.Y.)	n79129629	0.9069767442	Organization		http://example.org/1083980#Agent710-25	
Carey, Jane Perry Clark, 1898-	n50058798	100	Carey, Jane Perry Clark, 1898-	n50058798	n50058798	1	Carey, Jane Perry Clark, 1898-			Person		http://example.org/1044638#Agent100-12	
Blainey, Geoffrey	n50008505	100	Blainey, Geoffrey	n50008505	n50008505	1	Blainey, Geoffrey			Person		http://example.org/1002756#Agent100-13	
Mitchell, Broadus, 1892-1988	n50033628	100	Mitchell, Broadus, 1892-1988	n50033628	n50033628	1	Mitchell, Broadus, 1892-1988			Person		http://example.org/1001918#Agent100-12	
Semmel, Bernard	n50010588	100	Semmel, Bernard	n50010588	n50010588	1	Semmel, Bernard			Person		http://example.org/1008531#Agent100-20	
Martin, Kingsley, 1897-1969	n80019604	100	Martin, Kingsley, 1897-1969	n80019604	n80019604	1	Martin, Kingsley, 1897-1969			Person		http://example.org/1038972#Agent100-12	
Elliott, Ward E. Y			Elliott, Ward E. Y				Elliott, Ward E. Y			Person		http://example.org/1058446#Agent100-14	
United States. Supreme Court	n79006848	100	United States. Supreme Court		n79006848		United States. Supreme Court	n79006848	1	Jurisdiction		http://example.org/1058446#Agent610-23	
McVey, Ruth Thomas	n50007908	100	McVey, Ruth Thomas	n50007908	n50007908	0.9473684211	McVey, Ruth Thomas			Person		http://example.org/1051797#Agent100-11	
Partai Komunis Indonesia	n80115535	100	Partai Komunis Indonesia		n80115535		Partai Komunis Indonesia	n80115535	0.9583333333	Organization		http://example.org/1051797#Agent610-19	
Large, Stephen S.	n81118594	100	Large, Stephen S	n81118594	n81118594	0.9411764706	Large, Stephen S			Person		http://example.org/1003358#Agent100-11	
Yūaikai	nr90029127	92	Yūaikai				Yūaikai			Organization		http://example.org/1003358#Agent610-20	
Salvadori, Massimo	n80046448	100	Salvadori, Massimo	n80046448	n80046448	1	Salvadori, Massimo			Person		http://example.org/1037456#Agent100-11	
Salvadori, Massimo	n80046448	100	Salvadori, Massimo	n80046448	n80046448	1	Salvadori, Massimo			Person		http://example.org/1037458#Agent100-15	
Brown, Bruce, 1930-	n82070227	100	Brown, Bruce, 1930-	n82070227	n82070227	0.8260869565	Brown, Bruce, 1930-			Person		http://example.org/1050576#Agent100-11	
New Zealand Labour Party	n50055483	100	New Zealand Labour Party		n50055483		New Zealand Labour Party	n50055483	0.9166666667	Organization		http://example.org/1050576#Agent610-19	
Eiselen, Malcolm Rogers, 1902-1965	n2004063990	100	Eiselen, Malcolm Rogers, 1902-1965	n2004063990	n2004063990	1	Eiselen, Malcolm Rogers, 1902-1965			Person		http://example.org/1071885#Agent100-12	
Keep, John L. H.	n86003356	100	Keep, John L. H	n86003356	n86003356	0.9375	Keep, John L. H			Person		http://example.org/1051528#Agent100-10	
Rossiĭskai͡a sot͡sial-demokraticheskai͡a rabochai͡a partii͡a	n82154776	99	Rossiĭskai͡a sot͡sial-demokraticheskai͡a rabochai͡a partii͡a				Rossiĭskai͡a sot͡sial-demokraticheskai͡a rabochai͡a partii͡a			Organization		http://example.org/1051528#Agent610-18	
Martindale, Andrew	n80089649	100	Martindale, Andrew	n80089649	n80089649	0.9473684211	Martindale, Andrew			Person		http://example.org/1076996#Agent100-19	
Clark, Dora Mae	n90612889	100	Clark, Dora Mae	n90612889	n90612889	0.9375	Clark, Dora Mae			Person		http://example.org/1020275#Agent100-11	
Great Britain. Treasury	n80050333	100	Great Britain. Treasury		n80050333		Great Britain. Treasury	n80050333	1	Jurisdiction		http://example.org/1020275#Agent610-19	
Zhang, Guotao, 1897-	n81022379	100	Zhang, Guotao, 1897-	n81022379	n81022379	1	Zhang, Guotao, 1897-			Person		http://example.org/1051933#Agent100-14	
Zhongguo gong chan dang	n79090028	100	Zhongguo gong chan dang		n79090028		Zhongguo gong chan dang	n79090028	1	Organization		http://example.org/1051933#Agent610-24	
Stillman, Richard Joseph, 1943-	n50011361	85	Stillman, Richard Joseph, 1943-	n50011361	n50011361	0.8387096774	Stillman, Richard Joseph, 1943-			Person		http://example.org/1046342#Agent100-12	
Lampard, Eric E.	no2004081408	100	Lampard, Eric E	no2004081408	no2004081408	0.9375	Lampard, Eric E			Person		http://example.org/1003743#Agent100-11	
David, Ralph			David, Ralph				David, Ralph			Person		http://example.org/1005138#Agent100-9	
Jayawardena, Kumari	n79096214	100	Jayawardena, Kumari	n79096214	n79096214	0.95	Jayawardena, Kumari			Person		http://example.org/1001661#Agent100-14	
Bisschop, W. R., 1866-1944	no90002080	100	Bisschop, W. R., 1866-1944	no90002080	no90002080	1	Bisschop, W. R., 1866-1944			Person		http://example.org/1017143#Agent100-11	
Young, Michael Dunlop, 1915-2002	n50014587	100	Young, Michael Dunlop, 1915-2002	n50014587	n50014587	1	Young, Michael Dunlop, 1915-2002			Person		http://example.org/1024256#Agent100-10	
Barnes, Eric George Sampson			Barnes, Eric George Sampson				Barnes, Eric George Sampson			Person		http://example.org/1006127#Agent100-10	
Midland Railway Company	n50049407	100	Midland Railway Company				Midland Railway Company			Organization		http://example.org/1006127#Agent610-18	
Ulman, Lloyd	n83210958	100	Ulman, Lloyd	n83210958	n83210958	1	Ulman, Lloyd			Person		http://example.org/108734#Agent100-11	
Mackerras, Colin	n50041845	100	Mackerras, Colin	n50041845	n50041845	1	Mackerras, Colin			Person		http://example.org/1083239#Agent100-14	
Wardle, David	n50021736	100	Wardle, David				Wardle, David			Person		http://example.org/1023665#Agent100-12	
Hopkins, Charles Howard, 1905-	n79068373	100	Hopkins, Charles Howard, 1905-	n79068373	n79068373	0.8823529412	Hopkins, Charles Howard, 1905-			Person		http://example.org/1025354#Agent100-15	
Ashby, Eric, 1904-1992	n50002671	100	Ashby, Eric, 1904-1992	n50002671	n50002671	1	Ashby, Eric, 1904-1992			Person		http://example.org/1066191#Agent100-16	
Anderson, Mary, historian			Anderson, Mary, historian				Anderson, Mary, historian			Person		http://example.org/1066191#Agent700-27	
Williams, Irving G			Williams, Irving G				Williams, Irving G			Person		http://example.org/1045483#Agent100-11	
North, Douglass C. (Douglass Cecil)	n79127766	100	North, Douglass C. (Douglass Cecil)	n79127766	n79127766	1	North, Douglass C. (Douglass Cecil)			Person		http://example.org/1009593#Agent100-14	
Thomas, Robert Paul	n50010207	100	Thomas, Robert Paul				Thomas, Robert Paul			Person		http://example.org/1009593#Agent700-23	
Green, Constance McLaughlin, 1897-1975	n50033950	100	Green, Constance McLaughlin, 1897-1975	n50033950	n50033950	0.9473684211	Green, Constance McLaughlin, 1897-1975			Person		http://example.org/1030298#Agent100-12	
Roberts, Frederick Sleigh Roberts, Earl, 1832-1914	n50050404	100	Roberts, Frederick Sleigh Roberts, Earl, 1832-1914	n50050404	n50050404	1	Roberts, Frederick Sleigh Roberts, Earl, 1832-1914			Person		http://example.org/1069650#Agent100-10	
Wellington, Arthur Wellesley, Duke of, 1769-1852	n80034909	100	Wellington, Arthur Wellesley, Duke of, 1769-1852	n80034909	n80034909	1	Wellington, Arthur Wellesley, Duke of, 1769-1852			Person		http://example.org/1069650#Agent600-20	
Whitby, Charles Joseph	nr2003019031	80	Whitby, Charles Joseph				Whitby, Charles Joseph			Person		http://example.org/1016497#Agent100-9	
Fabricant, Solomon, 1906-	n50012077	100	Fabricant, Solomon, 1906-	n50012077	n50012077	1	Fabricant, Solomon, 1906-			Person		http://example.org/1045542#Agent100-11	
Stravinsky, Igor, 1882-1971	n79070061	100	Stravinsky, Igor, 1882-1971	n79070061	n79070061	1	Stravinsky, Igor, 1882-1971			Person		http://example.org/1081894#Agent100-9	
Stravinsky, Igor, 1882-1971	n79070061	100	Stravinsky, Igor, 1882-1971	n79070061	n79070061	1	Stravinsky, Igor, 1882-1971			Person		http://example.org/1081894#Agent600-19	
Ray, Sudhansu Kumar			Ray, Sudhansu Kumar				Ray, Sudhansu Kumar			Person		http://example.org/1079892#Agent100-10	
Alexiou, Margaret	n85295602	100	Alexiou, Margaret	n85295602	n85295602	0.9444444444	Alexiou, Margaret			Person		http://example.org/1033786#Agent100-12	
Stein, Richard L.	n85157111	100	Stein, Richard L				Stein, Richard L			Person		http://example.org/106474#Agent100-13	
Ruskin, John, 1819-1900	n79006950	100	Ruskin, John, 1819-1900	n79006950	n79006950	0.9583333333	Ruskin, John, 1819-1900			Person		http://example.org/106474#Agent600-21	
Rossetti, Dante Gabriel, 1828-1882	n79117985	100	Rossetti, Dante Gabriel, 1828-1882	n79117985	n79117985	1	Rossetti, Dante Gabriel, 1828-1882			Person		http://example.org/106474#Agent600-22	
Pater, Walter, 1839-1894	n79117248	100	Pater, Walter, 1839-1894	n79117248	n79117248	0.96	Pater, Walter, 1839-1894			Person		http://example.org/106474#Agent600-23	
Powys, Theodore Francis, 1875-1953	n50021842	100	Powys, Theodore Francis, 1875-1953	n50021842	n50021842	1	Powys, Theodore Francis, 1875-1953			Person		http://example.org/1049122#Agent100-10	
Phythian, B. A.	n80061057	100	Phythian, B. A	n80061057	n80061057	0.9333333333	Phythian, B. A			Person		http://example.org/10153#Agent100-10	
Sheridan, Richard Brinsley, 1751-1816	n79089813	100	Sheridan, Richard Brinsley, 1751-1816	n79089813	n79089813	0.9736842105	Sheridan, Richard Brinsley, 1751-1816			Person		http://example.org/10153#Agent600-19	
Hubback, Mrs			Hubback, Mrs				Hubback, Mrs			Person		http://example.org/1022501#Agent100-9	
Fast, Henry R			Fast, Henry R				Fast, Henry R			Person		http://example.org/100902#Agent100-10	
Neil, D. A.	n50028431	100	Neil, D. A				Neil, D. A			Person		http://example.org/100902#Agent700-22	
Canada. Agriculture Canada. Economics Branch	n82067850	100	Canada. Agriculture Canada. Economics Branch		n82067850		Canada. Agriculture Canada. Economics Branch	n82067850	1	Jurisdiction		http://example.org/100902#Agent710-23	
Time-Life Books	n78095365	100	Time-Life Books		n78095365		Time-Life Books	n78095365	0.9333333333	Organization		http://example.org/100397#Agent110-15	
O'Neil, Paul, 1909-	n80040455	100	O'Neil, Paul, 1909-	n80040455	n80040455	1	O'Neil, Paul, 1909-			Person		http://example.org/100397#Agent700-28	
Walker, Malcolm T.	no2006004830	100	Walker, Malcolm T	no2006004830	no2006004830	0.9444444444	Walker, Malcolm T			Person		http://example.org/1025410#Agent100-12	
Shakespeare, William, 1564-1616	n78095332	100	Shakespeare, William, 1564-1616	n78095332	n78095332	0.96875	Shakespeare, William, 1564-1616			Person		http://example.org/1035023#Agent100-11	
Evans, G. Blakemore (Gwynne Blakemore), 1912- 	n83127788	94	Evans, G. Blakemore (Gwynne Blakemore), 1912- 	n83127788	n83127788	0.9183673469	Evans, G. Blakemore (Gwynne Blakemore), 1912- 			Person		http://example.org/1035023#Agent700-22	
Lambart, Helen H			Lambart, Helen H				Lambart, Helen H			Person		http://example.org/1015606#Agent100-13	
Arcand, Jennifer			Arcand, Jennifer				Arcand, Jennifer			Person		http://example.org/1015606#Agent700-24	
Johnson, Robert William, 1863-			Johnson, Robert William, 1863-				Johnson, Robert William, 1863-			Person		http://example.org/1006761#Agent100-11	
Aughton, Richard			Aughton, Richard				Aughton, Richard			Person		http://example.org/1006761#Agent700-21	
Pūrṇa Sarasvatī			Pūrṇa Sarasvatī				Pūrṇa Sarasvatī			Person		http://example.org/1039717#Agent100-10	
Gore, Narayan Anant			Gore, Narayan Anant				Gore, Narayan Anant			Person		http://example.org/1039717#Agent700-21	
Bhavabhūti, 8th century			Bhavabhūti, 8th century				Bhavabhūti, 8th century			Person		http://example.org/1039717#Agent700-22	
Blažek, Antonín			Blažek, Antonín				Blažek, Antonín			Person		http://example.org/1057792#Agent100-13	
Daniels, T. (Thomas), 1925-	no2005076091	100	Daniels, T. (Thomas), 1925-	no2005076091	no2005076091	1	Daniels, T. (Thomas), 1925-			Person		http://example.org/1031995#Agent100-11	
Crane, Roger Alan, 1942-			Crane, Roger Alan, 1942-				Crane, Roger Alan, 1942-			Person		http://example.org/1073062#Agent100-9	
Childs, Gregg E			Childs, Gregg E				Childs, Gregg E			Person		http://example.org/1048584#Agent100-10	
Ericks, Lewis J			Ericks, Lewis J				Ericks, Lewis J			Person		http://example.org/1048584#Agent700-23	
Powell, Robert L.	n50021820	100	Powell, Robert L	n50021820	n50021820	0.9411764706	Powell, Robert L			Person		http://example.org/1048584#Agent700-24	
Powell, Robert L.	n50021820	100	Powell, Robert L	n50021820	n50021820	0.9411764706	Powell, Robert L			Person		http://example.org/1048584#Agent700-25	
Institute for Basic Standards (U.S.). Cryogenics Division	n81034727	100	Institute for Basic Standards (U.S.). Cryogenics Division		n81034727		Institute for Basic Standards (U.S.). Cryogenics Division	n81034727	1	Organization		http://example.org/1048584#Agent710-26	
Buretta, Richard John, 1940-			Buretta, Richard John, 1940-				Buretta, Richard John, 1940-			Person		http://example.org/1007028#Agent100-9	
Thermo-Fluids Conference (1972 : Sydney, N.S.W.)			Thermo-Fluids Conference (1972 : Sydney, N.S.W.)				Thermo-Fluids Conference (1972 : Sydney, N.S.W.)			Meeting		http://example.org/1060674#Agent111-11	
Institution of Engineers Australia	n80051881	100	Institution of Engineers Australia		n80051881		Institution of Engineers Australia	n80051881	0.9705882353	Organization		http://example.org/1060674#Agent710-21	
Dudley, James Carlton, 1946-			Dudley, James Carlton, 1946-				Dudley, James Carlton, 1946-			Person		http://example.org/1068195#Agent100-9	
Symposium on Thermal Insulation, Columbus, Ohio, 1968			Symposium on Thermal Insulation, Columbus, Ohio, 1968				Symposium on Thermal Insulation, Columbus, Ohio, 1968			Meeting		http://example.org/1020720#Agent111-9	
American Society of Heating, Refrigerating and Air-Conditioning Engineers	n82013636	100	American Society of Heating, Refrigerating and Air-Conditioning Engineers		n82013636		American Society of Heating, Refrigerating and Air-Conditioning Engineers	n82013636	0.9178082192	Organization		http://example.org/1020720#Agent710-20	
Wendlandt, Wesley William	n50002479	100	Wendlandt, Wesley William	n50002479	n50002479	1	Wendlandt, Wesley William			Person		http://example.org/1015729#Agent100-13	
Morley, M. J			Morley, M. J				Morley, M. J			Person		http://example.org/1057018#Agent100-10	
Meat Research Institute, Bristol, England			Meat Research Institute, Bristol, England				Meat Research Institute, Bristol, England			Organization		http://example.org/1057018#Agent810-21	
Zotin, A. I. (Aleksandr Ilʹich), 1926-	n81128550	100	Zotin, A. I. (Aleksandr Ilʹich), 1926-	n81128550	n81128550	1	Zotin, A. I. (Aleksandr Ilʹich), 1926-			Person		http://example.org/1035425#Agent100-11	
Mills, K. C.	no96062378	100	Mills, K. C	no96062378	no96062378	0.8181818182	Mills, K. C			Person		http://example.org/1027935#Agent100-11	
Modell, Michael, 1924-	n82099651	100	Modell, Michael, 1924-	n82099651	n82099651	0.8461538462	Modell, Michael, 1924-			Person		http://example.org/1023627#Agent100-13	
Reid, Robert C., 1924-2006	n50050926	100	Reid, Robert C., 1924-2006	n50050926	n50050926	1	Reid, Robert C., 1924-2006			Person		http://example.org/1023627#Agent700-23	
Zudkevitch, David	n85043138	100	Zudkevitch, David	n85043138	n85043138	1	Zudkevitch, David			Person		http://example.org/1022902#Agent700-21	
Zarember, Irving	no2011016617	100	Zarember, Irving	no2011016617	no2011016617	1	Zarember, Irving			Person		http://example.org/1022902#Agent700-22	
Anthony, Rayford G. (Rayford Gaines), 1935-	n88063295	100	Anthony, Rayford G. (Rayford Gaines), 1935-	n88063295	n88063295	1	Anthony, Rayford G. (Rayford Gaines), 1935-			Person		http://example.org/1022902#Agent700-23	
Dixon, John R.	n82013519	100	Dixon, John R				Dixon, John R			Person		http://example.org/1076657#Agent100-11	
Saxena, Surendra Kumar, 1936-	n79045191	100	Saxena, Surendra Kumar, 1936-	n79045191	n79045191	0.8787878788	Saxena, Surendra Kumar, 1936-			Person		http://example.org/1057460#Agent100-11	
Holman, J. P. (Jack Philip)	n79104324	100	Holman, J. P. (Jack Philip)	n79104324	n79104324	1	Holman, J. P. (Jack Philip)			Person		http://example.org/1026309#Agent100-14	
Privorotskii, Ilya, 1938-			Privorotskii, Ilya, 1938-				Privorotskii, Ilya, 1938-			Person		http://example.org/106346#Agent100-11	
Baehr, H. D. (Hans Dieter)	n83827095	100	Baehr, H. D. (Hans Dieter)	n83827095	n83827095	0.9615384615	Baehr, H. D. (Hans Dieter)			Person		http://example.org/1029159#Agent700-18	
Barnard, Ronald Derrick			Barnard, Ronald Derrick				Barnard, Ronald Derrick			Person		http://example.org/1070742#Agent100-10	
Cooper, Jeffery R			Cooper, Jeffery R				Cooper, Jeffery R			Person		http://example.org/1047109#Agent100-10	
Le Fevre, Edwin			Le Fevre, Edwin				Le Fevre, Edwin			Person		http://example.org/1047109#Agent700-19	
Roder, Hans M.	n80163286	100	Roder, Hans M	n80163286	n80163286	0.9285714286	Roder, Hans M			Person		http://example.org/1067631#Agent100-9	
Weber, Lloyd A			Weber, Lloyd A				Weber, Lloyd A			Person		http://example.org/1067631#Agent700-22	
Aerospace Safety Research and Data Institute	no00025417	100	Aerospace Safety Research and Data Institute		no00025417		Aerospace Safety Research and Data Institute	no00025417	1	Organization		http://example.org/1067631#Agent710-23	
Ogorkiewicz, Richard M.	n50025057	100	Ogorkiewicz, Richard M	n50025057	n50025057	0.9565217391	Ogorkiewicz, Richard M			Person		http://example.org/1075470#Agent700-21	
Imperial Chemical Industries, ltd. Plastics Division	n82029079	100	Imperial Chemical Industries, ltd. Plastics Division		n82029079		Imperial Chemical Industries, ltd. Plastics Division	n82029079	1	Organization		http://example.org/1075470#Agent710-22	
Swan, Henry, 1913-1996	n2012186777	93	Swan, Henry, 1913-1996	n2012186777	n2012186777	0.8461538462	Swan, Henry, 1913-1996			Person		http://example.org/1045628#Agent100-11	
Little, Walter	n77010896	100	Little, Walter				Little, Walter			Person		http://example.org/1017318#Agent100-12	
Rae, John Bell, 1911-	n81089077	100	Rae, John Bell, 1911-	n81089077	n81089077	0.84	Rae, John Bell, 1911-			Person		http://example.org/1006020#Agent100-14	
Cannon, Olga, Lady			Cannon, Olga, Lady				Cannon, Olga, Lady			Person		http://example.org/1000621#Agent100-15	
Cannon, Leslie, Sir, 1920-1970			Cannon, Leslie, Sir, 1920-1970				Cannon, Leslie, Sir, 1920-1970			Person		http://example.org/1000621#Agent600-23	
Anderson, J. R. L. (John Richard Lane), 1911-	n79075199	100	Anderson, J. R. L. (John Richard Lane), 1911-	n79075199	n79075199	1	Anderson, J. R. L. (John Richard Lane), 1911- 			Person		http://example.org/1000621#Agent700-24	
Hewlett, Maurice, 1861-1923	n50039548	100	Hewlett, Maurice, 1861-1923	n50039548	n50039548	1	Hewlett, Maurice, 1861-1923			Person		http://example.org/10884#Agent100-10	
Walls, Bryan E., 1946-	n80092777	100	Walls, Bryan E., 1946-	n80092777	n80092777	1	Walls, Bryan E., 1946-			Person		http://example.org/1004#Agent100-13	
Londres, Albert	n50044341	85	Londres, Albert				Londres, Albert			Person		http://example.org/1038213#Agent100-11	
Sutton, Eric	n84239212	100	Sutton, Eric				Sutton, Eric			Person		http://example.org/1038213#Agent700-21	
Shaw, Bernard, 1856-1950	n79006533	100	Shaw, Bernard, 1856-1950	n79006533	n79006533	0.96	Shaw, Bernard, 1856-1950			Person		http://example.org/1037227#Agent100-14	
Montreal Museum of Fine Arts	n81082776	100	Montreal Museum of Fine Arts		n81082776		Montreal Museum of Fine Arts	n81082776	1	Organization		http://example.org/1077469#Agent110-13	
Montreal Museum of Fine Arts	n81082776	100	Montreal Museum of Fine Arts		n81082776		Montreal Museum of Fine Arts	n81082776	1	Organization		http://example.org/1077469#Agent610-21	
Collins, Kenneth	nr2001006275	100	Collins, Kenneth				Collins, Kenneth			Person		http://example.org/1014652#Agent100-10	
Chein, Isidor, 1912-1981	n2004115547	100	Chein, Isidor, 1912-1981	n2004115547	n2004115547	1	Chein, Isidor, 1912-1981			Person		http://example.org/105778#Agent100-12	
Wallerstein, Immanuel Maurice, 1930-	n80034122	100	Wallerstein, Immanuel Maurice, 1930-	n80034122	n80034122	0.9	Wallerstein, Immanuel Maurice, 1930-			Person		http://example.org/1026845#Agent100-11	
Makarenko, Anton Semenovich, 1888-1939	n79081824	100	Makarenko, Anton Semenovich, 1888-1939	n79081824	n79081824	0.9743589744	Makarenko, Anton Semenovich, 1888-1939			Person		http://example.org/1046827#Agent100-10	
Trudovai͡a kolonii͡a imeni M. Gorʹkogo, Poltava			Trudovai͡a kolonii͡a imeni M. Gorʹkogo, Poltava				Trudovai͡a kolonii͡a imeni M. Gorʹkogo, Poltava			Person		http://example.org/1046827#Agent600-18	
Wagoner, David	n80010019	100	Wagoner, David	n80010019	n80010019	1	Wagoner, David			Person		http://example.org/1022233#Agent100-11	
Shillington, C. Howard			Shillington, C. Howard				Shillington, C. Howard			Person		http://example.org/1035390#Agent100-9	
Small, Christopher	n50014728	100	Small, Christopher	n50014728	n50014728	0.9473684211	Small, Christopher			Person		http://example.org/107958#Agent100-10	
Orwell, George, 1903-1950	n79058639	100	Orwell, George, 1903-1950	n79058639	n79058639	0.9615384615	Orwell, George, 1903-1950			Person		http://example.org/107958#Agent600-18	
Slonimsky, Nicolas, 1894-1995	n50012579	100	Slonimsky, Nicolas, 1894-1995	n50012579	n50012579	1	Slonimsky, Nicolas, 1894-1995			Person		http://example.org/1082949#Agent100-10	
Eggleston, Wilfrid, 1901-			Eggleston, Wilfrid, 1901-				Eggleston, Wilfrid, 1901-			Person		http://example.org/1045994#Agent100-17	
Bagby, Wesley Marvin, 1922-			Bagby, Wesley Marvin, 1922-				Bagby, Wesley Marvin, 1922-			Person		http://example.org/1043047#Agent100-11	
Buckley, Horace Mann, 1883-	no2014020627	100	Buckley, Horace Mann, 1883-	no2014020627	no2014020627	1	Buckley, Horace Mann, 1883-			Person		http://example.org/103432#Agent700-21	
Place, Irene Magdaline Glazik, 1912-			Place, Irene Magdaline Glazik, 1912-				Place, Irene Magdaline Glazik, 1912-			Person		http://example.org/1011192#Agent100-13	
Strony, Madeline S.	no00034771	100	Strony, Madeline S	no00034771	no00034771	0.9473684211	Strony, Madeline S			Person		http://example.org/1011192#Agent700-23	
Macmillan, William M. (William Miller), 1885-1974	n50042719	100	Macmillan, William M. (William Miller), 1885-1974	n50042719	n50042719	1	Macmillan, William M. (William Miller), 1885-1974			Person		http://example.org/1054296#Agent100-11	
South African Communist Party	n82016195	100	South African Communist Party		n82016195		South African Communist Party	n82016195	0.8965517241	Organization		http://example.org/1050282#Agent110-12	
South African Communist Party	n82016195	100	South African Communist Party		n82016195		South African Communist Party	n82016195	0.8965517241	Organization		http://example.org/1050282#Agent610-20	
New Fabian Research Bureau (Great Britain)	n84077860	100	New Fabian Research Bureau (Great Britain)		n84077860		New Fabian Research Bureau (Great Britain)	n84077860	1	Organization		http://example.org/1055613#Agent710-27	
Orwell, George, 1903-1950	n79058639	100	Orwell, George, 1903-1950	n79058639	n79058639	0.9615384615	Orwell, George, 1903-1950			Person		http://example.org/1055643#Agent100-13	
Montgomery, L. M. (Lucy Maud), 1874-1942	n81018346	100	Montgomery, L. M. (Lucy Maud), 1874-1942	n81018346	n81018346	0.975	Montgomery, L. M. (Lucy Maud), 1874-1942			Person		http://example.org/1037322#Agent100-13	
Kidder, Tracy	n81040847	100	Kidder, Tracy	n81040847	n81040847	0.9285714286	Kidder, Tracy			Person		http://example.org/1047907#Agent100-12	
Corona, Juan, 1934-	n79045429	100	Corona, Juan, 1934-	n79045429	n79045429	1	Corona, Juan, 1934-			Person		http://example.org/1047907#Agent600-21	
Museum of Primitive Art (New York, N.Y.)	n50074749	100	Museum of Primitive Art (New York, N.Y.)		n50074749		Museum of Primitive Art (New York, N.Y.)	n50074749	1	Organization		http://example.org/1078646#Agent110-11	
Sainsbury, Robert J			Sainsbury, Robert J				Sainsbury, Robert J			Person		http://example.org/1078646#Agent600-20	
Sainsbury, Lisa	n80098489	100	Sainsbury, Lisa	n80098489	n80098489	1	Sainsbury, Lisa			Person		http://example.org/1078646#Agent600-21	
Serraillier, Ian	n50009816	100	Serraillier, Ian	n50009816	n50009816	1	Serraillier, Ian			Person		http://example.org/1068779#Agent100-10	
Wegner, Fritz	n50020935	100	Wegner, Fritz	n50020935	n50020935	1	Wegner, Fritz			Person		http://example.org/1068779#Agent700-19	
Baum, Daniel Jay, 1934-	n50005436	86	Baum, Daniel Jay, 1934-				Baum, Daniel Jay, 1934-			Person		http://example.org/104084#Agent100-11	
United States	n78095330	100	United States				United States			Jurisdiction		http://example.org/104084#Agent610-19	
Asimov, Isaac, 1920-1992	n80126289	100	Asimov, Isaac, 1920-1992	n80126289	n80126289	0.96	Asimov, Isaac, 1920-1992			Person		http://example.org/1041665#Agent100-10	
George, F. H. (Frank Honywill), 1921-	n50017350	100	George, F. H. (Frank Honywill), 1921-	n50017350	n50017350	1	George, F. H. (Frank Honywill), 1921-			Person		http://example.org/1055291#Agent100-12	
Humphries, John D.	n92021457	100	Humphries, John D	n92021457	n92021457	0.9444444444	Humphries, John D			Person		http://example.org/1055291#Agent700-22	
Willcox, A. R.	n50017068	100	Willcox, A. R	n50017068	n50017068	0.8461538462	Willcox, A. R			Person		http://example.org/1078664#Agent100-13	
Hellström, Pontus	n88631500	97	Hellström, Pontus	n88631500	n88631500	0.9444444444	Hellström, Pontus			Person		http://example.org/1007166#Agent100-10	
Langballe, Hans			Langballe, Hans				Langballe, Hans			Person		http://example.org/1007166#Agent700-21	
Scandinavian Joint Expedition to Sudanese Nubia	n81146672	100	Scandinavian Joint Expedition to Sudanese Nubia		n81146672		Scandinavian Joint Expedition to Sudanese Nubia	n81146672	0.9574468085	Meeting		http://example.org/1007166#Agent811-22	
Wilman, M. (Maria), 1867-1957	no2004095664	100	Wilman, M. (Maria), 1867-1957	no2004095664	no2004095664	1	Wilman, M. (Maria), 1867-1957			Person		http://example.org/1051788#Agent100-10	
Alexander McGregor Memorial Museum	n87153411	100	Alexander McGregor Memorial Museum		n87153411		Alexander McGregor Memorial Museum	n87153411	1	Organization		http://example.org/1051788#Agent710-21	
Lawrence, D. H. (David Herbert), 1885-1930	n79018450	100	Lawrence, D. H. (David Herbert), 1885-1930	n79018450	n79018450	0.976744186	Lawrence, D. H. (David Herbert), 1885-1930			Person		http://example.org/1049032#Agent100-9	
Roos, Paavo	n85287301	100	Roos, Paavo	n85287301	n85287301	0.9166666667	Roos, Paavo			Person		http://example.org/1054511#Agent100-11	
Bugbee, Willis N. (Willis Newton), 1870-	no2001091766	100	Bugbee, Willis N. (Willis Newton), 1870-	no2001091766	no2001091766	1	Bugbee, Willis N. (Willis Newton), 1870-			Person		http://example.org/1019552#Agent100-10	
