Val	match-ID-F	score-lc	Column 1	LCP	match-ID	score	Cor	LCC	score-c	Column 2	Column 3	Column 4
Hollingworth, Harry Levi, 1880-			Hollingworth, Harry Levi, 1880-				Hollingworth, Harry Levi, 1880-			Person		http://example.org/1014596#Agent100-10
Hanson, Philip	n2009069495	100	Hanson, Philip	nr88010319	nr88010319	0.8235294117647058	Hanson, Philip			Person		http://example.org/1031040#Agent100-15
Wilson, Alexander	n50015499	100	Wilson, Alexander				Wilson, Alexander			Person		http://example.org/1015342#Agent700-21
University of Manchester. Extra-Mural Department	n81032834	100	University of Manchester. Extra-Mural Department		n81032834		University of Manchester. Extra-Mural Department	n81032834	1	Organization		http://example.org/1015342#Agent710-22
Henry, David H. W. (David Howard Woodhouse), 1916-	n88060005	100	Henry, David H. W. (David Howard Woodhouse), 1916-	n88060005	n88060005	1	Henry, David H. W. (David Howard Woodhouse), 1916-			Person		http://example.org/1066888#Agent100-10
Canada. Department of Consumer and Corporate Affairs	n80067147	100	Canada. Department of Consumer and Corporate Affairs				Canada. Department of Consumer and Corporate Affairs			Jurisdiction		http://example.org/1066888#Agent610-18
Howard, John A.	n50029039	100	Howard, John A				Howard, John A			Person		http://example.org/1010070#Agent100-13
Hulbert, James	n2013052932	100	Hulbert, James	n80087987	n80087987	0.8235294117647058	Hulbert, James			Person		http://example.org/1010070#Agent700-25
United States. Federal Trade Commission	n79066322	100	United States. Federal Trade Commission		n79066322		United States. Federal Trade Commission	n79066322	1	Jurisdiction		http://example.org/1010070#Agent710-26
Taplin, Walter	no2005037867	100	Taplin, Walter	no2005037867	no2005037867	1	Taplin, Walter			Person		http://example.org/1014608#Agent100-11
Burton, Philip Ward, 1910-	n79055684	100	Burton, Philip Ward, 1910-	n79055684	n79055684	1	Burton, Philip Ward, 1910-			Person		http://example.org/1015302#Agent100-11
Kreer, G. Bowman	no2008033984	100	Kreer, G. Bowman	no2008033984	no2008033984	0.9411764705882353	Kreer, G. Bowman			Person		http://example.org/1015302#Agent700-21
Hepner, Harry Walker, 1893-	n50038122	91	Hepner, Harry Walker, 1893-	n50038122	n50038122	0.8709677419354839	Hepner, Harry Walker, 1893-			Person		http://example.org/1014681#Agent100-10
Burton, Philip Ward, 1910-	n79055684	100	Burton, Philip Ward, 1910-	n79055684	n79055684	1	Burton, Philip Ward, 1910-			Person		http://example.org/1014648#Agent100-13
Miller, J. Robert (John Robert), 1913-	n50033691	100	Miller, J. Robert (John Robert), 1913-	n50033691	n50033691	1	Miller, J. Robert (John Robert), 1913-			Person		http://example.org/1014648#Agent700-22
Bauer, Raymond Augustine, 1916-1977	n79043576	100	Bauer, Raymond Augustine, 1916-1977	n79043576	n79043576	1	Bauer, Raymond Augustine, 1916-1977			Person		http://example.org/1014615#Agent100-12
Greyser, Stephen A.	n80037783	100	Greyser, Stephen A	n80037783	n80037783	0.9473684210526315	Greyser, Stephen A			Person		http://example.org/1014615#Agent700-24
Kanter, Donald L. (Donald Lucky), 1925-	n88194268	100	Kanter, Donald L. (Donald Lucky), 1925-	n88194268	n88194268	1	Kanter, Donald L. (Donald Lucky), 1925-			Person		http://example.org/1014615#Agent700-25
Weilbacher, William M.	n79045394	100	Weilbacher, William M	n79045394	n79045394	0.9545454545454546	Weilbacher, William M			Person		http://example.org/1014615#Agent700-26
American Association of Advertising Agencies	n50064032	100	American Association of Advertising Agencies		n50064032		American Association of Advertising Agencies	n50064032	1	Organization		http://example.org/1014615#Agent710-27
Harvard University. Graduate School of Business Administration. Division of Research	n79055649	100	Harvard University. Graduate School of Business Administration. Division of Research		n79055649		Harvard University. Graduate School of Business Administration. Division of Research	n79055649	0.9404761904761905	Organization		http://example.org/1014615#Agent710-28
Borden, Neil H. (Neil Hopper), 1895-1980	n2008034781	100	Borden, Neil H. (Neil Hopper), 1895-1980	n2008034781	n2008034781	1	Borden, Neil H. (Neil Hopper), 1895-1980			Person		http://example.org/1014582#Agent100-10
Curtin, D. Thomas (Daniel Thomas), 1886-1963	n83201731	100	Curtin, D. Thomas (Daniel Thomas), 1886-1963	n83201731	n83201731	1	Curtin, D. Thomas (Daniel Thomas), 1886-1963			Person		http://example.org/1014582#Agent700-20
Hindley, Diana			Hindley, Diana				Hindley, Diana			Person		http://example.org/1014551#Agent100-17
Hindley, Geoffrey	n79053717	100	Hindley, Geoffrey	n79053717	n79053717	1	Hindley, Geoffrey			Person		http://example.org/1014551#Agent700-27
Buzzi, Giancarlo	n50032938	100	Buzzi, Giancarlo	n50032938	n50032938	1	Buzzi, Giancarlo			Person		http://example.org/1014584#Agent100-14
Reekie, W. Duncan	n79041838	100	Reekie, W. Duncan	n79041838	n79041838	1	Reekie, W. Duncan			Person		http://example.org/1045259#Agent100-11
Nicholl, David Shelley	n84126671	100	Nicholl, David Shelley	n84126671	n84126671	1	Nicholl, David Shelley			Person		http://example.org/1020024#Agent100-11
Dunn, S. Watson (Samuel Watson), 1918-1997	n79075184	100	Dunn, S. Watson (Samuel Watson), 1918-1997	n79075184	n79075184	0.9767441860465116	Dunn, S. Watson (Samuel Watson), 1918-1997			Person		http://example.org/1014664#Agent100-12
Dunn, S. Watson (Samuel Watson), 1918-1997	n79075184	100	Dunn, S. Watson (Samuel Watson), 1918-1997	n79075184	n79075184	0.9767441860465116	Dunn, S. Watson (Samuel Watson), 1918-1997			Person		http://example.org/1014662#Agent100-10
Dunn, S. Watson (Samuel Watson), 1918-1997	n79075184	100	Dunn, S. Watson (Samuel Watson), 1918-1997	n79075184	n79075184	0.9767441860465116	Dunn, S. Watson (Samuel Watson), 1918-1997			Person		http://example.org/1057502#Agent100-11
Barban, Arnold M.	n50022056	100	Barban, Arnold M	n50022056	n50022056	0.9411764705882353	Barban, Arnold M			Person		http://example.org/1057502#Agent700-21
Wedding, C. Nugent, 1912-	n81094277	100	Wedding, C. Nugent, 1912-	n81094277	n81094277	1	Wedding, C. Nugent, 1912-			Person		http://example.org/1015292#Agent100-11
Lessler, Richard S			Lessler, Richard S				Lessler, Richard S			Person		http://example.org/1015292#Agent700-20
Robinson, Patrick J.	n50048977	100	Robinson, Patrick J				Robinson, Patrick J			Person		http://example.org/1015280#Agent100-11
Dalbey, Homer M.	no2005051410	100	Dalbey, Homer M	no2005051410	no2005051410	0.9375	Dalbey, Homer M			Person		http://example.org/1015280#Agent700-24
Gross, Irwin	n2016185933	100	Gross, Irwin	n2016185933	n2016185933	1	Gross, Irwin			Person		http://example.org/1015280#Agent700-25
Wind, Yoram	n50015798	100	Wind, Yoram	n50015798	n50015798	1	Wind, Yoram			Person		http://example.org/1015280#Agent700-26
Swindells, Anthony P. F.	no2002104039	100	Swindells, Anthony P. F	no2002104039	no2002104039	0.9583333333333334	Swindells, Anthony P. F			Person		http://example.org/1014555#Agent100-11
United States. Congress. Senate. Select Committee on Small Business. Subcommittee on Monopoly	n85388761	100	United States. Congress. Senate. Select Committee on Small Business. Subcommittee on Monopoly		n85388761		United States. Congress. Senate. Select Committee on Small Business. Subcommittee on Monopoly	n85388761	1	Jurisdiction		http://example.org/1015406#Agent110-14
United States. Congress. Senate. Select Committee on Small Business. Subcommittee on Monopoly and Anticompetitive Activities	n85388762	100	United States. Congress. Senate. Select Committee on Small Business. Subcommittee on Monopoly and Anticompetitive Activities		n85388762		United States. Congress. Senate. Select Committee on Small Business. Subcommittee on Monopoly and Anticompetitive Activities	n85388762	1	Jurisdiction		http://example.org/1015406#Agent710-28
Dirksen, Charles J.	n50025548	100	Dirksen, Charles J	n50025548	n50025548	0.9473684210526315	Dirksen, Charles J			Person		http://example.org/1014659#Agent100-12
Kroeger, Arthur, 1908-1998	n50045987	100	Kroeger, Arthur, 1908-1998	n50045987	n50045987	1	Kroeger, Arthur, 1908-1998			Person		http://example.org/1014659#Agent700-23
Scott, James D. (James Dacon)	n50005943	100	Scott, James D. (James Dacon)	n50005943	n50005943	1	Scott, James D. (James Dacon)			Person		http://example.org/1015288#Agent100-10
Kleppner, Otto, 1899-	n82054781	100	Kleppner, Otto, 1899-	n82054781	n82054781	1	Kleppner, Otto, 1899-			Person		http://example.org/1014689#Agent100-12
Lucas, Darrell Blaine, 1902-1995	n85025492	100	Lucas, Darrell Blaine, 1902-1995	n85025492	n85025492	1	Lucas, Darrell Blaine, 1902-1995			Person		http://example.org/1014632#Agent100-10
Britt, Steuart Henderson, 1907-1979	n78085464	100	Britt, Steuart Henderson, 1907-1979	n78085464	n78085464	1	Britt, Steuart Henderson, 1907-1979			Person		http://example.org/1014632#Agent700-21
Donovan, Howard McCormick, 1883-			Donovan, Howard McCormick, 1883-				Donovan, Howard McCormick, 1883-			Person		http://example.org/1014592#Agent100-10
Mitchell, George	n93020868	100	Mitchell, George				Mitchell, George			Person		http://example.org/1014592#Agent700-19
Predicasts, inc.	n80044889	100	Predicasts, inc		n80044889		Predicasts, inc	n80044889	0.9375	Organization		http://example.org/1005916#Agent110-11
Kimball, Bruce	n85068009	93	Kimball, Bruce				Kimball, Bruce			Person		http://example.org/1005916#Agent700-21
Zacher, Robert Vincent	no2006127976	100	Zacher, Robert Vincent	no2006127976	no2006127976	0.9565217391304348	Zacher, Robert Vincent			Person		http://example.org/1015300#Agent100-13
Fochs, Arnold	no2009145559	100	Fochs, Arnold	no2009145559	no2009145559	1	Fochs, Arnold			Person		http://example.org/1065661#Agent100-11
Sandage, C. H. (Charles Harold), 1902-1998	n79071246	100	Sandage, C. H. (Charles Harold), 1902-1998	n79071246	n79071246	1	Sandage, C. H. (Charles Harold), 1902-1998			Person		http://example.org/1015285#Agent100-11
Fryburger, Vernon Ray, 1918- 			Fryburger, Vernon Ray, 1918- 				Fryburger, Vernon Ray, 1918- 			Person		http://example.org/1015285#Agent700-22
Sandage, C. H. (Charles Harold), 1902-1998	n79071246	100	Sandage, C. H. (Charles Harold), 1902-1998	n79071246	n79071246	1	Sandage, C. H. (Charles Harold), 1902-1998			Person		http://example.org/1015284#Agent100-13
Fryburger, Vernon Ray, 1918- 			Fryburger, Vernon Ray, 1918- 				Fryburger, Vernon Ray, 1918- 			Person		http://example.org/1015284#Agent700-24
Evans, William Arthur	nr96027093	91	Evans, William Arthur				Evans, William Arthur			Person		http://example.org/1052417#Agent100-12
Crawford, John W., 1914-	n79034439	89	Crawford, John W., 1914-	n79034439	n79034439	0.8571428571428571	Crawford, John W., 1914-			Person		http://example.org/1014653#Agent100-12
Sandage, C. H. (Charles Harold), 1902-1998	n79071246	100	Sandage, C. H. (Charles Harold), 1902-1998	n79071246	n79071246	1	Sandage, C. H. (Charles Harold), 1902-1998			Person		http://example.org/1015283#Agent100-10
Fryburger, Vernon Ray, 1918- 			Fryburger, Vernon Ray, 1918- 				Fryburger, Vernon Ray, 1918- 			Person		http://example.org/1015283#Agent700-20
Wright, John Sherman, 1920-	n50028676	100	Wright, John Sherman, 1920-	n50028676	n50028676	1	Wright, John Sherman, 1920-			Person		http://example.org/1015298#Agent100-14
Warner, Daniel S.	no2007071791	100	Warner, Daniel S	no2007071791	no2007071791	0.9411764705882353	Warner, Daniel S			Person		http://example.org/1015298#Agent700-25
Winter, Willis L.	n81058499	100	Winter, Willis L	n81058499	n81058499	0.9411764705882353	Winter, Willis L			Person		http://example.org/1015298#Agent700-26
Frey, Albert Wesley, 1898-1987	no2006013602	100	Frey, Albert Wesley, 1898-1987	no2006013602	no2006013602	1	Frey, Albert Wesley, 1898-1987			Person		http://example.org/1014670#Agent100-10
Primack, J. R			Primack, J. R				Primack, J. R			Person		http://example.org/1042919#Agent100-13
Von Hippel, Frank	n90612705	100	Von Hippel, Frank	n90612705	n90612705	0.9411764705882353	Von Hippel, Frank			Person		http://example.org/1042919#Agent700-23
Northumberland, Henry Percy, Earl of, 1564-1632	n88122601	96	Northumberland, Henry Percy, 9th Earl of, 1564-1632	n88122601	n88122601	0.9215686274509803	Northumberland, Henry Percy, 9th Earl of, 1564-1632			Person		http://example.org/103045#Agent100-10
Harrison, G. B. (George Bagshawe), 1894-1991	n80020447	100	Harrison, G. B. (George Bagshawe), 1894-1991	n80020447	n80020447	0.9772727272727273	Harrison, G. B. (George Bagshawe), 1894-1991			Person		http://example.org/103045#Agent700-19
France. États généraux, 1614			France. États généraux, 1614				France. États généraux, 1614			Jurisdiction		http://example.org/1055050#Agent110-9
Condé, Henri II de Bourbon, prince de, 1588-1646	n88002631	99	Condé, Henri II de Bourbon, prince de, 1588-1646	n88002631	n88002631	1	Condé, Henri II de Bourbon, prince de, 1588-1646			Person		http://example.org/1055050#Agent700-20
Law Society of Upper Canada. Dept. of Continuing Education	n80104825	95	Law Society of Upper Canada. Dept. of Continuing Education		n80104825		Law Society of Upper Canada. Dept. of Continuing Education	n80104825	0.9047619047619048	Organization		http://example.org/1007125#Agent110-10
Vernon, Roland Venables, 1877- 			Vernon, Roland Venables, 1877- 				Vernon, Roland Venables, 1877- 			Person		http://example.org/1048114#Agent100-11
Mansergh, Nicholas	n83123663	100	Mansergh, Nicholas	n83123663	n83123663	0.9473684210526315	Mansergh, Nicholas			Person		http://example.org/1048114#Agent700-21
University of Oxford. Politics Research Committee	nb2006016620	100	University of Oxford. Politics Research Committee		nb2006016620		University of Oxford. Politics Research Committee	nb2006016620	1	Organization		http://example.org/1048114#Agent710-22
Political and Economic Planning	nr97042961	87	Political and Economic Planning				Political and Economic Planning			Organization		http://example.org/1048111#Agent110-12
Kogan, Maurice	n50042955	100	Kogan, Maurice	n50042955	n50042955	1	Kogan, Maurice			Person		http://example.org/1065043#Agent100-11
Packwood, Tim	n87929203	100	Packwood, Tim	n87929203	n87929203	1	Packwood, Tim			Person		http://example.org/1065043#Agent700-21
Jones, Ernest M.	no97043805	100	Jones, Ernest M				Jones, Ernest M			Person		http://example.org/1026338#Agent100-9
Program of Policy Studies in Science and Technology	n80145261	100	Program of Policy Studies in Science and Technology		n80145261		Program of Policy Studies in Science and Technology	n80145261	1	Organization		http://example.org/1026338#Agent810-21
Cherni︠a︡k, E. B. (Efim Borisovich)	n84142888	100	Cherni͡ak, E. B. (Efim Borisovich)	n84142888	n84142888	0.9428571428571428	Cherni͡ak, E. B. (Efim Borisovich)			Person		http://example.org/1054071#Agent100-14
Boswell, Charles	no2008143797	100	Boswell, Charles				Boswell, Charles			Person		http://example.org/1033958#Agent100-10
Dominic, Father, O. S. B			Dominic, Father, O. S. B				Dominic, Father, O. S. B			Person		http://example.org/1073142#Agent100-9
Simpson, Sam L., 1845-1899	no2003080781	100	Simpson, Sam L., 1845-1899	no2003080781	no2003080781	1	Simpson, Sam L., 1845-1899			Person		http://example.org/1073142#Agent700-19
Upham, Frances			Upham, Frances				Upham, Frances			Person		http://example.org/1034598#Agent100-11
Logan, Lillian M.	n50039515	100	Logan, Lillian M	n50039515	n50039515	0.9411764705882353	Logan, Lillian M			Person		http://example.org/1063440#Agent100-14
Logan, Virgil G.	no00039513	100	Logan, Virgil G	no00039513	no00039513	0.9375	Logan, Virgil G			Person		http://example.org/1063440#Agent700-24
Pipes, L. J			Pipes, L. J				Pipes, L. J			Person		http://example.org/1056185#Agent100-9
Einzig, Paul, 1897-1973	n50030288	100	Einzig, Paul, 1897-1973	n50030288	n50030288	0.9583333333333334	Einzig, Paul, 1897-1973			Person		http://example.org/1018396#Agent100-10
Varga, József, 1929-	n50044965	97	Varga, József, 1929-	n50044965	n50044965	0.8181818181818182	Varga, József, 1929-			Person		http://example.org/1097912#Agent100-10
Ady, Endre, 1877-1919	n80126280	100	Ady, Endre, 1877-1919	n80126280	n80126280	0.9545454545454546	Ady, Endre, 1877-1919			Person		http://example.org/1097912#Agent600-18
Jesuits	n79046634	100	Jesuits		n79046634		Jesuits	n79046634	1	Organization		http://example.org/1034349#Agent610-19
Catholic Church	n79041716	100	Catholic Church				Catholic Church			Organization		http://example.org/1034349#Agent610-20
Oettingen-Wallerstein, Ludwig, Fürst von, 1791-1870	n85379427	99	Oettingen-Wallerstein, Ludwig, Fürst von, 1791-1870	n85379427	n85379427	1	Oettingen-Wallerstein, Ludwig, Fürst von, 1791-1870			Person		http://example.org/1034349#Agent700-23
